season,team,team_key,level,conference_2020_21,wins,losses,win_pct,delta,rating_rank,rating,power_rank,power,offense_rank,offense,defense_rank,defense,hfa,sos_rank,sos,source_row
2024-25,Arkansas Tech,arkansas tech,NCAA D2,,12.0,17.0,0.414,,535.0,5.46,5.0,13.08,779.0,75.07,282.0,14.72,2.95,484.0,12.23,3883
2024-25,Bluefield St,bluefield st,USCAA-1,,19.0,12.0,0.613,,536.0,5.46,58.0,69.33,203.0,90.0,934.0,-3.96,2.81,57.0,39.38,3884
2024-25,Post,post,NCAA D2,,18.0,13.0,0.581,,537.0,5.45,54.0,10.95,577.0,80.4,52.0,47.26,2.82,59.0,58.53,3885
2024-25,Vanguard,vanguard,NCAA D2,,12.0,14.0,0.462,,538.0,5.45,534.0,11.35,416.0,84.45,67.0,53.6,2.79,497.0,11.93,3886
2024-25,Walsh,walsh,NCAA D2,,11.0,15.0,0.423,,539.0,5.44,484.0,13.71,521.0,81.92,48.0,38.49,2.9,523.0,11.31,3887
2024-25,John Carroll,john carroll,NCAA D3,,22.0,6.0,0.786,,54.0,5.44,561.0,10.06,541.0,81.31,6.0,5.46,2.79,69.0,12.36,3888
2024-25,Delta St,delta st,NCAA D2,,17.0,13.0,0.567,,54.0,15.44,559.0,10.2,434.0,84.02,7.0,2.89,2.86,568.0,9.55,3889
2024-25,Virginia Union,virginia union,NCAA D2,,16.0,16.0,0.5,,54.0,25.44,526.0,11.7,772.0,75.37,347.0,13.04,2.86,558.0,10.14,3890
2024-25,Glenville St,glenville st,NCAA D2,,17.0,13.0,0.567,,54.0,35.43,556.0,10.3,485.0,83.09,66.0,33.91,2.9,58.0,48.92,3891
2024-25,Caldwell,caldwell,NCAA D2,,18.0,11.0,0.621,,544.0,5.43,6.0,37.91,631.0,78.85,589.0,5.76,2.85,58.0,19.05,3892
2024-25,S Arkansas,s arkansas,NCAA D2,,12.0,16.0,0.429,,545.0,5.42,528.0,11.69,573.0,80.47,5.0,27.92,2.89,5.0,11.84,3893
2024-25,Fresno Pacific,fresno pacific,NCAA D2,,13.0,15.0,0.464,,546.0,5.42,56.0,79.94,733.0,76.14,425.0,10.5,2.88,494.0,11.96,3894
2024-25,Bridgeport,bridgeport,NCAA D2,,19.0,13.0,0.594,,547.0,5.42,58.0,29.39,317.0,87.19,847.0,-1.09,2.87,588.0,8.85,3895
2024-25,NW Oklahoma St,nw oklahoma st,NCAA D2,,14.0,15.0,0.483,,548.0,5.42,57.0,39.81,524.0,81.81,63.0,14.7,2.88,513.0,11.59,3896
2024-25,Guilford,guilford,NCAA D3,,22.0,7.0,0.759,,549.0,5.41,553.0,10.39,747.0,75.88,407.0,11.22,2.95,71.0,41.43,3897
2024-25,S Francisco St,s francisco st,NCAA D2,,11.0,18.0,0.379,,55.0,5.41,539.0,10.99,678.0,77.42,433.0,10.28,2.95,426.0,14.05,3898
2024-25,Newberry,newberry,NCAA D2,,13.0,17.0,0.433,,55.0,15.41,545.0,10.75,621.0,79.13,488.0,8.32,2.95,466.0,12.72,3899
2024-25,Westminster UT,westminster ut,NCAA D2,,13.0,16.0,0.448,,55.0,25.41,538.0,11.06,537.0,81.52,56.0,46.25,2.97,504.0,11.78,3900
2024-25,Sonoma St,sonoma st,NCAA D2,,12.0,16.0,0.429,,55.0,35.41,546.0,10.71,539.0,81.47,578.0,5.95,2.85,463.0,12.74,3901
2024-25,Calvin,calvin,NCAA D3,,21.0,7.0,0.75,,554.0,5.41,549.0,10.5,697.0,76.89,429.0,10.32,2.77,709.0,1.56,3902
2024-25,Wingate,wingate,NCAA D2,,12.0,15.0,0.444,,555.0,5.41,522.0,11.94,386.0,85.24,68.0,53.41,2.81,516.0,11.47,3903
2024-25,CSU-Pueblo,csu pueblo,NCAA D2,,12.0,16.0,0.429,,556.0,5.41,536.0,11.17,543.0,81.24,55.0,26.63,2.94,485.0,12.2,3904
2024-25,Indiana PA,indiana pa,NCAA D2,,14.0,16.0,0.467,,557.0,5.39,516.0,12.24,634.0,78.67,434.0,10.28,2.95,56.0,39.82,3905
2024-25,Rollins,rollins,NCAA D2,,16.0,14.0,0.533,,558.0,5.39,555.0,10.35,448.0,83.78,689.0,3.28,2.82,578.0,9.17,3906
2024-25,Seton Hill,seton hill,NCAA D2,,16.0,14.0,0.533,,559.0,5.39,548.0,10.58,612.0,79.45,5.0,47.84,2.76,579.0,9.11,3907
2024-25,Catholic,catholic,NCAA D3,,25.0,6.0,0.806,,56.0,5.39,598.0,8.15,659.0,77.9,53.0,36.96,2.69,759.0,-0.37,3908
2024-25,CS Stanislaus,cs stanislaus,NCAA D2,,11.0,20.0,0.355,,56.0,15.38,563.0,10.02,669.0,77.62,47.0,19.11,2.86,405.0,15.03,3909
2024-25,Quincy,quincy,NCAA D2,,10.0,18.0,0.357,,56.0,25.37,551.0,10.42,517.0,82.06,617.0,5.07,2.99,424.0,14.09,3910
2024-25,Trine,trine,NCAA D3,,21.0,5.0,0.808,,56.0,35.37,55.0,10.43,675.0,77.5,45.0,59.65,2.77,796.0,-1.56,3911
2024-25,NM Highlands,nm highlands,NCAA D2,,12.0,17.0,0.414,,564.0,5.36,568.0,9.91,409.0,84.73,737.0,1.89,2.89,457.0,12.86,3912
2024-25,Lee TN,lee tn,NCAA D2,,13.0,14.0,0.481,,565.0,5.36,525.0,11.74,696.0,76.89,394.0,11.56,2.87,57.0,79.23,3913
2024-25,Adams St,adams st,NCAA D2,,12.0,16.0,0.429,,566.0,5.36,569.0,9.9,152.0,92.11,972.0,-5.5,2.93,475.0,12.4,3914
2024-25,Chicago,chicago,NCAA D3,,18.0,8.0,0.692,,567.0,5.35,579.0,9.52,73.0,76.16,443.0,10.07,2.73,66.0,33.89,3915
2024-25,T Jefferson,t jefferson,NCAA D2,,16.0,13.0,0.552,,568.0,5.35,527.0,11.7,576.0,80.41,499.0,8.0,2.84,619.0,6.98,3916
2024-25,Barry,barry,NCAA D2,,12.0,17.0,0.414,,569.0,5.34,57.0,19.85,381.0,85.29,758.0,1.27,2.93,468.0,12.6,3917
2024-25,Jamestown,jamestown,NCAA D2,,17.0,14.0,0.548,,57.0,5.34,56.0,49.99,529.0,81.69,62.0,15.01,2.84,618.0,7.05,3918
2024-25,AK Fairbanks,ak fairbanks,NCAA D2,,14.0,14.0,0.5,,57.0,15.34,59.0,58.33,564.0,80.71,646.0,4.33,2.87,556.0,10.27,3919
2024-25,Keene St,keene st,NCAA D3,,23.0,6.0,0.793,,57.0,25.33,58.0,59.33,358.0,85.77,78.0,40.28,2.71,770.0,-0.72,3920
2024-25,SE Oklahoma,se oklahoma,NCAA D2,,10.0,18.0,0.357,,57.0,35.33,495.0,13.16,313.0,87.28,71.0,2.58,2.99,512.0,11.61,3921
2024-25,Menlo,menlo,NCAA D2,,11.0,17.0,0.393,,574.0,5.32,544.0,10.87,545.0,81.23,56.0,6.34,2.88,498.0,11.91,3922
2024-25,St Thomas TX,st thomas tx,NCAA D3,,26.0,4.0,0.867,,575.0,5.32,61.0,27.54,832.0,73.82,427.0,10.43,2.86,825.0,-2.63,3923
2024-25,Slippery Rock,slippery rock,NCAA D2,,15.0,14.0,0.517,,576.0,5.32,578.0,9.52,597.0,79.87,558.0,6.36,2.92,59.0,18.64,3924
2024-25,Colorado Chr,colorado chr,NCAA D2,,13.0,17.0,0.433,,577.0,5.31,599.0,8.07,774.0,75.32,46.0,39.45,2.99,48.0,12.3,3925
2024-25,Saginaw Val,saginaw val,NCAA D2,,10.0,18.0,0.357,,578.0,5.31,547.0,10.71,475.0,83.2,648.0,4.21,2.92,464.0,12.73,3926
2024-25,VA Wesleyan,va wesleyan,NCAA D3,,22.0,8.0,0.733,,579.0,5.31,59.0,18.88,833.0,73.81,385.0,11.77,2.83,72.0,11.13,3927
2024-25,UT Tyler,ut tyler,NCAA D2,,8.0,20.0,0.286,,58.0,5.31,552.0,10.4,725.0,76.27,416.0,10.84,2.88,399.0,15.27,3928
2024-25,Oklahoma Chr,oklahoma chr,NCAA D2,,10.0,18.0,0.357,,58.0,15.3,57.0,79.57,558.0,80.9,607.0,5.38,2.94,444.0,13.38,3929
2024-25,Felician,felician,NCAA D2,,14.0,12.0,0.538,,58.0,25.3,57.0,49.81,553.0,81.12,6.0,45.4,2.83,61.0,27.64,3930
2024-25,Worcester Tech,worcester tech,NCAA D3,,26.0,5.0,0.839,,58.0,35.28,61.0,67.32,859.0,73.08,412.0,10.95,2.81,828.0,-2.77,3931
2024-25,Maryville MO,maryville mo,NCAA D2,,8.0,20.0,0.286,,584.0,5.28,56.0,10.18,502.0,82.4,639.0,4.49,2.75,416.0,14.63,3932
2024-25,AK Anchorage,ak anchorage,NCAA D2,,12.0,19.0,0.387,,585.0,5.27,517.0,12.23,721.0,76.35,362.0,12.58,2.83,58.0,29.02,3933
2024-25,Denison,denison,NCAA D3,,24.0,4.0,0.857,,586.0,5.26,65.0,45.71,775.0,75.28,529.0,7.13,2.88,792.0,-1.35,3934
2024-25,New Haven,new haven,NCAA D2,,12.0,17.0,0.414,,587.0,5.25,57.0,69.59,718.0,76.44,447.0,9.86,2.85,55.0,10.49,3935
2024-25,Bloomfield,bloomfield,NCAA D2,,13.0,14.0,0.481,,588.0,5.25,588.0,9.15,362.0,85.71,79.0,0.15,2.79,58.0,78.91,3936
2024-25,Union TN,union tn,NCAA D2,,14.0,17.0,0.452,,589.0,5.25,58.0,49.36,556.0,80.94,61.0,45.13,2.81,57.0,19.4,3937
2024-25,Trinity TX,trinity tx,NCAA D3,,22.0,7.0,0.759,,59.0,5.24,61.0,57.38,605.0,79.59,638.0,4.49,2.81,73.0,10.68,3938
2024-25,Lock Haven,lock haven,NCAA D2,,15.0,13.0,0.536,,59.0,15.24,6.0,57.86,562.0,80.78,67.0,3.78,2.91,609.0,7.91,3939
2024-25,Georgia SW,georgia sw,NCAA D2,,11.0,18.0,0.379,,59.0,25.24,554.0,10.38,441.0,83.88,69.0,23.21,2.85,535.0,10.9,3940
2024-25,UC Merced,uc merced,NCAA D2,,20.0,7.0,0.741,,59.0,35.24,64.0,26.22,908.0,71.19,389.0,11.73,2.77,72.0,1.18,3941
2024-25,West Alabama,west alabama,NCAA D2,,14.0,15.0,0.483,,594.0,5.24,57.0,59.63,81.0,74.39,378.0,11.95,2.95,61.0,57.49,3942
2024-25,Carthage,carthage,NCAA D3,,21.0,7.0,0.75,,595.0,5.23,64.0,6.27,54.0,81.42,749.0,1.56,2.82,69.0,62.01,3943
2024-25,WI Stevens Pt,wi stevens pt,NCAA D3,,18.0,9.0,0.667,,596.0,5.23,62.0,17.12,763.0,75.51,489.0,8.32,2.8,67.0,33.64,3944
2024-25,Drew,drew,NCAA D3,,24.0,4.0,0.857,,597.0,5.23,63.0,36.33,412.0,84.61,861.0,-1.57,2.72,842.0,-3.12,3945
2024-25,Hamilton,hamilton,NCAA D3,,20.0,7.0,0.741,,598.0,5.23,62.0,56.79,679.0,77.4,569.0,6.1,2.93,7.0,1.94,3946
2024-25,Edinboro,edinboro,NCAA D2,,15.0,13.0,0.536,,599.0,5.23,6.0,8.05,593.0,79.97,63.0,4.78,2.84,61.0,67.35,3947
2024-25,Whitworth,whitworth,NCAA D3,,22.0,4.0,0.846,,6.0,5.21,63.0,76.29,64.0,78.54,64.0,24.46,2.88,833.0,-2.94,3948
2024-25,Gust Adolphus,gust adolphus,NCAA D3,,21.0,5.0,0.808,,6.0,15.21,65.0,75.66,673.0,77.53,627.0,4.84,2.73,775.0,-0.96,3949
2024-25,Barton,barton,NCAA D2,,16.0,14.0,0.533,,6.0,25.21,59.0,28.86,402.0,84.93,777.0,0.64,2.92,62.0,16.52,3950
2024-25,King,king,NCAA D2,,19.0,12.0,0.613,,6.0,35.21,64.0,46.17,47.0,83.32,815.0,-0.45,2.8,63.0,35.85,3951
2024-25,Bowie St,bowie st,NCAA D2,,16.0,14.0,0.533,,604.0,5.2,66.0,55.19,717.0,76.45,6.0,15.46,2.84,59.0,28.62,3952
2024-25,Cal Lutheran,cal lutheran,NCAA D3,,23.0,7.0,0.767,,605.0,5.2,64.0,36.2,607.0,79.55,688.0,3.35,2.73,74.0,60.04,3953
2024-25,East Central OK,east central ok,NCAA D2,,10.0,18.0,0.357,,606.0,5.19,58.0,79.26,661.0,77.8,49.0,28.17,2.87,534.0,10.91,3954
2024-25,Mt Union,mt union,NCAA D3,,18.0,9.0,0.667,,607.0,5.19,59.0,38.82,578.0,80.33,61.0,25.2,2.82,7.0,71.66,3955
2024-25,St Leo,st leo,NCAA D2,,10.0,18.0,0.357,,608.0,5.18,56.0,69.97,498.0,82.52,65.0,14.15,2.87,54.0,10.8,3956
2024-25,Clark Atlanta,clark atlanta,NCAA D2,,19.0,10.0,0.655,,609.0,5.16,65.0,15.85,748.0,75.83,54.0,46.72,2.77,67.0,43.62,3957
2024-25,WI Eau Claire,wi eau claire,NCAA D3,,17.0,10.0,0.63,,61.0,5.16,63.0,26.38,782.0,75.0,49.0,48.09,2.71,66.0,4.06,3958
2024-25,Simon Fraser,simon fraser,NCAA D2,,9.0,19.0,0.321,,61.0,15.16,59.0,68.27,625.0,79.04,579.0,5.94,2.78,491.0,12.07,3959
2024-25,NE Wesleyan,ne wesleyan,NCAA D3,,20.0,8.0,0.714,,61.0,25.16,619.0,7.25,802.0,74.57,46.0,59.39,2.78,74.0,40.19,3960
2024-25,Savannah St,savannah st,NCAA D2,,18.0,12.0,0.6,,61.0,35.15,63.0,46.33,962.0,69.3,32.0,13.73,2.91,65.0,4.7,3961
2024-25,Morehouse,morehouse,NCAA D2,,18.0,13.0,0.581,,614.0,5.15,61.0,47.47,672.0,77.54,55.0,16.63,2.66,65.0,24.66,3962
2024-25,Wooster,wooster,NCAA D3,,21.0,7.0,0.75,,615.0,5.15,63.0,16.5,652.0,78.11,616.0,5.09,2.79,767.0,-0.63,3963
2024-25,Claremont M.S.,claremont m s,NCAA D3,,20.0,8.0,0.714,,616.0,5.15,6.0,47.87,635.0,78.65,58.0,15.92,2.84,755.0,-0.27,3964
2024-25,Dubuque,dubuque,NCAA D3,,20.0,7.0,0.741,,617.0,5.14,629.0,6.73,674.0,77.52,58.0,25.92,2.78,754.0,-0.23,3965
2024-25,St Norbert,st norbert,NCAA D3,,23.0,8.0,0.742,,618.0,5.14,66.0,5.53,757.0,75.58,548.0,6.65,2.79,74.0,70.03,3966
2024-25,Heidelberg,heidelberg,NCAA D3,,17.0,11.0,0.607,,619.0,5.14,6.0,77.82,483.0,83.11,75.0,41.41,2.82,67.0,13.7,3967
2024-25,CS San Marcos,cs san marcos,NCAA D2,,6.0,22.0,0.214,,62.0,5.14,57.0,29.85,689.0,77.1,46.0,29.46,2.91,413.0,14.69,3968
2024-25,Limestone,limestone,NCAA D2,,11.0,17.0,0.393,,62.0,15.13,609.0,7.79,518.0,82.05,717.0,2.45,2.9,561.0,10.02,3969
2024-25,JC Smith,jc smith,NCAA D2,,15.0,13.0,0.536,,62.0,25.13,628.0,6.74,692.0,77.01,557.0,6.44,2.94,63.0,65.63,3970
2024-25,Wm Jessup,wm jessup,NCAA D2,,10.0,18.0,0.357,,62.0,35.13,6.0,67.83,627.0,79.0,598.0,5.54,2.93,546.0,10.68,3971
2024-25,Clarion,clarion,NCAA D2,,12.0,14.0,0.462,,624.0,5.12,65.0,35.75,638.0,78.62,666.0,3.84,2.87,58.0,38.96,3972
2024-25,SW Baptist,sw baptist,NCAA D2,,7.0,19.0,0.269,,625.0,5.11,59.0,48.63,666.0,77.7,51.0,7.64,2.84,47.0,12.58,3973
2024-25,Eckerd,eckerd,NCAA D2,,11.0,17.0,0.393,,626.0,5.11,62.0,27.05,622.0,79.1,63.0,54.65,2.88,56.0,10.02,3974
2024-25,Montclair St,montclair st,NCAA D3,,22.0,7.0,0.759,,627.0,5.11,66.0,25.32,453.0,83.64,864.0,-1.61,2.79,758.0,-0.35,3975
2024-25,Chr Brothers,chr brothers,NCAA D2,,10.0,18.0,0.357,,628.0,5.1,608.0,7.8,731.0,76.15,48.0,48.35,2.84,554.0,10.35,3976
2024-25,Augustana IL,augustana il,NCAA D3,,17.0,10.0,0.63,,629.0,5.09,66.0,15.36,729.0,76.19,58.0,45.88,2.9,678.0,3.44,3977
2024-25,Dominican CA,dominican ca,NCAA D2,,9.0,19.0,0.321,,63.0,5.08,61.0,7.62,707.0,76.72,51.0,37.61,2.87,538.0,10.81,3978
2024-25,Georgia C&S,georgia c s,NCAA D2,,9.0,19.0,0.321,,63.0,15.07,59.0,8.99,575.0,80.45,61.0,5.25,2.83,56.0,29.99,3979
2024-25,Western St CO,western st co,NCAA D2,,8.0,21.0,0.276,,63.0,25.07,62.0,76.76,699.0,76.85,55.0,36.62,2.94,445.0,13.27,3980
2024-25,York PA,york pa,NCAA D3,,22.0,7.0,0.759,,63.0,35.07,68.0,44.24,797.0,74.65,56.0,16.29,2.81,784.0,-1.11,3981
2024-25,MN Crookston,mn crookston,NCAA D2,,5.0,24.0,0.172,,634.0,5.07,62.0,7.13,658.0,77.9,58.0,5.94,2.85,369.0,17.61,3982
2024-25,W New England,w new england,NCAA D3,,23.0,7.0,0.767,,635.0,5.06,68.0,4.38,754.0,75.69,6.0,55.39,2.86,821.0,-2.41,3983
2024-25,Hardin-Simmons,hardin simmons,NCAA D3,,20.0,11.0,0.645,,636.0,5.06,669.0,4.81,608.0,79.53,73.0,11.99,2.77,69.0,42.26,3984
2024-25,CS Monterey Bay,cs monterey bay,NCAA D2,,6.0,21.0,0.222,,637.0,5.06,58.0,9.42,572.0,80.47,59.0,45.65,2.87,452.0,13.05,3985
2024-25,WI Oshkosh,wi oshkosh,NCAA D3,,13.0,13.0,0.5,,638.0,5.06,61.0,37.49,711.0,76.58,51.0,27.61,2.9,64.0,35.17,3986
2024-25,Davis & Elkins,davis elkins,NCAA D2,,12.0,19.0,0.387,,639.0,5.05,64.0,56.1,656.0,78.0,629.0,4.81,2.86,56.0,59.81,3987
2024-25,Anderson IN,anderson in,NCAA D3,,22.0,7.0,0.759,,64.0,5.05,67.0,44.64,504.0,82.33,839.0,-0.98,2.86,790.0,-1.32,3988
2024-25,Ramapo,ramapo,NCAA D3,,21.0,8.0,0.724,,64.0,15.04,69.0,73.88,708.0,76.7,66.0,53.88,2.89,748.0,-0.01,3989
2024-25,Lees-McRae,lees mcrae,NCAA D2,,13.0,16.0,0.448,,64.0,25.03,6.0,17.93,392.0,85.14,818.0,-0.5,2.91,62.0,66.11,3990
2024-25,Auburn M'gomery,auburn m gomery,NCAA D2,,9.0,19.0,0.321,,64.0,35.03,63.0,56.32,461.0,83.52,817.0,-0.49,2.93,515.0,11.52,3991
2024-25,Roosevelt,roosevelt,NCAA D2,,9.0,20.0,0.31,,644.0,5.03,698.0,3.87,671.0,77.61,698.0,2.97,2.75,441.0,13.53,3992
2024-25,Mary ND,mary nd,NCAA D2,,5.0,26.0,0.161,,645.0,5.03,62.0,46.95,704.0,76.76,538.0,6.9,2.85,371.0,17.43,3993
2024-25,Mary Washington,mary washington,NCAA D3,,15.0,15.0,0.5,,646.0,5.03,61.0,17.57,812.0,74.25,444.0,10.03,2.9,67.0,53.59,3994
2024-25,Northwood MI,northwood mi,NCAA D2,,9.0,19.0,0.321,,647.0,5.03,67.0,34.69,715.0,76.49,62.0,54.91,2.85,486.0,12.15,3995
2024-25,St Michael's,st michael s,NCAA D2,,9.0,21.0,0.3,,648.0,5.02,618.0,7.27,595.0,79.9,656.0,4.07,2.81,536.0,10.89,3996
2024-25,R Stockton,r stockton,NCAA D3,,19.0,9.0,0.679,,649.0,5.02,668.0,4.91,459.0,83.53,876.0,-1.91,2.81,72.0,60.9,3997
2024-25,Brandeis,brandeis,NCAA D3,,14.0,11.0,0.56,,65.0,5.02,639.0,6.29,567.0,80.61,72.0,12.38,2.88,68.0,3.08,3998
2024-25,Chestnut Hill,chestnut hill,NCAA D2,,14.0,14.0,0.5,,65.0,15.02,69.0,24.07,788.0,74.87,58.0,35.91,2.82,62.0,6.92,3999
2024-25,Eliz. City St,eliz city st,NCAA D2,,11.0,17.0,0.393,,65.0,25.01,63.0,6.71,619.0,79.14,647.0,4.28,2.82,608.0,7.99,4000
2024-25,Frank & Marsh,frank marsh,NCAA D3,,21.0,7.0,0.75,,65.0,35.01,7.0,53.5,906.0,71.4,477.0,8.81,2.8,793.0,-1.37,4001
2024-25,Albany GA,albany ga,NCAA D2,,18.0,12.0,0.6,,654.0,5.01,71.0,13.25,663.0,77.76,72.0,42.19,2.8,66.0,24.01,4002
2024-25,Tiffin,tiffin,NCAA D2,,7.0,21.0,0.25,,655.0,5.0,59.0,78.17,683.0,77.23,51.0,17.64,2.83,52.0,11.38,4003
2024-25,Johns Hopkins,johns hopkins,NCAA D3,,17.0,10.0,0.63,,656.0,5.0,61.0,77.31,7.0,76.85,527.0,7.18,2.82,753.0,-0.13,4004
2024-25,Purdue Northwest,purdue northwest,NCAA D2,,6.0,23.0,0.207,,657.0,5.0,58.0,39.38,456.0,83.57,71.0,32.52,2.96,472.0,12.46,4005
2024-25,MS Valley St,ms valley st,NCAA D1,,3.0,28.0,0.097,,658.0,4.99,65.0,5.89,847.0,73.44,469.0,9.16,3.0,351.0,23.58,4006
2024-25,Wabash,wabash,NCAA D3,,17.0,9.0,0.654,,659.0,4.99,64.0,66.09,806.0,74.51,49.0,8.29,2.86,757.0,-0.3,4007
2024-25,OH Dominican,oh dominican,NCAA D2,,10.0,18.0,0.357,,66.0,4.99,66.0,35.26,792.0,74.8,528.0,7.17,2.94,57.0,9.5,4008
2024-25,Williams,williams,NCAA D3,,15.0,10.0,0.6,,66.0,14.99,638.0,6.29,882.0,72.23,419.0,10.76,2.78,728.0,0.78,4009
2024-25,Maryville TN,maryville tn,NCAA D3,,21.0,7.0,0.75,,66.0,24.99,66.0,74.93,603.0,79.71,73.0,51.93,2.69,826.0,-2.75,4010
2024-25,Tuskegee,tuskegee,NCAA D2,,16.0,14.0,0.533,,66.0,34.99,658.0,5.62,899.0,71.63,421.0,10.7,2.83,67.0,23.67,4011
2024-25,Pitt-Johnstown,pitt johnstown,NCAA D2,,10.0,16.0,0.385,,664.0,4.98,648.0,6.06,491.0,82.77,8.0,0.0,2.95,598.0,8.43,4012
2024-25,Gettysburg,gettysburg,NCAA D3,,21.0,8.0,0.724,,665.0,4.98,71.0,62.99,753.0,75.77,66.0,13.93,2.79,774.0,-0.95,4013
2024-25,Northern St SD,northern st sd,NCAA D2,,3.0,26.0,0.103,,666.0,4.97,57.0,9.88,604.0,79.66,53.0,56.93,3.09,379.0,16.62,4014
2024-25,Tusculum,tusculum,NCAA D2,,7.0,24.0,0.226,,667.0,4.97,6.0,27.93,637.0,78.63,57.0,56.0,3.0,476.0,12.39,4015
2024-25,College of NJ,college of nj,NCAA D3,,20.0,8.0,0.714,,668.0,4.96,68.0,74.15,616.0,79.31,75.0,1.55,2.92,786.0,-1.16,4016
2024-25,N Central IL,n central il,NCAA D3,,15.0,13.0,0.536,,669.0,4.95,68.0,24.25,662.0,77.78,69.0,33.18,2.82,658.0,4.14,4017
2024-25,W New Mexico,w new mexico,NCAA D2,,5.0,25.0,0.167,,67.0,4.95,64.0,76.09,676.0,77.47,608.0,5.33,2.94,382.0,16.45,4018
2024-25,SD Mines,sd mines,NCAA D2,,4.0,25.0,0.138,,67.0,14.93,62.0,37.02,913.0,71.01,358.0,12.71,3.02,388.0,16.04,4019
2024-25,Wheeling,wheeling,NCAA D2,,11.0,18.0,0.379,,67.0,24.93,65.0,65.69,46.0,83.52,848.0,-1.12,2.97,61.0,47.54,4020
2024-25,Livingstone,livingstone,NCAA D2,,12.0,17.0,0.414,,67.0,34.92,66.0,65.14,681.0,77.37,64.0,4.48,2.87,62.0,56.32,4021
2024-25,St Joseph's ME,st joseph s me,NCAA D3,,24.0,5.0,0.828,,674.0,4.92,72.0,52.35,511.0,82.17,909.0,-3.12,2.83,911.0,-5.59,4022
2024-25,West Florida,west florida,NCAA D2,,8.0,20.0,0.286,,675.0,4.91,64.0,16.25,639.0,78.59,64.0,54.37,2.91,56.0,49.81,4023
2024-25,Edward Waters,edward waters,NCAA D2,,16.0,14.0,0.533,,676.0,4.91,73.0,41.93,655.0,78.01,778.0,0.62,2.81,64.0,64.92,4024
2024-25,Clayton St,clayton st,NCAA D2,,7.0,21.0,0.25,,677.0,4.91,649.0,6.03,75.0,75.81,536.0,6.93,2.84,529.0,11.17,4025
2024-25,Hope,hope,NCAA D3,,16.0,12.0,0.571,,678.0,4.91,659.0,5.58,783.0,74.95,52.0,7.33,2.76,73.0,40.58,4026
2024-25,Frostburg St,frostburg st,NCAA D2,,12.0,18.0,0.4,,679.0,4.9,708.0,3.36,503.0,82.38,887.0,-2.31,2.91,6.0,48.27,4027
2024-25,Central IA,central ia,NCAA D3,,17.0,13.0,0.567,,68.0,4.9,68.0,54.21,628.0,78.98,73.0,41.94,2.74,69.0,72.0,4028
2024-25,Amherst,amherst,NCAA D3,,13.0,12.0,0.52,,68.0,14.9,67.0,4.81,892.0,71.99,458.0,9.53,2.92,68.0,32.69,4029
2024-25,Converse,converse,NCAA D2,,12.0,16.0,0.429,,68.0,24.89,69.0,34.02,646.0,78.3,718.0,2.42,2.93,62.0,46.32,4030
2024-25,Florida Tech,florida tech,NCAA D2,,6.0,25.0,0.194,,68.0,34.88,62.0,66.76,642.0,78.42,618.0,5.05,2.93,453.0,13.05,4031
2024-25,Staten Island,staten island,NCAA D2,,12.0,18.0,0.4,,684.0,4.88,69.0,14.1,63.0,78.91,736.0,1.89,2.88,61.0,77.3,4032
2024-25,Franklin,franklin,NCAA D3,,22.0,9.0,0.71,,685.0,4.88,749.0,0.92,835.0,73.8,668.0,3.82,2.75,776.0,-1.02,4033
2024-25,Belhaven MS,belhaven ms,NCAA D3,,21.0,5.0,0.808,,686.0,4.87,748.0,1.0,844.0,73.54,649.0,4.17,2.87,893.0,-4.97,4034
2024-25,Loras,loras,NCAA D3,,17.0,10.0,0.63,,687.0,4.87,65.0,25.76,505.0,82.29,788.0,0.17,2.84,805.0,-1.87,4035
2024-25,Francis Marion,francis marion,NCAA D2,,10.0,19.0,0.345,,688.0,4.87,689.0,4.11,393.0,85.12,948.0,-4.3,2.82,589.0,8.8,4036
2024-25,Ferrum,ferrum,NCAA D3,,17.0,10.0,0.63,,689.0,4.86,69.0,4.11,682.0,77.24,676.0,3.57,2.9,778.0,-1.03,4037
2024-25,Mt Olive,mt olive,NCAA D2,,12.0,21.0,0.364,,69.0,4.86,69.0,63.89,133.0,92.79,1053.0,-12.19,3.05,6.0,28.33,4038
2024-25,M Hardin-Baylor,m hardin baylor,NCAA D3,,15.0,11.0,0.577,,69.0,14.86,68.0,14.28,615.0,79.41,747.0,1.58,2.87,72.0,30.95,4039
2024-25,Berry,berry,NCAA D3,,20.0,9.0,0.69,,69.0,24.86,7.0,23.71,633.0,78.74,74.0,21.68,2.73,843.0,-3.14,4040
2024-25,Babson,babson,NCAA D3,,16.0,10.0,0.615,,69.0,34.86,688.0,4.12,745.0,75.91,62.0,44.92,2.84,756.0,-0.3,4041
2024-25,Schreiner,schreiner,NCAA D3,,20.0,9.0,0.69,,694.0,4.85,76.0,0.36,643.0,78.34,855.0,-1.27,2.79,74.0,30.2,4042
2024-25,St Joseph CT,st joseph ct,NCAA D3,,19.0,8.0,0.704,,695.0,4.85,63.0,66.29,677.0,77.42,597.0,5.58,2.78,897.0,-5.21,4043
2024-25,Shaw NC,shaw nc,NCAA D2,,11.0,17.0,0.393,,696.0,4.85,7.0,33.71,668.0,77.63,7.0,32.79,2.83,62.0,36.32,4044
2024-25,Carnegie Mellon,carnegie mellon,NCAA D3,,13.0,13.0,0.5,,697.0,4.85,71.0,23.22,542.0,81.24,856.0,-1.32,2.81,659.0,4.06,4045
