target_conference,player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_source,source_url,outcome_url,source_class,source_class_context,seasons_played_before_transfer,class_entering_destination,years_in_college_entering_destination,college_stat_seasons_before_transfer,college_stat_seasons_source,height_in,weight_lbs,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,source_conf_power,destination_conf_power,conf_power_delta,source_team_power,destination_team_power,team_power_delta,source_low_minutes_flag,source_low_games_flag,position,position_bucket,height_bucket,source_role_bucket,big_west_games,big_west_games_started,big_west_mpg,big_west_minutes,big_west_minutes_share,big_west_ppg,big_west_rpg,big_west_apg,big_west_bpr,big_west_obpr,big_west_dbpr,big_west_bpr_poss,big_west_bpm,big_west_porpag,target_porpag,target_barttorvik_bpm,target_barttorvik_obpm,target_barttorvik_dbpm,production_score,impact_score,outcome_tier,big_west_bpm_percentile,projected_destination_mpg
Atlantic 10,Joe Hurlburt,joe hurlburt,Colorado,colorado,Pac-12,D1,Davidson,davidson,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/joe-hurlburt-1.html,https://www.sports-reference.com/cbb/players/joe-hurlburt-1.html,FR,source_season_class,1.0,SO,2.0,1.0,data/cache/sports_reference_roster_diff_profiles/joe-hurlburt-1.html,81.0,230.0,10,2.6,0.065,0.0,0.1,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.5384615384615383,3.0769230769230766,0.0,0.0,4.615384615384615,41.26,34.66,-6.600000000000001,44.82,34.08,-10.740000000000002,1,0,F,forward,forward,bench,28,0,5.7,159.6,0.1425,1.2,1.2,0.2,,,,,-10.2,-0.129536,-0.129536,-8.03787,-5.35442,-2.68345,2.1199999999999997,3.3183632734530937,Limited target-conference role,1.593625498007968,5.7
Atlantic 10,"JaQualon ""JQ"" Roberts",jaqualon jq roberts,Vanderbilt,vanderbilt,SEC,D1,Davidson,davidson,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/jaqualon-roberts-1.html,https://www.sports-reference.com/cbb/players/jaqualon-roberts-1.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/jaqualon-roberts-1.html,80.0,220.0,21,4.6,0.1149999999999999,1.0,0.8,0.0,0.1,0.2,0.1,0.667,0.0,0.727,0.667,8.695652173913045,6.9565217391304355,0.0,0.8695652173913044,1.7391304347826089,0.8695652173913044,46.93,34.66,-12.270000000000003,42.3,34.94,-7.359999999999999,1,0,F,forward,forward,bench,32,0,11.9,380.8,0.2975,2.7,2.4,0.4,,,,,-0.7,0.206997,0.206997,1.64054,-1.8047,3.44523,5.0600000000000005,25.96806387225549,Limited target-conference role,37.84860557768924,11.9
Atlantic 10,Josh Scovens,josh scovens,Army,army,Patriot,D1,Davidson,davidson,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/josh-scovens-1.html,https://www.sports-reference.com/cbb/players/josh-scovens-1.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/josh-scovens-1.html,76.0,214.0,29,31.7,0.7925,15.2,4.2,1.8,1.0,1.3,1.2,0.453,0.278,0.664,0.489,19.179810725552052,5.299684542586751,2.271293375394322,1.2618296529968454,1.640378548895899,1.5141955835962146,24.08,34.66,10.579999999999998,21.87,34.94,13.069999999999997,0,0,F,forward,wing_guard,high_usage_role,33,33,24.8,818.4,0.62,11.1,4.3,1.9,2.9,2.23,0.67,1258.0,4.2,2.69287,2.69287,4.28876,2.50855,1.78021,15.820000000000002,75.41916167664671,Target-conference starter/plus rotation,86.05577689243027,24.8
Atlantic 10,Parker Friedrichsen,parker friedrichsen,Wake Forest,wake-forest,ACC,D1,Davidson,davidson,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/parker-friedrichsen-1.html,https://www.sports-reference.com/cbb/players/parker-friedrichsen-1.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/parker-friedrichsen-1.html,75.0,195.0,31,14.6,0.365,3.2,1.0,0.6,0.6,0.0,0.3,0.323,0.253,0.85,0.427,8.767123287671232,2.73972602739726,1.6438356164383563,1.6438356164383563,0.0,0.8219178082191781,40.65,34.66,-5.990000000000002,41.51,34.94,-6.57,0,0,G,guard,wing_guard,rotation,34,33,25.3,860.2,0.6325000000000001,10.8,2.5,1.4,1.47,1.45,0.02,1357.0,2.5,1.90475,1.90475,1.95408,1.95127,0.00280351,13.7,69.3063872255489,Target-conference starter/plus rotation,73.20717131474103,25.3
Atlantic 10,Sam Brown,sam brown,Pennsylvania,pennsylvania,Ivy,D1,Davidson,davidson,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/sam-brown-4.html,https://www.sports-reference.com/cbb/players/sam-brown-4.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/sam-brown-4.html,75.0,180.0,27,33.0,0.825,13.9,3.3,2.3,0.7,0.1,1.4,0.422,0.344,0.837,0.51,16.848484848484848,4.0,2.787878787878788,0.8484848484848485,0.1212121212121212,1.696969696969697,30.87,34.66,3.789999999999995,26.47,34.94,8.469999999999999,0,0,G,guard,wing_guard,high_usage_role,32,32,23.7,758.4,0.5925,8.0,1.9,2.2,1.08,0.68,0.4,1156.0,-3.8,0.452704,0.452704,-2.98816,-1.71392,-1.27425,10.69,40.898203592814376,Limited target-conference role,13.346613545816732,23.7
Atlantic 10,Richard Amaefule,richard amaefule,East Tennessee State,east-tennessee-state,Southern,D1,Dayton,dayton,2022-23,2020-21,target_conference_common_box,https://www.sports-reference.com/cbb/players/richard-amaefule-1.html,https://www.sports-reference.com/cbb/players/richard-amaefule-1.html,FR,source_season_class,1.0,SO,2.0,1.0,data/cache/sports_reference_roster_diff_profiles/richard-amaefule-1.html,81.0,230.0,19,8.3,0.2075,1.5,2.4,0.2,0.3,0.2,0.5,0.455,0.0,0.571,0.455,7.228915662650602,11.566265060240962,0.9638554216867468,1.4457831325301205,0.9638554216867468,2.4096385542168672,31.55,34.48,2.929999999999996,32.6,40.5,7.899999999999999,1,0,F,forward,forward,bench,7,0,3.3,23.1,0.0824999999999999,0.1,0.9,0.0,,,,,-20.8,-0.755199,-0.755199,-20.436,-17.4318,-3.00414,0.6499999999999999,0.6337325349301397,Limited target-conference role,0.5976095617529881,3.3
Atlantic 10,Enoch Cheeks,enoch cheeks,Robert Morris,robert-morris,Horizon,D1,Dayton,dayton,2023-24,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/players/enoch-cheeks-1.html,https://www.sports-reference.com/cbb/players/enoch-cheeks-1.html,JR,source_season_class,3.0,SR,4.0,3.0,data/cache/sports_reference_roster_diff_profiles/enoch-cheeks-1.html,75.0,190.0,31,33.4,0.835,15.4,4.4,3.5,1.8,1.3,3.0,0.446,0.358,0.794,0.509,18.443113772455092,5.269461077844311,4.1916167664670665,2.155688622754491,1.5568862275449102,3.592814371257486,26.675,35.42,8.745000000000001,26.0,42.41,16.409999999999997,0,0,G,guard,wing_guard,high_usage_role,33,33,30.5,1006.5,0.7625,8.1,4.7,2.0,3.08,1.27,1.81,1640.0,3.1,1.62258,1.62258,3.82684,1.08172,2.74512,13.25,76.94610778443115,Target-conference starter/plus rotation,79.08366533864542,30.5
Atlantic 10,Isaac Jack,isaac jack,Buffalo,buffalo,MAC,D1,Dayton,dayton,2023-24,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/players/isaac-jack-1.html,https://www.sports-reference.com/cbb/players/isaac-jack-1.html,FR,source_season_class,1.0,SO,2.0,1.0,data/cache/sports_reference_roster_diff_profiles/isaac-jack-1.html,83.0,251.0,31,16.3,0.4075,5.6,4.2,0.3,0.4,0.6,0.8,0.661,0.0,0.595,0.661,13.742331288343555,10.306748466257668,0.7361963190184049,0.98159509202454,1.4723926380368098,1.9631901840490795,28.35,35.42,7.07,32.63,42.41,9.779999999999994,0,0,C,center,big_forward,rotation,33,0,8.5,280.5,0.2125,3.1,1.6,0.2,,,,,0.6,0.673347,0.673347,1.32221,-0.72153,2.04374,4.43,25.883233532934128,Limited target-conference role,53.286852589641434,8.5
Atlantic 10,Javon Bennett,javon bennett,Merrimack,merrimack,NEC,D1,Dayton,dayton,2023-24,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/players/javon-bennett-1.html,https://www.sports-reference.com/cbb/players/javon-bennett-1.html,FR,source_season_class,1.0,SO,2.0,1.0,data/cache/sports_reference_roster_diff_profiles/javon-bennett-1.html,71.0,155.0,34,29.2,0.73,9.6,1.9,3.4,2.9,0.1,2.6,0.359,0.279,0.733,0.432,13.15068493150685,2.6027397260273974,4.657534246575342,3.9726027397260273,0.136986301369863,3.5616438356164384,22.803,35.42,12.617,23.41,42.41,18.999999999999996,0,0,G,guard,small_guard,starter,31,28,28.6,886.6,0.7150000000000001,8.4,2.1,3.3,3.77,2.64,1.13,1450.0,3.5,2.75163,2.75163,3.29764,3.52133,-0.223689,12.59,74.98003992015968,Target-conference starter/plus rotation,81.97211155378487,28.6
Atlantic 10,Nate Santos,nate santos,Pittsburgh,pittsburgh,ACC,D1,Dayton,dayton,2023-24,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/players/nate-santos-1.html,https://www.sports-reference.com/cbb/players/nate-santos-1.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/nate-santos-1.html,79.0,190.0,29,7.3,0.1825,1.6,1.2,0.2,0.3,0.1,0.3,0.293,0.156,0.636,0.336,8.767123287671232,6.575342465753425,1.095890410958904,1.6438356164383563,0.547945205479452,1.6438356164383563,39.87,35.42,-4.449999999999996,39.42,42.41,2.989999999999995,1,0,F,forward,forward,bench,33,33,33.4,1102.2,0.835,11.7,6.3,1.5,3.6,2.58,1.03,1802.0,3.3,3.26322,3.26322,3.38956,2.80181,0.587745,17.09,88.29840319361278,Target-conference impact starter,80.47808764940238,33.4
Atlantic 10,Jacob Conner,jacob conner,Marshall,marshall,Sun Belt,D1,Dayton,dayton,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/jacob-conner-1.html,https://www.sports-reference.com/cbb/players/jacob-conner-1.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/jacob-conner-1.html,80.0,190.0,33,26.5,0.6625,6.1,5.1,2.8,1.1,0.5,1.7,0.352,0.327,0.625,0.446,9.20754716981132,7.69811320754717,4.226415094339623,1.660377358490566,0.7547169811320755,2.5660377358490565,29.51,34.66,5.149999999999995,30.57,40.23,9.659999999999997,0,0,F,forward,forward,starter,28,2,12.1,338.8,0.3025,2.7,1.1,0.3,,,,,-2.3,-0.0743314,-0.0743314,-1.09487,-1.12902,0.0341459,3.899999999999999,18.572854291417165,Limited target-conference role,23.40637450199203,12.1
Atlantic 10,Posh Alexander,posh alexander,Butler,butler,Big East,D1,Dayton,dayton,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/posh-alexander-1.html,https://www.sports-reference.com/cbb/players/posh-alexander-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_roster_diff_profiles/posh-alexander-1.html,72.0,205.0,32,31.9,0.7975,11.3,4.6,4.9,2.2,0.1,2.8,0.432,0.333,0.781,0.483,14.169278996865204,5.768025078369906,6.144200626959248,2.7586206896551726,0.1253918495297805,3.510971786833856,43.06,34.66,-8.400000000000006,40.56,40.23,-0.3300000000000054,0,0,G,guard,small_guard,high_usage_role,29,3,19.0,551.0,0.475,5.8,2.2,2.2,3.48,2.02,1.46,902.0,2.4,1.23761,1.23761,1.26585,1.10519,0.160662,9.22,49.08682634730539,Target-conference rotation,72.31075697211156,19.0
Atlantic 10,Zed Key,zed key,Ohio State,ohio-state,Big Ten,D1,Dayton,dayton,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/zed-key-1.html,https://www.sports-reference.com/cbb/players/zed-key-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_roster_diff_profiles/zed-key-1.html,80.0,245.0,36,15.4,0.385,6.6,4.1,0.5,0.4,0.6,0.8,0.509,0.25,0.71,0.519,17.142857142857142,10.64935064935065,1.2987012987012987,1.0389610389610389,1.5584415584415583,2.0779220779220777,43.67,34.66,-9.010000000000003,44.5,40.23,-4.270000000000003,0,0,F,forward,forward,rotation,32,16,19.2,614.4,0.48,8.8,3.8,0.3,2.78,2.15,0.63,1022.0,3.2,2.68164,2.68164,2.54956,1.59308,0.956477,12.130000000000004,61.19261477045908,Target-conference rotation,79.6812749003984,19.2
Atlantic 10,Bryce Heard,bryce heard,NC State,nc-state,ACC,D1,Dayton,dayton,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/bryce-heard-1.html,https://www.sports-reference.com/cbb/players/bryce-heard-1.html,FR,source_season_class,1.0,SO,2.0,1.0,data/cache/sports_reference_roster_diff_profiles/bryce-heard-1.html,77.0,170.0,24,6.3,0.1575,1.2,0.8,0.3,0.2,0.0,0.1,0.318,0.2,0.667,0.364,7.6190476190476195,5.079365079365079,1.9047619047619049,1.2698412698412698,0.0,0.6349206349206349,40.65,34.66,-5.990000000000002,39.53,39.65,0.11999999999999744,1,0,G,guard,wing_guard,bench,36,6,18.5,666.0,0.4625,6.6,2.4,0.8,-0.17,0.45,-0.62,1142.0,0.0,1.0928,1.0928,-1.01063,-0.487187,-0.523438,8.79,43.14870259481038,Limited target-conference role,46.41434262948207,18.5
Atlantic 10,De'Shayne Montgomery,de shayne montgomery,Georgia,georgia,SEC,D1,Dayton,dayton,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/deshayne-montgomery-1.html,https://www.sports-reference.com/cbb/players/deshayne-montgomery-1.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/deshayne-montgomery-1.html,76.0,190.0,17,15.5,0.3875,6.5,2.1,0.8,1.1,0.2,1.7,0.409,0.25,0.711,0.446,16.774193548387096,5.419354838709677,2.064516129032258,2.838709677419355,0.5161290322580645,4.387096774193548,46.93,34.66,-12.270000000000003,43.07,39.65,-3.4200000000000017,0,0,G,guard,wing_guard,rotation,36,36,30.6,1101.6,0.765,13.4,4.0,2.1,4.7,1.69,3.01,1886.0,5.8,2.1851,2.1851,5.48963,1.83579,3.65384,18.61,89.71057884231537,Target-conference impact starter,94.82071713147411,30.6
Atlantic 10,Jordan Derkack,jordan derkack,Rutgers,rutgers,Big Ten,D1,Dayton,dayton,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/jordan-derkack-1.html,https://www.sports-reference.com/cbb/players/jordan-derkack-1.html,JR,source_season_class,3.0,SR,4.0,3.0,data/cache/sports_reference_roster_diff_profiles/jordan-derkack-1.html,77.0,205.0,31,17.0,0.425,5.7,2.8,1.5,0.7,0.2,1.4,0.363,0.25,0.735,0.407,13.411764705882351,6.588235294117647,3.5294117647058822,1.6470588235294117,0.4705882352941176,3.2941176470588234,45.57,34.66,-10.910000000000004,41.69,39.65,-2.039999999999999,0,0,G,guard,wing_guard,rotation,32,14,24.9,796.8,0.6224999999999999,9.2,4.8,2.5,2.75,0.81,1.94,1362.0,3.1,1.49999,1.49999,1.77599,-0.209917,1.98591,14.37,70.16966067864271,Target-conference starter/plus rotation,79.08366533864542,24.9
Atlantic 10,Keonte Jones,keonte jones,Cal State Northridge,cal-state-northridge,Big West,D1,Dayton,dayton,2025-26,2024-25,target_conference_common_box,https://www.sports-reference.com/cbb/players/keonte-jones-1.html,https://www.sports-reference.com/cbb/players/keonte-jones-1.html,SR,source_season_class,4.0,GR,5.0,5.0,data/cache/sports_reference_roster_diff_profiles/keonte-jones-1.html,78.0,175.0,33,30.8,0.77,13.1,9.0,4.1,1.8,1.3,2.6,0.506,0.382,0.675,0.528,17.01298701298701,11.688311688311687,5.324675324675325,2.3376623376623376,1.6883116883116882,3.3766233766233764,30.41,34.66,4.2499999999999964,30.82,39.65,8.829999999999998,0,0,F,forward,wing_guard,high_usage_role,37,37,30.2,1117.4,0.755,7.7,5.3,2.2,3.93,0.61,3.33,1918.0,3.6,1.2805,1.2805,4.67242,0.247997,4.42443,13.79,80.9930139720559,Target-conference impact starter,82.56972111553786,30.2
Atlantic 10,Dae Dae Grant,dae dae grant,Miami (OH),miami-oh,MAC,D1,Duquesne,duquesne,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/players/daedae-grant-1.html,https://www.sports-reference.com/cbb/players/daedae-grant-1.html,JR,source_season_class,3.0,SR,4.0,3.0,data/cache/sports_reference_roster_diff_profiles/daedae-grant-1.html,74.0,180.0,32,33.0,0.825,17.5,4.7,4.1,0.9,0.1,1.9,0.423,0.343,0.853,0.497,21.21212121212121,5.696969696969697,4.96969696969697,1.0909090909090908,0.1212121212121212,2.303030303030303,28.35,34.48,6.1299999999999955,28.25,33.28,5.030000000000001,0,0,G,guard,small_guard,high_usage_role,33,33,32.6,1075.8,0.8150000000000001,15.5,4.6,2.5,4.19,3.97,0.22,1865.0,3.3,3.24784,3.24784,2.44095,3.12457,-0.683622,20.58,90.02994011976048,Target-conference impact starter,80.47808764940238,32.6
Atlantic 10,Joseph Reece,joseph reece,Bowling Green,bowling-green,MAC,D1,Duquesne,duquesne,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/players/joseph-reece-1.html,https://www.sports-reference.com/cbb/players/joseph-reece-1.html,JR,source_season_class,3.0,SR,4.0,4.0,data/cache/sports_reference_roster_diff_profiles/joseph-reece-1.html,80.0,200.0,23,19.0,0.475,11.2,5.1,0.7,1.0,0.4,1.2,0.534,0.444,0.701,0.546,23.57894736842105,10.736842105263158,1.4736842105263157,2.1052631578947367,0.8421052631578947,2.526315789473684,28.35,34.48,6.1299999999999955,28.17,33.28,5.109999999999999,0,0,F,forward,forward,rotation,29,27,18.4,533.5999999999999,0.4599999999999999,9.6,4.7,1.3,,,,,4.5,2.04083,2.04083,4.04392,1.95388,2.09004,14.27,62.3502994011976,Target-conference rotation,89.14342629482071,18.4
Atlantic 10,Tevin Brewer,tevin brewer,Florida International,florida-international,CUSA,D1,Duquesne,duquesne,2022-23,2021-22,target_conference_common_box,https://www.sports-reference.com/cbb/players/tevin-brewer-1.html,https://www.sports-reference.com/cbb/players/tevin-brewer-1.html,SR,source_season_class,4.0,GR,5.0,3.0,data/cache/sports_reference_roster_diff_profiles/tevin-brewer-1.html,68.0,160.0,30,32.1,0.8025,15.2,3.5,5.6,0.9,0.0,2.8,0.426,0.398,0.829,0.513,18.94080996884735,4.361370716510903,6.978193146417445,1.1214953271028036,0.0,3.4890965732087227,32.18,34.48,2.299999999999997,26.72,33.28,6.560000000000002,0,0,G,guard,small_guard,high_usage_role,29,26,25.2,730.8,0.63,7.5,1.6,3.2,2.22,2.3,-0.08,1284.0,-0.7,1.62641,1.62641,-1.64329,0.847294,-2.49058,10.73,52.3003992015968,Target-conference rotation,37.84860557768924,25.2
Atlantic 10,Andrei Savrasov,andrei savrasov,Georgia Southern,georgia-southern,Sun Belt,D1,Duquesne,duquesne,2023-24,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/players/andrei-savrasov-1.html,https://www.sports-reference.com/cbb/players/andrei-savrasov-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_roster_diff_profiles/andrei-savrasov-1.html,79.0,225.0,29,30.4,0.76,14.3,7.3,1.2,1.3,0.3,1.6,0.498,0.359,0.693,0.55,18.815789473684212,9.605263157894738,1.5789473684210529,1.7105263157894737,0.3947368421052631,2.1052631578947367,29.73,35.42,5.690000000000001,28.65,36.74,8.090000000000003,0,0,F,forward,forward,high_usage_role,20,12,16.5,330.0,0.4125,5.9,3.5,1.1,2.16,0.43,1.72,550.0,5.7,1.36671,1.36671,5.78347,2.13265,3.65082,9.68,50.5938123752495,Target-conference rotation,94.22310756972112,16.5
Atlantic 10,Dusan Mahorcic,dusan mahorcic,NC State,nc-state,ACC,D1,Duquesne,duquesne,2023-24,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/players/dusan-mahorcic-1.html,https://www.sports-reference.com/cbb/players/dusan-mahorcic-1.html,SR,source_season_class,4.0,GR,5.0,5.0,data/cache/sports_reference_roster_diff_profiles/dusan-mahorcic-1.html,82.0,230.0,10,20.9,0.5225,8.7,6.6,1.2,0.6,0.7,1.2,0.643,0.0,0.577,0.643,16.650717703349283,12.63157894736842,2.2966507177033493,1.1483253588516746,1.3397129186602872,2.2966507177033493,39.87,35.42,-4.449999999999996,41.39,36.74,-4.649999999999999,0,0,F,forward,big_forward,starter,26,15,10.5,273.0,0.2625,4.5,2.0,0.5,,,,,-1.0,0.55056,0.55056,-3.20902,-2.85214,-0.35688,6.18,24.695608782435126,Limited target-conference role,35.1593625498008,10.5
Atlantic 10,Fousseyni Drame,fousseyni drame,La Salle,la-salle,A-10,D1,Duquesne,duquesne,2023-24,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/players/fousseyni-drame-1.html,https://www.sports-reference.com/cbb/players/fousseyni-drame-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_roster_diff_profiles/fousseyni-drame-1.html,79.0,192.0,34,26.1,0.6525000000000001,8.8,5.3,0.7,1.0,0.8,1.1,0.43,0.26,0.613,0.467,13.486590038314176,8.122605363984674,1.0727969348659003,1.532567049808429,1.2260536398467432,1.685823754789272,34.48,35.42,0.9400000000000048,30.5,36.74,6.240000000000002,0,0,F,forward,forward,starter,37,6,21.4,791.8,0.5349999999999999,6.9,5.7,1.1,3.86,2.24,1.62,1284.0,3.9,1.6014,1.6014,3.70775,0.911187,2.79656,11.88,65.52894211576846,Target-conference starter/plus rotation,84.66135458167331,21.4
Atlantic 10,Hassan Drame,hassan drame,La Salle,la-salle,A-10,D1,Duquesne,duquesne,2023-24,2022-23,target_conference_common_box,https://www.sports-reference.com/cbb/players/hassan-drame-1.html,https://www.sports-reference.com/cbb/players/hassan-drame-1.html,SR,source_season_class,4.0,GR,5.0,4.0,data/cache/sports_reference_roster_diff_profiles/hassan-drame-1.html,79.0,190.0,34,21.9,0.5475,6.4,4.3,0.7,1.0,0.4,1.0,0.367,0.313,0.674,0.437,11.689497716894978,7.853881278538814,1.2785388127853885,1.8264840182648403,0.7305936073059361,1.8264840182648403,34.48,35.42,0.9400000000000048,30.5,36.74,6.240000000000002,0,0,F,forward,forward,starter,13,0,11.7,152.1,0.2925,3.4,3.2,0.5,,,,,-1.3,0.275131,0.275131,-0.211838,-1.62211,1.41027,6.04,21.1377245508982,Limited target-conference role,30.1792828685259,11.7
Atlantic 10,Cameron Crawford,cameron crawford,Marshall,marshall,Sun Belt,D1,Duquesne,duquesne,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/cameron-crawford-2.html,https://www.sports-reference.com/cbb/players/cameron-crawford-2.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/cameron-crawford-2.html,77.0,175.0,24,17.6,0.44,8.2,2.4,1.4,0.8,0.2,1.8,0.372,0.315,0.721,0.432,18.636363636363633,5.454545454545454,3.1818181818181817,1.818181818181818,0.4545454545454545,4.090909090909091,29.51,34.66,5.149999999999995,30.57,34.46,3.8900000000000006,0,0,G,guard,wing_guard,rotation,29,22,23.1,669.9000000000001,0.5775,8.6,2.5,1.1,0.59,0.53,0.06,1076.0,0.5,1.23881,1.23881,0.139825,0.278894,-0.139069,11.07,52.85928143712575,Target-conference rotation,52.191235059760956,23.1
Atlantic 10,Eli Wilborn,eli wilborn,Saint Francis (PA),saint-francis-pa,NEC,D1,Duquesne,duquesne,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/eli-wilborn-1.html,https://www.sports-reference.com/cbb/players/eli-wilborn-1.html,FR,source_season_class,1.0,SO,2.0,1.0,data/cache/sports_reference_roster_diff_profiles/eli-wilborn-1.html,80.0,215.0,30,25.6,0.64,10.8,7.4,1.7,0.8,1.6,1.9,0.54,0.167,0.56,0.542,16.875,11.5625,2.65625,1.25,2.5,2.96875,21.927,34.66,12.732999999999995,18.43,34.46,16.03,0,0,F,forward,forward,starter,28,13,12.8,358.40000000000003,0.32,5.0,3.5,0.4,1.51,0.76,0.75,539.0,-0.5,0.907881,0.907881,2.32413,-0.738567,3.06269,8.24,33.05389221556886,Limited target-conference role,39.9402390438247,12.8
Atlantic 10,Jahsean Corbett,jahsean corbett,Chicago State,chicago-state,Northeast,D1,Duquesne,duquesne,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/jahsean-corbett-1.html,https://www.sports-reference.com/cbb/players/jahsean-corbett-1.html,JR,source_season_class,3.0,SR,4.0,3.0,data/cache/sports_reference_roster_diff_profiles/jahsean-corbett-1.html,78.0,195.0,32,35.4,0.885,15.4,7.7,1.6,0.9,0.1,2.0,0.459,0.287,0.695,0.491,17.401129943502827,8.700564971751414,1.807909604519774,1.0169491525423728,0.1129943502824858,2.2598870056497176,21.927,34.66,12.732999999999995,23.7,34.46,10.760000000000002,0,0,G,guard,wing_guard,high_usage_role,31,22,25.4,787.4,0.635,8.3,5.2,1.7,-0.01,0.11,-0.12,1238.0,-1.0,0.823855,0.823855,-1.00335,-1.27119,0.267835,13.28,54.54590818363273,Target-conference rotation,35.1593625498008,25.4
Atlantic 10,Maximus Edwards,maximus edwards,George Washington,george-washington,A-10,D1,Duquesne,duquesne,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/maximus-edwards-2.html,https://www.sports-reference.com/cbb/players/maximus-edwards-2.html,SO,source_season_class,2.0,JR,3.0,2.0,data/cache/sports_reference_roster_diff_profiles/maximus-edwards-2.html,77.0,215.0,31,28.0,0.7,12.4,6.6,1.2,0.7,0.4,2.2,0.427,0.358,0.867,0.508,17.714285714285715,9.428571428571429,1.7142857142857142,1.0,0.5714285714285714,3.142857142857143,35.42,34.66,-0.7600000000000051,29.72,34.46,4.740000000000002,0,0,G,guard,wing_guard,starter,32,10,19.7,630.4,0.4925,8.3,3.6,1.1,1.01,-0.05,1.06,1013.0,1.7,1.11157,1.11157,-0.551747,-0.635275,0.0835276,11.4,51.77644710578842,Target-conference rotation,64.8406374501992,19.7
Atlantic 10,Tre Dinkins,tre dinkins,Canisius,canisius,MAAC,D1,Duquesne,duquesne,2024-25,2023-24,target_conference_common_box,https://www.sports-reference.com/cbb/players/tre-dinkins-1.html,https://www.sports-reference.com/cbb/players/tre-dinkins-1.html,JR,source_season_class,3.0,SR,4.0,4.0,data/cache/sports_reference_roster_diff_profiles/tre-dinkins-1.html,74.0,190.0,32,35.1,0.8775000000000001,15.4,2.7,3.6,1.0,0.3,2.4,0.41,0.365,0.786,0.512,17.54985754985755,3.0769230769230766,4.102564102564102,1.1396011396011396,0.3418803418803419,2.735042735042735,26.62,34.66,8.039999999999996,25.72,34.46,8.740000000000002,0,0,G,guard,small_guard,high_usage_role,32,30,29.2,934.4,0.73,12.9,2.3,3.1,2.51,3.01,-0.51,1484.0,3.2,2.78994,2.78994,1.25857,2.74035,-1.48178,16.48,79.7005988023952,Target-conference starter/plus rotation,79.6812749003984,29.2
