player_name,target_conference,source_school,source_conference,source_level,destination_school,first_big_west_season,actual,cv_prediction,cv_error,abs_error,source_games,source_mpg,source_ppg,source_rpg,source_apg,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_conf_power,destination_conf_power,conf_power_delta,position,height_in,weight_lbs,outcome_tier,initial_tags,suggested_review_reason,source_url,outcome_url
Cam Martin,Mountain West,Kansas,Big 12,D1,Boise State,2023-24,2.99,1.6960443911057894,-1.2939556088942108,1.2939556088942108,4,2.5,1.8,0.5,0.0,28.8,8.0,0.0,45.3,38.07,-7.229999999999997,F,6-9,230.0,Target-conference rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/cam-martin-1.html,https://www.sports-reference.com/cbb/players/cam-martin-1.html
Nils Cooper,Big West,Pepperdine,West Coast,D1,UC Davis,2024-25,-0.08,1.2125500012251973,1.2925500012251974,1.2925500012251974,33,19.9,5.0,2.8,0.9,10.050251256281408,5.628140703517588,1.809045226130653,34.66,30.41,-4.2499999999999964,G,77.0,180.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/schools/pepperdine/men/2024.html,https://www.sports-reference.com/cbb/schools/california-davis/men/2025.html
Kyle Owens,Big West,Montana,Big Sky,D1,UC Riverside,2022-23,0.75,-0.5423064267325358,-1.292306426732536,1.292306426732536,25,12.3,4.4,1.8,0.4,14.308943089430894,5.853658536585366,1.3008130081300813,27.4,29.79,2.390000000000001,F,80.0,205.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/schools/montana/men/2022.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html
Rick Issanza,WCC,Oklahoma,Big 12,D1,Loyola Marymount,2022-23,-1.72,-0.4299126775385574,1.2900873224614426,1.2900873224614426,12,4.1,0.7,0.8,0.1,6.829268292682928,7.804878048780488,0.9756097560975612,46.04,36.74,-9.299999999999995,C,7-1,245.0,Limited target-conference role,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/rick-issanza-1.html,https://www.sports-reference.com/cbb/players/rick-issanza-1.html
Ethan Morton,Mountain West,Purdue,Big Ten,D1,Colorado State,2024-25,3.0,1.7199129319588498,-1.2800870680411502,1.2800870680411502,37,10.0,0.6,0.9,1.1,2.4,3.6,4.4,43.67,37.82,-5.850000000000001,G,6-6,215.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/ethan-morton-1.html,https://www.sports-reference.com/cbb/players/ethan-morton-1.html
Steele Venters,WCC,Eastern Washington,Big Sky,D1,Gonzaga,2025-26,3.53,2.2761092064551054,-1.2538907935448944,1.2538907935448944,34,31.5,15.3,2.8,1.5,19.428571428571427,3.5555555555555554,1.9047619047619049,29.15,35.95,6.800000000000004,G,6-7,175.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/steele-venters-1.html,https://www.sports-reference.com/cbb/players/steele-venters-1.html
Drake Allen,Mountain West,Utah Valley,WAC,D1,Utah State,2024-25,4.71,3.4581648057086185,-1.2518351942913817,1.2518351942913817,30,29.1,11.9,3.4,4.3,16.3573883161512,4.673539518900343,5.910652920962199,31.41,37.82,6.41,G,6-4,190.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/drake-allen-1.html,https://www.sports-reference.com/cbb/players/drake-allen-1.html
Tayshawn Comer,Missouri Valley,Eastern Kentucky,A-Sun,D1,Evansville,2024-25,0.25,-1.0008973929875122,-1.2508973929875122,1.2508973929875122,31,25.5,7.8,2.5,3.0,12.235294117647058,3.92156862745098,4.705882352941177,27.08,34.04,6.960000000000001,G,6-1,190.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/tayshawn-comer-1.html,https://www.sports-reference.com/cbb/players/tayshawn-comer-1.html
Kieves Turner,Big West,San Diego,West Coast,D1,UC Santa Barbara,2024-25,-0.87,0.3707862093397489,1.2407862093397488,1.2407862093397488,31,25.6,15.5,2.4,1.9,24.21875,3.75,2.96875,34.66,30.41,-4.2499999999999964,G,74.0,185.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/schools/san-diego/men/2024.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Jailen Bedford,Mountain West,Oral Roberts,Summit,D1,UNLV,2024-25,0.79,2.029598986073653,1.239598986073653,1.239598986073653,31,30.3,14.6,6.4,0.9,19.27392739273927,8.448844884488448,1.188118811881188,28.197,37.82,9.623,G,6-4,181.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/jailen-bedford-1.html,https://www.sports-reference.com/cbb/players/jailen-bedford-1.html
Angelo Brizzi,Atlantic 10,Villanova,Big East,D1,Davidson,2023-24,-0.15,1.079077188283451,1.2290771882834508,1.2290771882834508,9,10.8,2.0,1.9,0.6,7.4074074074074066,7.037037037037036,2.222222222222222,42.46,35.42,-7.039999999999999,G,6-3,180.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/angelo-brizzi-1.html,https://www.sports-reference.com/cbb/players/angelo-brizzi-1.html
Cameron Crawford,Atlantic 10,Marshall,Sun Belt,D1,Duquesne,2024-25,0.59,1.804255858561352,1.2142558585613523,1.2142558585613523,24,17.6,8.2,2.4,1.4,18.636363636363633,5.454545454545454,3.1818181818181817,29.51,34.66,5.149999999999995,G,6-5,175.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/cameron-crawford-2.html,https://www.sports-reference.com/cbb/players/cameron-crawford-2.html
Dra Gibbs-Lawhorn,Mountain West,Illinois,Big Ten,D1,UNLV,2025-26,3.87,2.657682426177454,-1.212317573822546,1.212317573822546,35,14.9,5.9,1.6,0.5,15.838926174496644,4.295302013422819,1.342281879194631,45.57,37.82,-7.75,G,6-1,185.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/dra-gibbs-lawhorn-1.html,https://www.sports-reference.com/cbb/players/dra-gibbs-lawhorn-1.html
Jordan Brinson,Big West,Fresno State,Mountain West,D1,Cal State Northridge,2023-24,0.92,-0.287019907153542,-1.207019907153542,1.207019907153542,3,6.0,0.7,1.0,1.0,4.666666666666667,6.666666666666667,6.666666666666667,38.01,29.59,-8.419999999999998,G,75.0,175.0,Target-conference rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/schools/fresno-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html
Jordan Derkack,Atlantic 10,Rutgers,Big Ten,D1,Dayton,2025-26,2.75,1.543303425026502,-1.206696574973498,1.206696574973498,31,17.0,5.7,2.8,1.5,13.411764705882351,6.588235294117647,3.5294117647058822,45.57,34.66,-10.910000000000004,G,6-5,205.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/jordan-derkack-1.html,https://www.sports-reference.com/cbb/players/jordan-derkack-1.html
Jefferson De La Cruz Monegro,Missouri Valley,Western Michigan,MAC,D1,Valparaiso,2024-25,-1.08,0.1180466393698723,1.1980466393698723,1.1980466393698723,32,31.2,8.8,3.4,3.1,11.282051282051285,4.3589743589743595,3.9743589743589745,28.35,34.04,5.689999999999998,G,6-3,205.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/jefferson-de-la-cruz-monegro-1.html,https://www.sports-reference.com/cbb/players/jefferson-de-la-cruz-monegro-1.html
Howie Fleming,Mountain West,Texas–Rio Grande Valley,Southland,D1,UNLV,2025-26,2.98,1.7843791509793496,-1.1956208490206504,1.1956208490206504,31,26.6,12.3,6.4,2.4,18.496240601503757,9.62406015037594,3.6090225563909777,26.63,37.82,11.19,G,6-5,190.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/howard-flemingjr-1.html,https://www.sports-reference.com/cbb/players/howard-flemingjr-1.html
Noah Amenhauser,WCC,Coastal Carolina,Sun Belt,D1,Oregon State,2025-26,-1.03,0.1472414375179838,1.1772414375179838,1.1772414375179838,31,22.3,10.8,6.0,0.8,19.37219730941704,10.762331838565022,1.4349775784753362,29.29,35.95,6.660000000000004,C,7-0,250.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/noah-amenhauser-1.html,https://www.sports-reference.com/cbb/players/noah-amenhauser-1.html
Dominic Parolin,Mountain West,Lehigh,Patriot,D1,Boise State,2025-26,2.6,1.4446414138377242,-1.155358586162276,1.155358586162276,28,25.2,11.5,6.3,1.6,18.253968253968253,10.0,2.5396825396825395,23.98,37.82,13.84,F,6-8,230.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/dominic-parolin-1.html,https://www.sports-reference.com/cbb/players/dominic-parolin-1.html
Marcus Williams,WCC,Texas A&M,SEC,D1,San Francisco,2022-23,2.3,3.440525177007662,1.140525177007662,1.140525177007662,27,24.5,7.9,2.2,3.4,12.89795918367347,3.5918367346938775,5.551020408163265,43.14,36.74,-6.399999999999999,G,6-2,180.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/marcus-williams-24.html,https://www.sports-reference.com/cbb/players/marcus-williams-24.html
Alden Applewhite,WCC,Mississippi State,SEC,D1,Portland,2022-23,0.89,-0.2392252191345775,-1.1292252191345775,1.1292252191345775,2,3.5,1.0,2.0,0.0,11.428571428571429,22.857142857142858,0.0,43.14,36.74,-6.399999999999999,F,6-7,200.0,Limited target-conference role,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/alden-applewhite-1.html,https://www.sports-reference.com/cbb/players/alden-applewhite-1.html
Pavle Stosic,WCC,Gonzaga,WCC,D1,Pepperdine,2025-26,-0.74,0.3851606341752113,1.1251606341752114,1.1251606341752114,14,3.4,1.0,0.8,0.1,11.764705882352942,9.411764705882351,1.1764705882352942,34.66,35.95,1.2900000000000065,F,6-9,215.0,Limited target-conference role,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/pavle-stosic-1.html,https://www.sports-reference.com/cbb/players/pavle-stosic-1.html
Deyton Albury,Mountain West,Utah State,MWC,D1,New Mexico,2025-26,4.14,3.0208962454949058,-1.119103754505094,1.119103754505094,34,18.8,7.8,2.5,1.7,16.595744680851062,5.319148936170213,3.617021276595744,37.82,37.82,0.0,G,6-2,190.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/deyton-albury-1.html,https://www.sports-reference.com/cbb/players/deyton-albury-1.html
Petar Majstorović,Big West,Syracuse,ACC,D1,Long Beach State,2025-26,2.52,1.4086069531939125,-1.1113930468060875,1.1113930468060875,31,13.3,2.6,3.2,0.7,7.819548872180451,9.62406015037594,2.1052631578947367,40.65,29.37,-11.279999999999998,F,80.0,215.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/schools/syracuse/men/2025.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Ben Shtolzberg,Big West,Creighton,Big East,D1,UC Santa Barbara,2023-24,-1.07,0.0313068071371975,1.1013068071371976,1.1013068071371976,17,5.8,1.5,0.9,0.6,10.344827586206897,6.206896551724138,4.137931034482759,42.46,29.59,-12.87,G,76.0,196.0,Limited target-conference role,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/schools/creighton/men/2023.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2024.html
Josh O'Garro,Big West,Texas State,Sun Belt,D1,Cal State Northridge,2025-26,1.64,0.5515999067783834,-1.0884000932216165,1.0884000932216165,32,30.1,9.6,7.0,1.6,12.757475083056478,9.302325581395348,2.1262458471760795,29.29,29.37,0.0800000000000018,G,78.0,175.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/schools/texas-state/men/2025.html,https://gomatadors.com/sports/mens-basketball/stats/2025-26
Micah Parrish,Mountain West,Oakland,Horizon,D1,San Diego State,2022-23,3.33,2.2480375564495976,-1.0819624435504025,1.0819624435504025,30,34.3,12.1,6.0,1.4,14.110787172011664,6.997084548104957,1.6326530612244898,26.18,38.01,11.829999999999998,F,6-6,180.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/micah-parrish-1.html,https://www.sports-reference.com/cbb/players/micah-parrish-1.html
Toneari Lane,WCC,Georgia State,Sun Belt,D1,San Diego,2025-26,-0.47,0.5937105617162421,1.063710561716242,1.063710561716242,33,35.1,13.8,2.9,1.6,15.726495726495726,3.304843304843305,1.8233618233618232,29.29,35.95,6.660000000000004,G,6-5,210.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/toneari-lane-1.html,https://www.sports-reference.com/cbb/players/toneari-lane-1.html
Will Johnston,Atlantic 10,Loyola Marymount,WCC,D1,Richmond,2025-26,0.95,1.995863555366169,1.045863555366169,1.045863555366169,32,28.8,11.9,2.2,3.2,16.52777777777778,3.0555555555555554,4.444444444444445,36.22,34.66,-1.5600000000000025,G,6-3,180.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/will-johnston-2.html,https://www.sports-reference.com/cbb/players/will-johnston-2.html
Tyrell Roberts,WCC,Washington State,Pac-12,D1,San Francisco,2022-23,3.78,2.7363718993320116,-1.0436281006679882,1.0436281006679882,36,29.3,11.4,2.6,2.0,15.563139931740611,3.5494880546075085,2.73037542662116,40.79,36.74,-4.049999999999997,G,5-11,170.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/tyrell-roberts-1.html,https://www.sports-reference.com/cbb/players/tyrell-roberts-1.html
Jaden Henderson,Big West,Concordia Irvine,PacWest,D2,Cal State Fullerton,2025-26,-0.54,0.4974200999748145,1.0374200999748149,1.0374200999748149,28,32.214285714285715,15.964285714285714,4.178571428571429,2.392857142857143,19.82261640798226,5.188470066518848,2.971175166297117,12.92,29.37,16.450000000000003,G,75.0,185.0,Limited target-conference role,,,https://cuigoldeneagles.com/sports/mens-basketball/stats/2024-25,https://www.sports-reference.com/cbb/players/jaden-henderson-1.html
Donovan Oday,Big West,McNeese,Southland,D1,Cal State Fullerton,2023-24,1.22,0.1846292616650431,-1.0353707383349569,1.0353707383349569,34,16.6,4.9,2.1,1.2,11.80722891566265,5.0602409638554215,2.8915662650602405,22.43,29.59,7.16,G,74.0,195.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/schools/mcneese-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2024.html
Nordin Kapić,Big West,Lynn,SSC,D2,UC San Diego,2024-25,2.21,1.175814816073434,-1.034185183926566,1.034185183926566,27,31.40740740740741,19.25925925925926,9.185185185185183,2.111111111111111,24.528301886792455,11.698113207547168,2.688679245283019,16.53,30.41,13.88,F,80.0,240.0,Target-conference starter/plus rotation,,,https://lynnfightingknights.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/nordin-kapic-1.html
Josiah Davis,Big West,Niagara,MAAC,D1,Cal State Northridge,2025-26,0.53,-0.4986260388641581,-1.0286260388641582,1.0286260388641582,22,27.8,9.4,3.5,3.1,13.525179856115107,5.0359712230215825,4.460431654676259,25.17,29.37,4.199999999999999,G,75.0,190.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/schools/niagara/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2026.html
Will Johnston,WCC,Texas–Rio Grande Valley,WAC,D1,Loyola Marymount,2023-24,2.13,1.107626037292311,-1.0223739627076889,1.0223739627076889,31,32.0,14.5,2.2,3.6,18.125,2.75,4.5,33.13,34.66,1.529999999999994,G,6-3,180.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/will-johnston-2.html,https://www.sports-reference.com/cbb/players/will-johnston-2.html
Tre Dinkins,Atlantic 10,Duquesne,A-10,D1,George Washington,2025-26,2.45,1.4349242200887324,-1.0150757799112675,1.0150757799112675,32,29.2,12.9,2.3,3.1,17.671232876712327,3.1506849315068495,4.2465753424657535,34.66,34.66,0.0,G,6-2,190.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/tre-dinkins-1.html,https://www.sports-reference.com/cbb/players/tre-dinkins-1.html
Justin Rochelin,Big West,Oregon State,PAC 12,D1,UC San Diego,2024-25,1.92,0.9105453664908728,-1.0094546335091272,1.0094546335091272,27,10.9,2.1,1.7,0.4,7.706422018348624,6.238532110091743,1.4678899082568806,41.26,30.41,-10.849999999999998,G,77.0,190.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/schools/oregon-state/men/2024.html,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2025.html
Dexter Akanno,Mountain West,Oregon State,Pac-12,D1,Utah State,2024-25,2.32,1.3162002956814451,-1.0037997043185547,1.0037997043185547,30,28.7,10.9,2.9,1.3,15.19163763066202,4.041811846689895,1.8118466898954704,41.26,37.82,-3.4399999999999977,G,6-4,210.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/dexter-akanno-1.html,https://www.sports-reference.com/cbb/players/dexter-akanno-1.html
Leland Walker,American,Eastern Kentucky,A-Sun,D1,Florida Atlantic,2024-25,1.43,2.418631057572182,0.9886310575721822,0.9886310575721822,31,28.4,15.4,2.7,4.1,21.690140845070424,3.802816901408451,5.774647887323944,27.08,34.55,7.469999999999999,G,6-1,185.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/leland-walker-1.html,https://www.sports-reference.com/cbb/players/leland-walker-1.html
Sam Brown,Atlantic 10,Pennsylvania,Ivy,D1,Davidson,2025-26,1.08,2.0680781121200456,0.9880781121200456,0.9880781121200456,27,33.0,13.9,3.3,2.3,16.848484848484848,4.0,2.787878787878788,30.87,34.66,3.789999999999995,G,6-3,180.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/players/sam-brown-4.html,https://www.sports-reference.com/cbb/players/sam-brown-4.html
Isaiah Lewis,Big West,Little Rock,Ohio Valley,D1,Long Beach State,2025-26,-0.21,0.7726499678029168,0.9826499678029168,0.9826499678029168,33,31.1,9.4,3.6,3.0,12.090032154340836,4.630225080385852,3.858520900321543,24.35,29.37,5.02,G,75.0,165.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/schools/arkansas-little-rock/men/2025.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Harrison Carrington,Big West,Colorado,Big XII,D1,UC Irvine,2025-26,0.59,1.5607119514786945,0.9707119514786944,0.9707119514786944,30,8.9,3.1,1.2,0.2,13.932584269662922,5.393258426966292,0.898876404494382,45.35,29.37,-15.98,G,79.0,195.0,Target-conference rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/schools/colorado/men/2025.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2026.html
Josh Uduje,Mountain West,Utah State,MWC,D1,San Jose State,2024-25,1.68,2.6467796563248727,0.9667796563248728,0.9667796563248728,35,24.0,8.7,2.5,0.9,14.5,4.166666666666667,1.5,38.07,37.82,-0.25,G,6-5,175.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/josh-uduje-1.html,https://www.sports-reference.com/cbb/players/josh-uduje-1.html
Roddie Anderson,Mountain West,UC San Diego,Big West,D1,Boise State,2023-24,0.63,1.5921824385909955,0.9621824385909956,0.9621824385909956,30,31.3,13.1,3.8,3.6,16.741214057507985,4.856230031948882,4.600638977635783,29.79,38.07,8.280000000000001,G,6-2,190.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/roddie-anderson-iii-1.html,https://www.sports-reference.com/cbb/players/roddie-anderson-iii-1.html
Luka Tarlać,Big West,Utah,PAC 12,D1,Cal Poly,2024-25,-1.73,-0.7712604899636537,0.9587395100363464,0.9587395100363464,20,5.4,0.6,0.9,0.3,4.444444444444444,6.666666666666666,2.222222222222222,41.26,30.41,-10.849999999999998,G,79.0,211.0,Limited target-conference role,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/schools/utah/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2025.html
Gianni Hunt,Big West,Sacramento State,Big Sky,D1,Cal State Northridge,2023-24,-0.46,0.4878529789427642,0.9478529789427644,0.9478529789427644,32,27.8,6.9,3.0,3.3,9.928057553956837,4.316546762589928,4.748201438848921,29.15,29.59,0.4400000000000013,G,76.0,190.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/schools/sacramento-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html
Luke Turner,Big West,Wofford,Southern,D1,UC Riverside,2022-23,0.81,-0.1251989726566135,-0.9351989726566136,0.9351989726566136,29,10.9,2.9,1.5,0.7,10.642201834862384,5.504587155963303,2.568807339449541,31.55,29.79,-1.7600000000000016,F,79.0,195.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/schools/wofford/men/2022.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html
Jared Coleman-Jones,Mountain West,Middle Tennessee,CUSA,D1,San Diego State,2024-25,1.19,2.1226631739651065,0.9326631739651066,0.9326631739651066,33,28.1,11.0,7.6,2.3,15.658362989323845,10.81850533807829,3.274021352313167,32.24,37.82,5.579999999999998,F,6-10,240.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/players/jared-coleman-jones-1.html,https://www.sports-reference.com/cbb/players/jared-coleman-jones-1.html
Marcus Tsohonis,Big West,VCU,Atlantic 10,D1,Long Beach State,2022-23,-1.13,-0.1979977263670713,0.9320022736329284,0.9320022736329284,29,14.4,5.1,1.7,1.1,14.166666666666666,4.722222222222222,3.0555555555555554,35.45,29.79,-5.660000000000004,G,75.0,190.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/schools/virginia-commonwealth/men/2022.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2023.html
Bailey Nunn,Big West,Sacramento State,Big Sky,D1,Cal State Fullerton,2025-26,0.17,1.1017769359634244,0.9317769359634244,0.9317769359634244,30,29.1,6.5,2.4,3.6,8.934707903780069,3.2989690721649483,4.948453608247423,28.35,29.37,1.0199999999999996,G,69.0,160.0,Limited target-conference role,,,https://www.sports-reference.com/cbb/schools/sacramento-state/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2026.html
Marcus Wilson,Big West,Washington State,West Coast,D1,UC Davis,2025-26,1.54,0.6147871851425925,-0.9252128148574076,0.9252128148574076,4,7.5,1.5,0.8,0.5,8.0,4.266666666666667,2.6666666666666665,36.22,29.37,-6.849999999999998,G,75.0,180.0,Target-conference starter/plus rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/schools/washington-state/men/2025.html,https://www.sports-reference.com/cbb/schools/california-davis/men/2026.html
Xavier DuSell,Mountain West,Fresno State,MWC,D1,Nevada,2024-25,1.06,1.9651282956008669,0.9051282956008668,0.9051282956008668,33,32.2,11.5,2.1,0.5,14.285714285714285,2.6086956521739126,0.6211180124223602,38.07,37.82,-0.25,G,6-4,190.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/xavier-dusell-1.html,https://www.sports-reference.com/cbb/players/xavier-dusell-1.html
Jamal Mashburn,American,New Mexico,MWC,D1,Temple,2024-25,1.03,0.1379944910078868,-0.8920055089921132,0.8920055089921132,28,29.5,14.1,2.1,1.5,19.11864406779661,2.847457627118644,2.0338983050847457,38.07,34.55,-3.520000000000003,G,6-2,175.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/jamal-mashburnjr-1.html,https://www.sports-reference.com/cbb/players/jamal-mashburnjr-1.html
Khalid Moore,Atlantic 10,Georgia Tech,ACC,D1,Fordham,2022-23,2.89,1.9993571730506103,-0.8906428269493896,0.8906428269493896,32,23.9,5.2,3.4,0.7,8.702928870292888,5.6903765690376575,1.171548117154812,41.67,34.48,-7.190000000000005,F,6-7,200.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/khalid-moore-1.html,https://www.sports-reference.com/cbb/players/khalid-moore-1.html
Jefferson De La Cruz Monegro,Big West,Valparaiso,Missouri Valley,D1,Cal State Fullerton,2025-26,1.56,0.6854551146339369,-0.8745448853660631,0.8745448853660631,34,29.0,10.1,2.8,1.6,13.93103448275862,3.8620689655172415,2.206896551724138,34.04,29.37,-4.669999999999998,G,75.0,185.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/schools/valparaiso/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2026.html
Kenny Pohto,Big West,Wichita State,American,D1,UC Santa Barbara,2024-25,2.18,1.3223327890741687,-0.8576672109258314,0.8576672109258314,34,22.4,8.8,5.9,1.2,15.714285714285715,10.535714285714286,2.142857142857143,35.59,30.41,-5.180000000000003,F,83.0,235.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/schools/wichita-state/men/2024.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Andrei Savrasov,Atlantic 10,Georgia Southern,Sun Belt,D1,Duquesne,2023-24,2.16,1.3126901399464035,-0.8473098600535964,0.8473098600535964,29,30.4,14.3,7.3,1.2,18.815789473684212,9.605263157894738,1.5789473684210529,29.73,35.42,5.690000000000001,F,6-7,225.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/andrei-savrasov-1.html,https://www.sports-reference.com/cbb/players/andrei-savrasov-1.html
Posh Alexander,Atlantic 10,Butler,Big East,D1,Dayton,2024-25,3.48,4.326376031989942,0.846376031989942,0.846376031989942,32,31.9,11.3,4.6,4.9,14.169278996865204,5.768025078369906,6.144200626959248,43.06,34.66,-8.400000000000006,G,6-0,205.0,Target-conference rotation,,,https://www.sports-reference.com/cbb/players/posh-alexander-1.html,https://www.sports-reference.com/cbb/players/posh-alexander-1.html
Landon Seaman,Big West,Menlo,PacWest,D2,Cal State Fullerton,2025-26,0.67,1.5127078798297129,0.8427078798297126,0.8427078798297126,26,33.11538461538461,19.807692307692307,7.153846153846154,2.0,23.925667828106853,8.641114982578399,2.415795586527294,12.92,29.37,16.450000000000003,F,81.0,0.0,Target-conference rotation,,,https://menloathletics.com/sports/mens-basketball/stats/2024-25,https://www.sports-reference.com/cbb/players/landon-seaman-1.html
Dez White,Missouri Valley,Austin Peay,A-Sun,D1,Missouri State,2024-25,1.71,0.8705393026000277,-0.8394606973999723,0.8394606973999723,35,32.1,7.9,3.1,1.0,9.84423676012461,3.8629283489096577,1.2461059190031152,27.08,34.04,6.960000000000001,G,6-2,176.0,Target-conference impact starter,,,https://www.sports-reference.com/cbb/players/dez-white-1.html,https://www.sports-reference.com/cbb/players/dez-white-1.html
Ashton Hardaway,American,St. Mary's (CA),WCC,D1,Memphis,2025-26,0.28,1.115760241787259,0.8357602417872589,0.8357602417872589,33,9.5,2.1,1.2,0.4,8.842105263157896,5.052631578947368,1.6842105263157894,36.22,34.55,-1.6700000000000017,F,6-8,210.0,Target-conference rotation,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html
Stefan Todorovic,WCC,San Francisco,WCC,D1,Pepperdine,2024-25,1.62,0.7901806860923791,-0.829819313907621,0.829819313907621,22,9.7,3.8,1.5,0.4,15.670103092783506,6.185567010309279,1.6494845360824744,34.66,36.22,1.5600000000000025,F,6-8,190.0,Target-conference impact starter,low_source_minutes,low_source_minutes,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html
Myles Che,Big West,Chattanooga,Southern,D1,UC Irvine,2024-25,1.17,0.3531033315726692,-0.8168966684273307,0.8168966684273307,28,19.4,7.5,2.4,1.9,15.463917525773198,4.948453608247423,3.9175257731958766,30.14,30.41,0.2699999999999996,G,75.0,190.0,Target-conference starter/plus rotation,,,https://www.sports-reference.com/cbb/schools/chattanooga/men/2024.html,https://www.sports-reference.com/cbb/schools/california-irvine/men/2025.html
