target_conference,player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_source,position,height_in,weight_lbs,source_conf_power,source_conf_power_method,destination_conf_power,destination_conf_power_method,conf_power_delta,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_ts_pct,source_three_rate,source_ft_rate,source_per,source_usg_pct,source_ws,source_bpm,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,big_west_games,big_west_games_started,big_west_mpg,big_west_minutes,big_west_minutes_share,big_west_ppg,big_west_rpg,big_west_apg,big_west_spg,big_west_bpg,big_west_topg,big_west_ts_pct,big_west_per,big_west_usg_pct,big_west_ws,big_west_ws_per_40,big_west_bpm,big_west_porpag,production_score,impact_score,outcome_tier,source_url,outcome_url,target_evanmiya_match_method,target_evanmiya_player_name,target_evanmiya_team,target_evanmiya_rank,target_evanmiya_obpr,target_evanmiya_dbpr,target_evanmiya_bpr,target_evanmiya_poss,target_evanmiya_box_obpr,target_evanmiya_box_dbpr,target_evanmiya_box_bpr,target_evanmiya_adj_team_off_eff,target_evanmiya_adj_team_def_eff,target_evanmiya_adj_team_eff_margin,target_evanmiya_plus_minus,big_west_bpr,big_west_obpr,big_west_dbpr,big_west_bpr_poss
WCC,Stefan Todorovic,stefan todorovic,San Francisco,san-francisco,WCC,D1,Pepperdine,pepperdine,2024-25,2023-24,target_conference_common_box,F,6-8,190.0,34.66,exact,36.22,exact,1.5600000000000025,22,9.7,0.2425,3.8,1.5,0.4,0.3,0.0,0.4,0.4,0.289,0.882,0.493,,,,,,,,15.670103092783506,6.185567010309279,1.6494845360824744,1.2371134020618555,0.0,1.6494845360824744,35,35,34.3,1200.5,0.8574999999999999,18.3,5.5,2.1,1.0,0.1,2.2,0.5687468920934858,17.9,27.1,3.2,0.106,1.6,,23.289999999999996,90.514440433213,Target-conference impact starter,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,exact_name_team,Stefan Todorovic,Pepperdine,1074.0,2.2,-0.58,1.62,2041.0,2.28,0.32,2.6,109.0,107.1,1.9,-105.0,1.62,2.2,-0.58,2041.0
WCC,Zion Bethea,zion bethea,Delaware,delaware,CAA,D1,Pepperdine,pepperdine,2024-25,2023-24,target_conference_common_box,G,6-3,205.0,29.14,exact,36.22,exact,7.079999999999998,3,14.3,0.3575,2.7,1.3,0.3,0.0,0.0,0.7,0.231,0.25,0.0,0.308,,,,,,,,7.552447552447552,3.636363636363636,0.8391608391608392,0.0,0.0,1.958041958041958,30,13,21.6,648.0,0.54,7.4,2.9,0.7,1.2,0.1,0.8,0.4901960784313726,11.2,19.7,0.8,0.049,-2.2,,10.43,41.25451263537906,Limited target-conference role,https://www.sports-reference.com/cbb/players/zion-bethea-1.html,https://www.sports-reference.com/cbb/players/zion-bethea-1.html,exact_name_team,Zion Bethea,Pepperdine,2906.0,-1.72,-1.83,-3.55,1078.0,-1.55,0.19,-1.35,104.0,112.7,-8.7,-138.0,-3.55,-1.72,-1.83,1078.0
WCC,Aaron Clark,aaron clark,Wake Forest,wake-forest,ACC,D1,Pepperdine,pepperdine,2025-26,2023-24,target_conference_common_box,G,6-6,195.0,41.65,exact,35.95,exact,-5.699999999999996,7,4.6,0.1149999999999999,0.0,0.1,0.1,0.6,0.3,0.1,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.8695652173913044,0.8695652173913044,5.217391304347826,2.608695652173913,0.8695652173913044,32,26,32.3,1033.6,0.8074999999999999,15.3,3.4,2.7,1.2,0.1,2.8,0.5502013808975834,14.4,25.9,1.5,0.058,-0.8,,19.08,71.84115523465704,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/aaron-clark-1.html,https://www.sports-reference.com/cbb/players/aaron-clark-1.html,exact_name_team,Aaron Clark,Pepperdine,1658.0,0.9,-0.61,0.29,1714.0,1.26,0.01,1.27,101.5,112.7,-11.2,-187.0,0.29,0.9,-0.61,1714.0
WCC,Javon Cooley,javon cooley,Marist,marist,MAAC,D1,Pepperdine,pepperdine,2025-26,2023-24,target_conference_common_box,F,6-5,185.0,26.62,exact,35.95,exact,9.330000000000002,31,24.8,0.62,7.5,4.2,0.6,0.9,0.5,0.9,0.542,0.475,0.854,0.676,,,,,,,,12.096774193548386,6.774193548387097,0.9677419354838708,1.4516129032258065,0.8064516129032258,1.4516129032258065,32,27,30.2,966.4,0.755,11.4,4.7,1.1,1.0,0.3,1.4,0.5367231638418078,13.0,20.1,1.6,0.067,-1.1,,15.670000000000002,65.84837545126354,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/javon-cooley-1.html,https://www.sports-reference.com/cbb/players/javon-cooley-1.html,exact_name_team,Javon Cooley,Pepperdine,2024.0,0.16,-0.67,-0.51,1578.0,0.53,0.36,0.89,100.1,114.3,-14.1,-226.0,-0.51,0.16,-0.67,1578.0
WCC,Pavle Stosic,pavle stosic,Gonzaga,gonzaga,WCC,D1,Pepperdine,pepperdine,2025-26,2023-24,target_conference_common_box,F,6-9,215.0,34.66,exact,35.95,exact,1.2900000000000065,14,3.4,0.0849999999999999,1.0,0.8,0.1,0.1,0.2,0.4,0.375,0.0,0.5,0.375,,,,,,,,11.764705882352942,9.411764705882351,1.1764705882352942,1.1764705882352942,2.3529411764705883,4.705882352941177,31,12,16.2,502.2,0.4049999999999999,3.6,3.8,0.7,0.4,0.5,0.6,0.5022321428571429,12.1,13.0,0.8,0.065,-3.0,,7.08,26.949458483754515,Limited target-conference role,https://www.sports-reference.com/cbb/players/pavle-stosic-1.html,https://www.sports-reference.com/cbb/players/pavle-stosic-1.html,exact_name_team,Pavle Stosic,Pepperdine,2134.0,-0.88,0.14,-0.74,831.0,-0.84,-0.38,-1.22,101.5,107.7,-6.2,-51.0,-0.74,-0.88,0.14,831.0
WCC,Preston Phillips,preston phillips,Evansville,evansville,MVC,D1,Pepperdine,pepperdine,2025-26,2022-23,target_conference_common_box,F,6-8,190.0,31.81,exact,35.95,exact,4.140000000000004,31,19.5,0.4875,3.9,3.7,1.0,0.7,0.5,1.0,0.542,0.346,0.59,0.596,,,,,,,,8.0,7.589743589743589,2.051282051282051,1.435897435897436,1.0256410256410255,2.051282051282051,3,0,11.7,35.099999999999994,0.2925,0.7,2.7,0.7,0.7,0.3,0.7,0.5,8.5,5.7,0.0,0.037,0.8,,3.4299999999999993,24.89169675090253,Limited target-conference role,https://www.sports-reference.com/cbb/players/preston-phillips-2.html,https://www.sports-reference.com/cbb/players/preston-phillips-2.html,missing,,,,,,,,,,,,,,,,,,
WCC,Stefan Cicic,stefan cicic,Tulane,tulane,AAC,D1,Pepperdine,pepperdine,2025-26,2024-25,target_conference_common_box,C,7-0,260.0,34.55,exact,35.95,exact,1.4000000000000057,3,1.3,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32,5,12.4,396.8,0.31,4.5,2.6,0.3,0.3,0.8,0.8,0.5664652567975831,15.2,19.5,0.6,0.061,-3.2,,6.8999999999999995,22.048736462093864,Limited target-conference role,https://www.sports-reference.com/cbb/players/stefan-cicic-1.html,https://www.sports-reference.com/cbb/players/stefan-cicic-1.html,exact_name_team,Stefan Cicic,Pepperdine,2840.0,-2.41,-0.7,-3.11,678.0,-1.65,0.21,-1.44,95.4,114.7,-19.3,-135.0,-3.11,-2.41,-0.7,678.0
WCC,Styles Phipps,styles phipps,Grand Canyon,grand-canyon,WAC,D1,Pepperdine,pepperdine,2025-26,2024-25,target_conference_common_box,G,6-2,190.0,30.37,exact,35.95,exact,5.580000000000002,20,7.9,0.1975,2.1,1.2,1.1,0.8,0.0,0.7,0.452,0.143,0.6,0.468,,,,,,,,10.632911392405065,6.075949367088607,5.5696202531645564,4.0506329113924044,0.0,3.5443037974683542,32,32,34.0,1088.0,0.85,13.4,5.9,5.2,1.5,0.2,2.8,0.5293931731984829,16.7,23.0,2.4,0.087,0.7,,20.960000000000004,84.4494584837545,Target-conference impact starter,https://www.sports-reference.com/cbb/players/styles-phipps-1.html,https://www.sports-reference.com/cbb/players/styles-phipps-1.html,exact_name_team,Styles Phipps,Pepperdine,1036.0,1.63,0.14,1.76,1800.0,2.81,0.96,3.77,99.8,112.2,-12.3,-203.0,1.76,1.63,0.14,1800.0
WCC,Yonatan Levy,yonatan levy,Green Bay,green-bay,Horizon,D1,Pepperdine,pepperdine,2025-26,2024-25,target_conference_common_box,F,6-9,250.0,28.35,exact,35.95,exact,7.600000000000001,13,23.9,0.5974999999999999,7.8,6.1,2.6,0.9,0.5,2.4,0.373,0.318,0.864,0.407,,,,,,,,13.054393305439332,10.209205020920503,4.351464435146444,1.5062761506276152,0.8368200836820084,4.01673640167364,32,28,20.4,652.8,0.51,5.2,4.2,1.7,0.8,0.2,1.4,0.5565068493150686,11.2,15.0,0.9,0.058,-2.7,,9.330000000000002,37.49097472924188,Limited target-conference role,https://www.sports-reference.com/cbb/players/yonatan-levy-1.html,https://www.sports-reference.com/cbb/players/yonatan-levy-1.html,exact_name_team,Yonatan Levy,Pepperdine,2029.0,-0.59,0.07,-0.52,1062.0,-0.15,0.75,0.6,101.9,112.7,-10.8,-128.0,-0.52,-0.59,0.07,1062.0
WCC,Alden Applewhite,alden applewhite,Mississippi State,mississippi-state,SEC,D1,Portland,portland,2022-23,2021-22,target_conference_common_box,F,6-7,200.0,43.14,exact,36.74,exact,-6.399999999999999,2,3.5,0.0875,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,,,,,,,,11.428571428571429,22.857142857142858,0.0,0.0,0.0,5.714285714285714,32,5,17.5,560.0,0.4375,7.7,2.9,1.2,0.7,0.1,1.4,0.586890243902439,15.7,23.4,1.4,0.1,0.5,,10.43,46.08303249097473,Target-conference rotation,https://www.sports-reference.com/cbb/players/alden-applewhite-1.html,https://www.sports-reference.com/cbb/players/alden-applewhite-1.html,exact_name_team,Alden Applewhite,Portland,1336.0,0.41,0.48,0.89,960.0,0.09,0.83,0.92,108.0,102.7,5.3,-27.0,0.89,0.41,0.48,960.0
WCC,Joey St. Pierre,joey st pierre,Milwaukee,milwaukee,Horizon,D1,Portland,portland,2022-23,2021-22,target_conference_common_box,C,6-10,275.0,26.18,exact,36.74,exact,10.560000000000002,31,23.7,0.5925,6.3,5.7,0.8,0.4,1.4,1.5,0.59,0.0,0.481,0.59,,,,,,,,10.632911392405065,9.620253164556962,1.350210970464135,0.6751054852320675,2.3628691983122363,2.5316455696202533,20,9,9.2,184.0,0.2299999999999999,3.2,2.0,0.1,0.2,0.3,0.8,0.54421768707483,10.8,20.5,0.2,0.042,-6.0,,4.619999999999999,11.01985559566787,Limited target-conference role,https://www.sports-reference.com/cbb/players/joey-stpierre-1.html,https://www.sports-reference.com/cbb/players/joey-stpierre-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Wyatt Lowell,wyatt lowell,Brigham Young,brigham-young,WCC,D1,Portland,portland,2022-23,2020-21,target_conference_common_box,F,6-10,205.0,35.65,exact,36.74,exact,1.0900000000000034,7,6.3,0.1575,2.0,1.1,0.1,0.0,0.0,0.1,0.286,0.25,0.75,0.393,,,,,,,,12.6984126984127,6.984126984126984,0.6349206349206349,0.0,0.0,0.6349206349206349,13,0,8.2,106.6,0.205,4.2,1.5,0.7,0.5,0.0,0.2,0.5687973997833152,19.7,24.8,0.4,0.147,-3.4,,5.99,15.045126353790614,Limited target-conference role,https://www.sports-reference.com/cbb/players/wyatt-lowell-1.html,https://www.sports-reference.com/cbb/players/wyatt-lowell-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Alimamy Koroma,alimamy koroma,Cal Poly,cal-poly,Big West,D1,Portland,portland,2023-24,2022-23,target_conference_common_box,F,6-8,220.0,29.79,exact,34.66,exact,4.869999999999997,33,26.0,0.65,10.8,4.3,0.4,0.4,0.9,1.8,0.479,0.306,0.771,0.507,,,,,,,,16.615384615384617,6.615384615384615,0.6153846153846154,0.6153846153846154,1.3846153846153846,2.769230769230769,12,5,18.6,223.2,0.465,9.7,4.2,0.7,0.3,0.6,1.5,0.6208397337429595,19.6,26.2,0.5,0.09,-3.2,,13.01,34.71119133574007,Limited target-conference role,https://www.sports-reference.com/cbb/players/alimamy-koroma-1.html,https://www.sports-reference.com/cbb/players/alimamy-koroma-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Yuto Yamanouchi,yuto yamanouchi,Lamar,lamar,Southland,D1,Portland,portland,2023-24,2022-23,target_conference_common_box,C,6-10,225.0,22.43,exact,34.66,exact,12.229999999999997,28,21.5,0.5375,6.9,7.1,0.3,0.2,0.8,1.2,0.407,0.167,0.753,0.413,,,,,,,,12.83720930232558,13.209302325581396,0.5581395348837209,0.3720930232558139,1.4883720930232558,2.2325581395348837,12,11,20.1,241.2,0.5025000000000001,8.6,5.2,0.6,0.2,0.8,1.3,0.5512820512820512,15.4,23.5,0.4,0.063,-2.1,,12.71,38.438628158844764,Limited target-conference role,https://www.sports-reference.com/cbb/players/yuto-yamanouchi-1.html,https://www.sports-reference.com/cbb/players/yuto-yamanouchi-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Jermaine Ballisager-Webb,jermaine ballisager webb,American,american,Patriot,D1,Portland,portland,2024-25,2023-24,target_conference_common_box,C,7-0,240.0,23.98,exact,36.22,exact,12.239999999999998,22,13.2,0.3299999999999999,7.4,3.8,0.4,0.1,0.2,1.2,0.581,0.0,0.625,0.581,,,,,,,,22.424242424242426,11.515151515151516,1.2121212121212122,0.303030303030303,0.6060606060606061,3.6363636363636367,29,8,10.3,298.70000000000005,0.2575,4.3,1.8,0.8,0.1,0.1,0.5,0.6971465629053177,17.7,17.9,0.9,0.124,0.7,,6.01,32.95126353790614,Limited target-conference role,https://www.sports-reference.com/cbb/players/jermaine-ballisager-webb-1.html,https://www.sports-reference.com/cbb/players/jermaine-ballisager-webb-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Max Mackinnon,max mackinnon,Elon,elon,CAA,D1,Portland,portland,2024-25,2023-24,target_conference_common_box,G,6-5,205.0,29.14,exact,36.22,exact,7.079999999999998,32,27.1,0.6775,12.1,4.8,2.6,0.8,0.2,2.1,0.45,0.364,0.702,0.527,,,,,,,,17.859778597785976,7.084870848708487,3.837638376383764,1.1808118081180812,0.2952029520295203,3.099630996309963,32,30,28.1,899.2,0.7025,14.5,4.8,3.2,0.7,0.3,2.3,0.5886651510230595,19.5,26.9,2.3,0.104,1.1,,19.65,75.71299638989169,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/max-mackinnon-1.html,https://www.sports-reference.com/cbb/players/max-mackinnon-1.html,exact_name_team,Max Mackinnon,Portland,960.0,2.25,-0.37,1.88,1478.0,2.73,0.09,2.83,105.4,109.4,-4.0,-147.0,1.88,2.25,-0.37,1478.0
WCC,Mezziah Oakman,mezziah oakman,UC Santa Barbara,uc-santa-barbara,Big West,D1,Portland,portland,2024-25,2023-24,target_conference_common_box,C,7-0,230.0,29.59,exact,36.22,exact,6.629999999999999,1,5.0,0.125,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,16.0,0.0,0.0,0.0,0.0,13,2,9.5,123.5,0.2375,4.4,1.5,0.5,0.4,0.4,0.5,0.686641697877653,20.4,20.7,0.4,0.129,-6.5,,6.11,13.709386281588449,Limited target-conference role,https://www.sports-reference.com/cbb/players/mezziah-oakman-1.html,https://www.sports-reference.com/cbb/players/mezziah-oakman-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,James O'Donnell,james o donnell,San Francisco,san-francisco,WCC,D1,Portland,portland,2025-26,2024-25,target_conference_common_box,F,6-9,230.0,36.22,exact,35.95,exact,-0.269999999999996,35,12.6,0.315,2.1,2.6,0.5,0.3,0.4,0.8,0.574,0.0,0.406,0.574,,,,,,,,6.666666666666667,8.253968253968255,1.5873015873015874,0.9523809523809524,1.2698412698412698,2.5396825396825395,34,23,22.4,761.5999999999999,0.5599999999999999,10.0,4.4,1.1,0.4,0.6,1.9,0.6582411795681937,16.5,21.4,1.8,0.095,-1.1,,13.6,54.88267148014441,Target-conference rotation,https://www.sports-reference.com/cbb/players/james-odonnell-2.html,https://www.sports-reference.com/cbb/players/james-odonnell-2.html,exact_name_team,James O'Donnell,Portland,1946.0,-0.71,0.37,-0.34,1233.0,0.19,0.25,0.45,100.0,108.2,-8.1,-128.0,-0.34,-0.71,0.37,1233.0
WCC,Matus Hronsky,matus hronsky,Duquesne,duquesne,A-10,D1,Portland,portland,2025-26,2024-25,target_conference_common_box,F,6-8,205.0,34.66,exact,35.95,exact,1.2900000000000065,32,17.0,0.425,5.2,1.9,0.9,0.6,0.1,0.8,0.369,0.353,0.75,0.484,,,,,,,,12.235294117647058,4.470588235294118,2.1176470588235294,1.411764705882353,0.2352941176470588,1.8823529411764703,31,21,18.3,567.3000000000001,0.4575,5.6,2.0,0.9,0.5,0.2,1.0,0.5275056518462697,9.2,17.1,0.6,0.041,-1.5,,7.619999999999999,32.81588447653429,Limited target-conference role,https://www.sports-reference.com/cbb/players/matus-hronsky-1.html,https://www.sports-reference.com/cbb/players/matus-hronsky-1.html,exact_name_team,Matus Hronsky,Portland,2304.0,-0.76,-0.43,-1.18,940.0,-1.12,-0.36,-1.47,101.6,108.6,-7.0,-59.0,-1.18,-0.76,-0.43,940.0
WCC,Riley Parker,riley parker,Saint Francis (PA),saint-francis-pa,NEC,D1,Portland,portland,2025-26,2024-25,target_conference_common_box,G,6-2,195.0,21.05,exact,35.95,exact,14.900000000000002,34,31.7,0.7925,13.4,3.5,3.3,0.9,0.1,2.5,0.481,0.396,0.851,0.575,,,,,,,,16.90851735015773,4.416403785488959,4.16403785488959,1.135646687697161,0.1261829652996845,3.1545741324921135,1,0,19.0,19.0,0.475,4.0,1.0,2.0,1.0,0.0,1.0,0.625,10.5,11.5,0.0,0.083,-1.5,,6.3,27.88808664259928,Limited target-conference role,https://www.sports-reference.com/cbb/players/riley-parker-1.html,https://www.sports-reference.com/cbb/players/riley-parker-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Ashton Hardaway,ashton hardaway,Memphis,memphis,AAC,D1,Saint Mary's,saint-mary-s,2024-25,2023-24,target_conference_common_box,F,6-8,210.0,35.59,exact,36.22,exact,0.6299999999999955,30,8.2,0.205,2.3,0.8,0.4,0.2,0.2,0.4,0.343,0.333,0.6,0.464,,,,,,,,11.219512195121952,3.902439024390244,1.951219512195122,0.9756097560975612,0.9756097560975612,1.951219512195122,33,0,9.5,313.5,0.2375,2.1,1.2,0.4,0.3,0.2,0.3,0.4825367647058823,10.1,13.1,1.0,0.126,2.9,,3.42,34.96389891696751,Limited target-conference role,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Paulius Murauskas,paulius murauskas,Arizona,arizona,Pac-12,D1,Saint Mary's,saint-mary-s,2024-25,2023-24,target_conference_common_box,F,6-8,225.0,41.26,exact,36.22,exact,-5.039999999999999,23,5.0,0.125,2.7,1.2,0.1,0.1,0.0,0.3,0.438,0.519,0.7,0.583,,,,,,,,21.6,9.6,0.8,0.8,0.0,2.4,35,35,26.9,941.5,0.6725,12.1,7.7,1.3,0.6,0.4,1.2,0.5397930049964311,20.5,24.0,4.6,0.197,5.7,,18.5,85.62274368231049,Target-conference impact starter,https://www.sports-reference.com/cbb/players/paulius-murauskas-1.html,https://www.sports-reference.com/cbb/players/paulius-murauskas-1.html,exact_name_team,Paulius Murauskas,Saint Mary's,277.0,2.46,2.12,4.58,1478.0,3.49,1.83,5.32,115.3,88.5,26.9,265.0,4.58,2.46,2.12,1478.0
WCC,Tony Duckett,tony duckett,San Diego,san-diego,WCC,D1,Saint Mary's,saint-mary-s,2025-26,2024-25,target_conference_common_box,G,6-5,185.0,36.22,exact,35.95,exact,-0.269999999999996,29,25.7,0.6425,10.4,2.0,1.9,0.7,0.3,1.2,0.386,0.338,0.873,0.428,,,,,,,,16.186770428015564,3.11284046692607,2.9571984435797667,1.0894941634241246,0.4669260700389105,1.867704280155642,22,0,6.7,147.4,0.1675,3.1,0.5,0.4,0.3,0.3,0.4,0.5567528735632185,16.1,24.7,0.6,0.172,2.6,,3.95,30.469314079422382,Limited target-conference role,https://www.sports-reference.com/cbb/players/tony-duckett-2.html,https://www.sports-reference.com/cbb/players/tony-duckett-2.html,missing,,,,,,,,,,,,,,,,,,
WCC,Deven Dahlke,deven dahlke,Drake,drake,MVC,D1,San Diego,san-diego,2022-23,2021-22,target_conference_common_box,G,6-2,185.0,34.14,exact,36.74,exact,2.6000000000000014,8,4.9,0.1225,1.3,0.5,0.1,0.3,0.0,0.1,0.4,0.25,0.5,0.45,,,,,,,,10.612244897959185,4.081632653061225,0.8163265306122448,2.4489795918367343,0.0,0.8163265306122448,21,5,11.2,235.2,0.2799999999999999,2.1,1.1,0.6,0.4,0.0,0.1,0.5028735632183908,8.8,10.2,0.3,0.048,-0.7,,3.52,21.886281588447655,Limited target-conference role,https://www.sports-reference.com/cbb/players/deven-dahlke-1.html,https://www.sports-reference.com/cbb/players/deven-dahlke-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Eric Williams,eric williams,Oregon,oregon,Pac-12,D1,San Diego,san-diego,2022-23,2021-22,target_conference_common_box,G,6-6,200.0,40.79,exact,36.74,exact,-4.049999999999997,33,26.8,0.67,8.4,4.6,1.2,1.1,0.1,1.2,0.376,0.351,0.679,0.451,,,,,,,,12.53731343283582,6.865671641791044,1.791044776119403,1.6417910447761193,0.1492537313432835,1.791044776119403,23,22,32.5,747.5,0.8125,14.6,9.3,2.3,1.3,0.3,2.3,0.5305232558139534,20.5,24.8,2.0,0.108,1.2,,22.69,83.05054151624549,Target-conference impact starter,https://www.sports-reference.com/cbb/players/eric-williamsjr-1.html,https://www.sports-reference.com/cbb/players/eric-williamsjr-1.html,suffix_insensitive_name_team,Eric Williams Jr.,San Diego,1252.0,1.52,-0.47,1.05,1286.0,1.87,0.72,2.59,106.9,109.7,-2.8,-91.0,1.05,1.52,-0.47,1286.0
WCC,Jaiden Delaire,jaiden delaire,Stanford,stanford,Pac-12,D1,San Diego,san-diego,2022-23,2021-22,target_conference_common_box,F,6-9,210.0,40.79,exact,36.74,exact,-4.049999999999997,32,23.6,0.5900000000000001,10.1,4.0,1.1,0.6,0.4,2.2,0.425,0.323,0.662,0.467,,,,,,,,17.11864406779661,6.779661016949152,1.8644067796610169,1.0169491525423728,0.6779661016949152,3.7288135593220337,12,10,27.1,325.20000000000005,0.6775,9.2,5.3,1.2,1.2,0.8,1.7,0.5187189896256201,14.3,19.5,0.4,0.055,-1.5,,14.3,51.36281588447653,Target-conference rotation,https://www.sports-reference.com/cbb/players/jaiden-delaire-1.html,https://www.sports-reference.com/cbb/players/jaiden-delaire-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Nic Lynch,nic lynch,Lehigh,lehigh,Patriot,D1,San Diego,san-diego,2022-23,2021-22,target_conference_common_box,C,6-11,250.0,25.2,exact,36.74,exact,11.540000000000004,32,21.0,0.525,9.7,4.4,0.6,0.1,0.4,1.1,0.519,0.459,0.87,0.584,,,,,,,,18.47619047619047,8.380952380952381,1.1428571428571428,0.1904761904761904,0.7619047619047619,2.0952380952380953,31,6,10.5,325.5,0.2625,3.5,1.6,0.3,0.0,0.2,0.3,0.5689206762028608,12.6,16.0,0.6,0.069,-1.0,,4.819999999999999,24.882671480144403,Limited target-conference role,https://www.sports-reference.com/cbb/players/nic-lynch-1.html,https://www.sports-reference.com/cbb/players/nic-lynch-1.html,exact_name_team,Nic Lynch,San Diego,2331.0,0.24,-1.59,-1.34,516.0,0.62,-0.98,-0.36,105.1,111.8,-6.7,-78.0,-1.34,0.24,-1.59,516.0
WCC,Seikou Sisoho Jawara,seikou sisoho jawara,Weber State,weber-state,Big Sky,D1,San Diego,san-diego,2022-23,2021-22,target_conference_common_box,G,6-3,195.0,27.4,exact,36.74,exact,9.340000000000003,33,34.2,0.8550000000000001,12.2,2.4,3.0,1.2,0.1,2.4,0.47,0.426,0.795,0.573,,,,,,,,14.269005847953215,2.807017543859649,3.508771929824561,1.4035087719298245,0.1169590643274853,2.807017543859649,27,23,29.4,793.8,0.735,10.6,2.6,2.8,0.9,0.1,2.2,0.5696474634565778,13.3,19.5,1.0,0.051,-1.3,,13.98,59.23285198555956,Target-conference rotation,https://www.sports-reference.com/cbb/players/seikou-sisohojawara-1.html,https://www.sports-reference.com/cbb/players/seikou-sisohojawara-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Colby Brooks,colby brooks,Gonzaga,gonzaga,WCC,D1,San Diego,san-diego,2024-25,2023-24,target_conference_common_box,F,6-7,210.0,34.66,exact,36.22,exact,1.5600000000000025,14,3.0,0.075,1.0,1.2,0.1,0.0,0.0,0.1,0.333,0.0,0.444,0.333,,,,,,,,13.333333333333334,16.0,1.3333333333333333,0.0,0.0,1.3333333333333333,23,2,6.7,154.1,0.1675,2.7,2.0,0.2,0.1,0.1,0.4,0.4948680351906158,15.5,22.9,0.3,0.067,-2.4,,4.18,14.359205776173289,Limited target-conference role,https://www.sports-reference.com/cbb/players/colby-brooks-1.html,https://www.sports-reference.com/cbb/players/colby-brooks-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Assane Diop,assane diop,Colorado,colorado,Big 12,D1,San Diego,san-diego,2025-26,2024-25,target_conference_common_box,F,6-10,210.0,45.35,exact,35.95,exact,-9.4,35,15.1,0.3775,3.8,3.7,0.8,0.3,0.1,1.1,0.389,0.2,0.791,0.416,,,,,,,,10.066225165562914,9.80132450331126,2.119205298013245,0.794701986754967,0.2649006622516556,2.913907284768212,29,19,18.7,542.3,0.4674999999999999,5.7,5.2,1.3,0.3,0.4,1.3,0.5704563650920738,14.2,17.0,1.2,0.087,-3.5,,10.09,36.01985559566787,Limited target-conference role,https://www.sports-reference.com/cbb/players/assane-diop-2.html,https://www.sports-reference.com/cbb/players/assane-diop-2.html,exact_name_team,Assane Diop,San Diego,2212.0,-0.75,-0.18,-0.93,828.0,-0.04,-0.26,-0.3,102.0,113.1,-11.1,-87.0,-0.93,-0.75,-0.18,828.0
WCC,Dominique Ford,dominique ford,Southern Utah,southern-utah,WAC,D1,San Diego,san-diego,2025-26,2024-25,target_conference_common_box,G,6-4,196.0,30.37,exact,35.95,exact,5.580000000000002,25,26.9,0.6725,14.5,2.8,1.4,1.0,0.1,1.5,0.419,0.32,0.896,0.503,,,,,,,,21.561338289962823,4.163568773234201,2.0817843866171004,1.4869888475836432,0.1486988847583643,2.2304832713754648,31,17,17.3,536.3000000000001,0.4325,5.6,2.2,0.8,1.0,0.0,0.7,0.5007153075822603,12.4,18.5,0.9,0.07,-2.8,,8.049999999999999,30.12635379061372,Limited target-conference role,https://www.sports-reference.com/cbb/players/dominique-ford-1.html,https://www.sports-reference.com/cbb/players/dominique-ford-1.html,exact_name_team,Dominique Ford,San Diego,2330.0,-0.16,-1.08,-1.24,860.0,-0.97,-0.5,-1.48,103.5,113.7,-10.2,-77.0,-1.24,-0.16,-1.08,860.0
