player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_source,position,height_in,weight_lbs,source_conf_power,destination_conf_power,conf_power_delta,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_ts_pct,source_three_rate,source_ft_rate,source_per,source_usg_pct,source_ws,source_bpm,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,big_west_games,big_west_games_started,big_west_mpg,big_west_minutes,big_west_minutes_share,big_west_ppg,big_west_rpg,big_west_apg,big_west_spg,big_west_bpg,big_west_topg,big_west_ts_pct,big_west_per,big_west_usg_pct,big_west_ws,big_west_ws_per_40,big_west_bpm,big_west_porpag,production_score,impact_score,outcome_tier,source_url,outcome_url
Marcus Greene,marcus-greene2,Houston Christian,houston-christian,Southland,D1,Hawaii,hawaii,2024-25,2023-24,sports_reference_source_school_cache,G,74.0,185.0,23.36,30.41,7.050000000000001,28,32.5,0.8125,15.1,3.6,3.0,1.0,0.2,2.4,0.451,0.427,0.786,0.544,0.5798771121351767,0.4358974358974359,0.25641025641025644,16.2,22.2,2.0,-1.4,18.584615384615386,4.430769230769231,3.6923076923076925,1.2307692307692308,0.24615384615384617,2.953846153846154,31,8,20.5,635.5,0.5125,7.3,1.7,1.5,0.4,0.1,1.3,0.49890650628758887,9.4,22.2,0.9,0.055,-2.8,0.646476,9.239999999999998,35.520833333333336,Limited Big West role,https://www.sports-reference.com/cbb/schools/houston-baptist/men/2024.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2025.html
Ben Griscti,benjamin-griscti,Incarnate Word,incarnate-word,Southland,D1,UC Riverside,uc-riverside,2023-24,2022-23,sports_reference_source_school_cache,C,83.0,220.0,22.43,29.59,7.16,31,14.5,0.3625,5.2,3.5,0.4,0.4,0.5,0.6,0.47,0.382,0.563,0.58,0.5752212389380532,0.5813953488372093,0.11627906976744186,16.4,18.0,1.3,-1.4,14.344827586206897,9.655172413793103,1.103448275862069,1.103448275862069,1.3793103448275863,1.6551724137931034,33,19,17.6,580.0,0.44000000000000006,7.757575757575758,3.303030303030303,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.6666666666666666,0.6252442360296991,0.0,0.0,0.0,0.0,0.0,,10.436363636363636,34.65277777777777,Limited Big West role,https://www.sports-reference.com/cbb/schools/incarnate-word/men/2023.html,https://gohighlanders.com/sports/mens-basketball/stats/2023-24
Modestas Kancleris,modestas-kancleris,Creighton,creighton,Big East,D1,Cal State Bakersfield,cal-state-bakersfield,2022-23,2021-22,sports_reference_source_school_cache,F,81.0,210.0,42.2,29.79,-12.410000000000004,14,2.4,0.06,0.2,0.5,0.1,0.2,0.1,0.1,0.0,0.0,0.5,0.0,0.1736111111111111,0.25,1.0,6.8,13.4,0.0,0.8,3.3333333333333335,8.333333333333334,1.6666666666666667,3.3333333333333335,1.6666666666666667,1.6666666666666667,18,4,19.4,349.2,0.485,5.8,5.8,1.1,0.5,1.1,1.9,0.5171184022824536,15.1,21.4,0.7,0.076,-3.8,-0.232197,10.799999999999999,34.01041666666667,Limited Big West role,https://www.sports-reference.com/cbb/schools/creighton/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2023.html
Kobe Young,kobe-young,Boise State,boise-state,Mountain West,D1,Cal State Fullerton,cal-state-fullerton,2024-25,2023-24,sports_reference_source_school_cache,G,78.0,204.0,38.07,30.41,-7.66,25,4.1,0.1025,1.1,1.1,0.2,0.1,0.0,0.2,0.45,0.222,0.875,0.5,0.5901287553648069,0.5,0.37499999999999994,14.4,14.3,0.4,2.6,10.731707317073171,10.731707317073171,1.9512195121951221,0.9756097560975611,0.0,1.9512195121951221,26,19,25.6,665.6,0.64,7.7,5.8,0.8,0.5,0.2,2.0,0.4583333333333333,9.1,20.9,-0.1,-0.003,-6.7,-0.603892,11.81,33.35069444444444,Limited Big West role,https://www.sports-reference.com/cbb/schools/boise-state/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2025.html
"Pierre Geneste, Jr.",pierre-geneste-jr,Fresno State,fresno-state,Mountain West,D1,Cal State Bakersfield,cal-state-bakersfield,2025-26,2024-25,sports_reference_source_school_cache,F,83.0,220.0,37.82,29.37,-8.45,19,10.6,0.265,1.4,2.3,0.0,0.2,0.5,0.4,0.478,0.0,0.364,0.478,0.4781420765027322,0.0,0.5,8.6,8.6,0.2,-3.9,5.283018867924529,8.679245283018869,0.0,0.7547169811320755,1.8867924528301887,1.509433962264151,26,19,18.8,488.8,0.47000000000000003,3.0,7.0,0.3,0.5,1.4,0.8,0.5707762557077626,13.7,8.7,1.0,0.082,-2.6,-0.0335674,9.04,33.35069444444444,Limited Big West role,https://www.sports-reference.com/cbb/schools/fresno-state/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2026.html
Nils Cooper,nils-cooper,Pepperdine,pepperdine,West Coast,D1,UC Davis,uc-davis,2024-25,2023-24,sports_reference_source_school_cache,G,77.0,180.0,34.66,30.41,-4.2499999999999964,33,19.9,0.49749999999999994,5.0,2.8,0.9,0.9,0.3,0.4,0.466,0.211,0.681,0.5,0.5595344673231871,0.34285714285714286,0.6285714285714287,14.1,12.7,1.8,1.1,10.050251256281408,5.628140703517588,1.8090452261306533,1.8090452261306533,0.6030150753768845,0.8040201005025126,30,5,17.8,534.0,0.445,3.9,3.5,0.6,0.6,0.1,0.4,0.5655452436194894,12.6,11.2,1.6,0.12,-2.0,0.586606,7.06,33.125,Limited Big West role,https://www.sports-reference.com/cbb/schools/pepperdine/men/2024.html,https://www.sports-reference.com/cbb/schools/california-davis/men/2025.html
Julien Franklin,julien-franklin,Oregon State,oregon-state,PAC 12,D1,Cal Poly,cal-poly,2021-22,2020-21,sports_reference_source_school_cache,G,79.0,200.0,41.56,28.77,-12.790000000000003,21,6.3,0.1575,0.8,0.7,0.5,0.3,0.0,0.3,0.3,0.182,0.5,0.35,0.3533568904593639,0.5,0.3,4.3,11.9,0.1,-4.4,5.079365079365079,4.444444444444445,3.174603174603175,1.9047619047619049,0.0,1.9047619047619049,28,12,21.8,610.4,0.545,4.5,3.5,0.8,0.4,0.2,1.1,0.47268907563025214,7.2,14.6,0.7,0.046,-4.2,-0.497361,7.379999999999999,32.5,Limited Big West role,https://www.sports-reference.com/cbb/schools/oregon-state/men/2021.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2022.html
Cameron Wilbon,cameron-wilbon,Sacramento State,sacramento-state,Big Sky,D1,Cal State Bakersfield,cal-state-bakersfield,2023-24,2022-23,sports_reference_source_school_cache,G,77.0,200.0,29.15,29.59,0.4400000000000013,32,25.3,0.6325000000000001,8.6,3.8,2.2,0.4,0.4,1.8,0.466,0.319,0.569,0.498,0.5111745126010461,0.2027027027027027,0.31081081081081074,14.3,22.0,1.6,-1.8,13.596837944664031,6.007905138339921,3.4782608695652173,0.6324110671936759,0.6324110671936759,2.8458498023715415,32,15,20.3,649.6,0.5075000000000001,5.5,2.6,0.8,0.4,0.1,0.8,0.4514116874589626,9.7,17.5,0.9,0.057,-3.7,0.268573,7.83,31.822916666666668,Limited Big West role,https://www.sports-reference.com/cbb/schools/sacramento-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2024.html
Cole Farrell,cole-farrell,Portland State,portland-state,Big Sky,D1,Long Beach State,long-beach-state,2025-26,2024-25,sports_reference_source_school_cache,G,77.0,205.0,28.35,29.37,1.0199999999999996,31,18.6,0.465,6.5,2.0,0.9,0.7,0.2,0.5,0.428,0.377,0.556,0.492,0.5030959752321982,0.3448275862068966,0.25862068965517243,12.6,18.5,1.6,-2.0,13.978494623655912,4.301075268817204,1.9354838709677418,1.5053763440860215,0.4301075268817204,1.075268817204301,32,32,20.8,665.6,0.52,6.4,2.2,1.3,0.6,0.1,1.1,0.46349942062572425,8.9,19.2,0.6,0.034,-4.2,-0.152092,8.79,31.75347222222222,Limited Big West role,https://www.sports-reference.com/cbb/schools/portland-state/men/2025.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Maximo Milovich,maximo-milovich,Biola,biola,PacWest,D2,UC San Diego,uc-san-diego,2024-25,2023-24,phase1_school_stats,C,80.0,213.0,13.76,30.41,16.65,29,26.620689655172413,0.6655172413793103,9.275862068965518,9.689655172413794,1.5517241379310345,0.6206896551724138,0.3103448275862069,1.1379310344827587,0.465,0.315,0.571,0.5046511627906977,0.5273682559598495,0.25116279069767444,0.4232558139534884,,,,,13.937823834196893,14.559585492227981,2.3316062176165806,0.9326424870466321,0.46632124352331605,1.7098445595854925,33,2,13.3,438.90000000000003,0.3325,2.3,2.8,0.8,0.2,0.2,0.3,0.6169527896995707,11.7,8.8,1.7,0.159,-1.0,0.784939,4.949999999999998,30.781250000000004,Limited Big West role,https://athletics.biola.edu/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/maximo-milovich-1.html
Yacine Toumi,yacine-toumi,Seton Hall,seton-hall,Big East,D1,Hawaii,hawaii,2025-26,2024-25,sports_reference_source_school_cache,G,82.0,210.0,43.33,29.37,-13.959999999999997,29,16.4,0.41,3.9,2.8,0.7,0.5,0.4,0.9,0.38,0.25,0.477,0.421,0.44724770642201833,0.3243243243243243,0.4054054054054054,8.6,17.3,0.3,-2.5,9.51219512195122,6.829268292682928,1.707317073170732,1.2195121951219514,0.9756097560975611,2.1951219512195124,30,0,10.3,309.0,0.2575,4.3,2.5,0.4,0.3,0.4,0.8,0.5972222222222222,16.6,20.9,1.2,0.153,-0.3,0.440821,6.42,30.3125,Limited Big West role,https://www.sports-reference.com/cbb/schools/seton-hall/men/2025.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2026.html
Rikus Schulte,rikus-schulte,Davidson,davidson,Atlantic 10,D1,UC Riverside,uc-riverside,2024-25,2023-24,sports_reference_source_school_cache,F,81.0,0.0,35.42,30.41,-5.010000000000002,13,6.1,0.1525,1.2,1.5,0.2,0.2,0.2,0.5,0.462,0.4,0.333,0.538,0.551470588235294,0.4,0.2,12.1,13.8,0.1,0.9,7.868852459016394,9.836065573770492,1.3114754098360657,1.3114754098360657,1.3114754098360657,3.278688524590164,33,2,15.2,501.59999999999997,0.38,3.8,3.3,0.5,0.3,0.2,0.5,0.5722891566265059,13.2,12.6,1.2,0.096,-1.6,0.803402,6.559999999999999,30.086805555555557,Limited Big West role,https://www.sports-reference.com/cbb/schools/davidson/men/2024.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2025.html
"Carl Daughtery, Jr.",carl-daughtery-jr,Central Arkansas,central-arkansas,ASUN,D1,UC Davis,uc-davis,2024-25,2023-24,sports_reference_source_school_cache,G,75.0,170.0,27.08,30.41,3.330000000000002,29,19.2,0.48,9.9,2.7,0.3,0.9,0.2,1.2,0.375,0.31,0.735,0.428,0.45630530973451333,0.33663366336633666,0.16831683168316833,12.7,30.6,0.3,-7.7,20.625,5.625,0.625,1.875,0.4166666666666667,2.5,32,1,17.6,563.0,0.44000000000000006,4.96875,1.78125,0.40625,0.46875,0.03125,0.53125,0.4371975362956445,0.0,0.0,0.0,0.0,0.0,,6.584375,30.069444444444443,Limited Big West role,https://www.sports-reference.com/cbb/schools/central-arkansas/men/2024.html,https://ucdavisaggies.com/sports/mens-basketball/stats/2024-25
Fidelis Okereke,fidelis-okereke,Cal State Northridge,cal-state-northridge,Big West,D1,Cal State Bakersfield,cal-state-bakersfield,2023-24,2022-23,sports_reference_source_school_cache,F,78.0,240.0,29.79,29.59,-0.1999999999999993,31,18.8,0.47000000000000003,4.4,5.1,0.6,0.5,0.6,1.2,0.514,0.0,0.587,0.514,0.5418719211822661,0.0,0.4411764705882353,13.0,14.9,1.2,-4.4,9.361702127659575,10.851063829787234,1.276595744680851,1.0638297872340425,1.276595744680851,2.553191489361702,31,29,19.8,613.8000000000001,0.495,5.8,3.9,0.5,0.6,0.7,1.9,0.5555555555555556,11.5,18.5,1.0,0.067,-5.0,0.0906209,8.84,30.03472222222222,Limited Big West role,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2024.html
Grady Lewis,grady-lewis,Cal State East Bay,cal-state-east-bay,CCAA,D2,Cal State Northridge,cal-state-northridge,2024-25,2023-24,phase1_school_stats,C,81.0,225.0,14.85,30.41,15.56,29,29.620689655172413,0.7405172413793103,14.689655172413794,7.379310344827586,1.206896551724138,0.7931034482758621,1.103448275862069,1.9310344827586208,0.686,0.0,0.509,0.6863468634686347,0.6705704571212694,0.0,0.39114391143911437,,,,,19.83701979045402,9.965075669383003,1.6298020954598371,1.071012805587893,1.490104772991851,2.607683352735739,33,13,13.4,442.2,0.335,6.2,3.8,0.5,0.2,0.2,0.8,0.5907012195121951,18.2,21.2,1.7,0.158,-3.1,0.996115,9.09,29.94791666666667,Limited Big West role,https://eastbaypioneers.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/grady-lewis-1.html
Christian Gray,christian-gray,Fresno State,fresno-state,Mountain West,D1,Cal State Northridge,cal-state-northridge,2021-22,2020-21,sports_reference_source_school_cache,F,78.0,250.0,32.99,28.77,-4.220000000000002,18,13.7,0.34249999999999997,5.3,3.0,0.4,0.1,0.1,0.8,0.589,0.0,0.644,0.589,0.6309523809523809,0.03225806451612903,0.8064516129032258,17.2,19.4,0.9,-3.0,15.474452554744527,8.75912408759124,1.1678832116788322,0.29197080291970806,0.29197080291970806,2.3357664233576645,28,19,21.0,588.0,0.525,5.2,4.8,1.1,0.9,0.3,1.9,0.4865269461077844,12.3,18.5,0.5,0.036,-6.1,-0.175665,9.220000000000002,29.40972222222222,Limited Big West role,https://www.sports-reference.com/cbb/schools/fresno-state/men/2021.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2022.html
Ryan Rapp,ryan-rapp,Washington State,washington-state,PAC 12,D1,Hawaii,hawaii,2022-23,2021-22,sports_reference_source_school_cache,G,77.0,189.0,40.79,29.79,-11.0,16,4.6,0.11499999999999999,1.2,0.8,0.2,0.1,0.1,0.3,0.235,0.2,1.0,0.324,0.45454545454545453,0.8181818181818181,0.45454545454545453,7.1,17.7,0.1,-2.2,10.434782608695652,6.9565217391304355,1.7391304347826089,0.8695652173913044,0.8695652173913044,2.608695652173913,3,0,3.3,9.899999999999999,0.08249999999999999,0.7,0.3,0.0,0.3,0.0,0.0,1.1363636363636362,22.9,5.1,0.1,0.269,35.2,0.744212,1.1199999999999999,28.61111111111111,Limited Big West role,https://www.sports-reference.com/cbb/schools/washington-state/men/2022.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2023.html
Luka Tarlać,luka-tarla,Utah,utah,PAC 12,D1,Cal Poly,cal-poly,2024-25,2023-24,sports_reference_source_school_cache,G,79.0,211.0,41.26,30.41,-10.849999999999998,20,5.4,0.135,0.6,0.9,0.3,0.2,0.1,0.4,0.455,0.0,0.182,0.455,0.3472222222222222,0.0,1.0,4.4,11.1,0.0,-1.2,4.444444444444444,6.666666666666666,2.222222222222222,1.4814814814814814,0.7407407407407407,2.962962962962963,28,8,14.4,403.2,0.36,3.3,2.2,1.5,1.1,0.5,1.6,0.5449141347424042,11.2,15.4,0.5,0.045,-0.7,,6.21,27.274305555555554,Limited Big West role,https://www.sports-reference.com/cbb/schools/utah/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2025.html
Nick Fleming,nick-fleming,Southern Utah,southern-utah,WAC,D1,Cal Poly,cal-poly,2022-23,2021-22,sports_reference_source_school_cache,G,73.0,165.0,29.25,29.79,0.5399999999999991,32,11.2,0.27999999999999997,2.8,1.2,1.1,0.3,0.1,0.8,0.341,0.292,0.63,0.424,0.4587155963302752,0.5555555555555555,0.2962962962962963,7.4,17.0,0.5,-4.8,10.0,4.285714285714286,3.928571428571429,1.0714285714285714,0.35714285714285715,2.857142857142857,33,11,18.5,610.5,0.4625,3.9,2.0,1.5,0.9,0.0,1.1,0.4272567922874671,7.3,16.6,0.6,0.04,-3.1,-0.450027,6.43,26.961805555555557,Limited Big West role,https://www.sports-reference.com/cbb/schools/southern-utah/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2023.html
"Shay Johnson, Jr.",demarshay-johnson-jr,San Diego State,san-diego-state,Mountain West,D1,Long Beach State,long-beach-state,2025-26,2024-25,sports_reference_source_school_cache,F,82.0,210.0,37.82,29.37,-8.45,15,4.4,0.11000000000000001,1.1,0.7,0.0,0.1,0.3,0.3,0.727,0.0,0.333,0.727,0.6979695431472083,0.0,0.28571428571428575,12.3,13.0,0.2,-1.1,10.0,6.363636363636363,0.0,0.9090909090909091,2.727272727272727,2.727272727272727,31,8,15.9,493.0,0.3975,2.3548387096774195,1.903225806451613,0.7096774193548387,0.3548387096774194,0.7096774193548387,0.6451612903225806,0.68506006006006,0.0,0.0,0.0,0.0,0.0,,4.606451612903227,26.89236111111111,Limited Big West role,https://www.sports-reference.com/cbb/schools/san-diego-state/men/2025.html,https://longbeachstate.com/sports/mens-basketball/stats/2025-26
Jasman Sangha,jasman-sangha,Texas A&M–Corpus Christi,texas-a-m–corpus-christi,Southland,D1,Cal State Northridge,cal-state-northridge,2023-24,2022-23,sports_reference_source_school_cache,F,80.0,225.0,22.43,29.59,7.16,14,10.4,0.26,2.6,1.7,0.4,0.2,0.2,0.7,0.4,0.0,0.615,0.4,0.44889502762430944,0.04,0.36,5.6,16.8,0.1,-12.3,10.0,6.538461538461538,1.5384615384615383,0.7692307692307692,0.7692307692307692,2.692307692307692,32,7,14.8,473.6,0.37,6.4,2.3,0.1,0.3,0.2,1.0,0.589535740604274,12.8,20.6,1.2,0.101,-4.3,0.716341,7.9300000000000015,25.138888888888886,Limited Big West role,https://www.sports-reference.com/cbb/schools/texas-am-corpus-christi/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html
"John Square, Jr.",john-square-jr,Fairleigh Dickinson,fairleigh-dickinson,Northeast,D1,Cal State Fullerton,cal-state-fullerton,2022-23,2021-22,sports_reference_source_school_cache,F,78.0,195.0,23.68,29.79,6.109999999999999,25,22.0,0.55,8.5,5.0,1.3,0.9,1.0,1.0,0.541,0.412,0.658,0.565,0.6006218202374223,0.12068965517241378,0.5,22.1,18.6,1.9,0.1,15.454545454545455,9.090909090909092,2.3636363636363638,1.6363636363636365,1.8181818181818181,1.8181818181818181,26,1,13.3,345.0,0.3325,2.9615384615384617,2.3461538461538463,0.2692307692307692,0.46153846153846156,0.6538461538461539,0.8076923076923077,0.6561008861622358,0.0,0.0,0.0,0.0,0.0,,5.1692307692307695,24.895833333333332,Limited Big West role,https://www.sports-reference.com/cbb/schools/fairleigh-dickinson/men/2022.html,https://fullertontitans.com/sports/mens-basketball/stats/2022-23
Kaleb Brown,kaleb-brown,Missouri,missouri,SEC,D1,Cal State Fullerton,cal-state-fullerton,2024-25,2023-24,sports_reference_source_school_cache,G,79.0,245.0,42.64,30.41,-12.23,2,6.5,0.1625,1.0,1.0,1.0,0.5,0.0,1.5,0.333,0.0,0.0,0.333,0.3333333333333333,0.6666666666666666,0.0,-4.0,23.9,-0.1,-13.4,6.153846153846154,6.153846153846154,6.153846153846154,3.076923076923077,0.0,9.23076923076923,29,11,21.1,611.9000000000001,0.5275000000000001,6.2,3.1,1.7,0.6,0.1,2.1,0.49363057324840764,8.1,20.8,-0.1,-0.007,-6.0,-0.39654,9.0,24.479166666666664,Limited Big West role,https://www.sports-reference.com/cbb/schools/missouri/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2025.html
Isa Silva,isael-silva,Stanford,stanford,PAC 12,D1,Long Beach State,long-beach-state,2023-24,2022-23,sports_reference_source_school_cache,G,76.0,190.0,40.74,29.59,-11.150000000000002,32,12.9,0.3225,3.2,0.5,1.2,0.3,0.0,0.9,0.427,0.25,0.613,0.461,0.49382716049382724,0.28571428571428575,0.35714285714285715,5.6,16.8,0.3,-4.3,9.922480620155039,1.5503875968992247,3.7209302325581395,0.9302325581395349,0.0,2.7906976744186047,36,14,12.5,449.0,0.3125,2.4166666666666665,1.0833333333333333,1.1944444444444444,0.4722222222222222,0.1111111111111111,0.7222222222222222,0.39981617647058826,0.0,0.0,0.0,0.0,0.0,,4.058333333333334,23.420138888888886,Limited Big West role,https://www.sports-reference.com/cbb/schools/stanford/men/2023.html,https://longbeachstate.com/sports/mens-basketball/stats/2023-24
Messiah Thompson,messiah-thompson,Alabama A&M,alabama-a-m,SWAC,D1,Long Beach State,long-beach-state,2023-24,2022-23,sports_reference_source_school_cache,G,68.0,170.0,21.82,29.59,7.77,32,26.8,0.67,10.8,2.0,3.2,1.6,0.0,1.9,0.419,0.408,0.582,0.523,0.5374203821656052,0.5161290322580645,0.18279569892473116,15.4,22.4,2.3,-1.6,16.119402985074625,2.9850746268656714,4.776119402985074,2.388059701492537,0.0,2.835820895522388,35,19,18.3,640.5,0.4575,5.8,0.9,1.9,0.7,0.0,1.2,0.4494730316181029,7.4,19.9,0.4,0.023,-5.4,-0.00542929,7.65,23.038194444444446,Limited Big West role,https://www.sports-reference.com/cbb/schools/alabama-am/men/2023.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2024.html
Cam Denson,cam-denson,Pacific,pacific,West Coast,D1,Long Beach State,long-beach-state,2024-25,2023-24,sports_reference_source_school_cache,F,79.0,210.0,34.66,30.41,-4.2499999999999964,31,22.5,0.5625,8.5,4.6,1.0,0.7,0.6,1.5,0.495,0.167,0.505,0.502,0.5157766990291262,0.08955223880597014,0.5223880597014925,13.5,23.2,0.5,-5.1,15.11111111111111,8.177777777777777,1.7777777777777777,1.2444444444444445,1.0666666666666667,2.6666666666666665,30,15,18.6,558.0,0.465,4.8,3.2,0.8,0.3,0.3,1.2,0.5115089514066495,8.4,16.9,0.3,0.024,-5.5,-0.173351,7.42,22.69097222222222,Limited Big West role,https://www.sports-reference.com/cbb/schools/pacific/men/2024.html,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2025.html
Dearon Tucker,dearon-tucker2,Indiana State,indiana-state,Missouri Valley,D1,Cal State Northridge,cal-state-northridge,2022-23,2021-22,sports_reference_source_school_cache,F,82.0,240.0,34.14,29.79,-4.350000000000001,14,10.4,0.26,2.2,2.7,0.4,0.1,0.6,0.6,0.417,0.0,0.688,0.417,0.5036630036630036,0.0,0.6470588235294118,12.3,14.5,0.3,-2.9,8.461538461538462,10.384615384615385,1.5384615384615383,0.3846153846153846,2.3076923076923075,2.3076923076923075,32,22,17.9,572.8,0.44749999999999995,5.2,3.6,0.3,0.2,0.7,1.0,0.46132008516678497,10.3,19.9,0.6,0.044,-7.1,-0.139251,8.06,22.326388888888893,Limited Big West role,https://www.sports-reference.com/cbb/schools/indiana-state/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2023.html
Aleks Szymczyk,aleksander-szymczyk,Charlotte,charlotte,American,D1,Cal State Northridge,cal-state-northridge,2025-26,2024-25,sports_reference_source_school_cache,F,82.0,250.0,34.55,29.37,-5.179999999999996,20,4.9,0.12250000000000001,1.1,0.8,0.2,0.0,0.0,0.4,0.296,0.286,0.286,0.37,0.34898477157360414,0.5,0.28571428571428575,-1.8,21.2,-0.2,-16.0,8.979591836734693,6.530612244897958,1.6326530612244896,0.0,0.0,3.265306122448979,26,0,8.2,213.0,0.205,2.923076923076923,2.8076923076923075,0.23076923076923078,0.11538461538461539,0.038461538461538464,0.4230769230769231,0.5617977528089888,0.0,0.0,0.0,0.0,0.0,,4.9461538461538455,21.197916666666664,Limited Big West role,https://www.sports-reference.com/cbb/schools/charlotte/men/2025.html,https://gomatadors.com/sports/mens-basketball/stats/2025-26
Judson Martindale,judson-martindale,Pacific,pacific,West Coast,D1,Cal State Northridge,cal-state-northridge,2024-25,2023-24,sports_reference_source_school_cache,G,79.0,210.0,34.66,30.41,-4.2499999999999964,30,25.2,0.63,9.1,1.9,0.8,0.6,0.2,1.2,0.428,0.375,0.745,0.523,0.555419921875,0.5,0.24324324324324323,10.3,19.9,0.3,-5.2,14.444444444444445,3.015873015873016,1.2698412698412698,0.9523809523809524,0.31746031746031744,1.9047619047619049,26,0,9.2,239.2,0.22999999999999998,2.7,1.2,0.2,0.2,0.2,0.4,0.5739795918367347,9.6,14.0,0.6,0.102,-1.2,0.375192,3.7600000000000002,20.79861111111111,Limited Big West role,https://www.sports-reference.com/cbb/schools/pacific/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2025.html
Beril Kabamba,beril-kabamba2,Spring Hill,spring-hill,SIAC,D2,Cal State Fullerton,cal-state-fullerton,2023-24,2022-23,phase1_school_stats,G,78.0,220.0,12.64,29.59,16.95,25,34.8,0.8699999999999999,18.56,8.68,2.0,1.32,0.44,2.68,0.42,0.292,0.831,0.4635854341736695,0.542817033224146,0.2969187675070028,0.4481792717086835,,,,,21.333333333333336,9.977011494252874,2.298850574712644,1.517241379310345,0.5057471264367817,3.0804597701149428,29,7,17.1,495.90000000000003,0.42750000000000005,3.6,3.5,0.8,0.4,0.1,1.3,0.4875406283856988,7.5,15.7,0.5,0.04,-4.7,-0.581764,6.31,20.48611111111111,Limited Big West role,https://shcbadgers.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/beril-kabamba-1.html
Paul Bizimana,paul-bizimana,Eastern Illinois,eastern-illinois,Ohio Valley,D1,Cal Poly,cal-poly,2023-24,2022-23,sports_reference_source_school_cache,F,80.0,185.0,23.43,29.59,6.16,22,10.4,0.26,2.9,1.5,0.5,0.3,0.3,0.6,0.361,0.389,0.722,0.418,0.4600253807106599,0.28571428571428575,0.28571428571428575,9.6,18.0,0.3,-5.5,11.153846153846153,5.769230769230769,1.923076923076923,1.1538461538461537,1.1538461538461537,2.3076923076923075,29,3,15.8,458.20000000000005,0.395,3.9,2.9,0.4,0.4,0.5,0.7,0.4746835443037975,10.0,16.0,0.4,0.038,-4.3,-0.180236,6.49,20.364583333333336,Limited Big West role,https://www.sports-reference.com/cbb/schools/eastern-illinois/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2024.html
Lathaniel Bastian,lathaniel-bastian,Angelo State,angelo-state,LSC,D2,Cal State Fullerton,cal-state-fullerton,2022-23,2021-22,phase1_school_stats,G,80.0,225.0,,29.79,,30,21.666666666666668,0.5416666666666667,11.4,8.233333333333333,0.4,0.9333333333333333,1.4333333333333333,1.8333333333333333,0.61,0.0,0.609,0.6097560975609756,0.629973474801061,0.01951219512195122,0.7365853658536585,,,,,21.046153846153846,15.199999999999998,0.7384615384615384,1.7230769230769232,2.646153846153846,3.384615384615384,33,1,9.6,316.8,0.24,2.0,2.6,0.2,0.5,0.2,0.7,0.49603174603174605,11.3,15.2,0.8,0.104,-2.3,,4.1,20.173611111111114,Limited Big West role,https://angelosports.com/sports/mens-basketball/roster/lathaniel-bastian/7071,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2023.html
