player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_level,source_stat_source,class,position,games,games_started,mpg,minutes,minutes_share,ppg,rpg,apg,spg,bpg,topg,fg_pct,fg3_pct,ft_pct,efg_pct,ts_pct,three_rate,ft_rate,per,ts_pct_advanced,usg_pct,ows,dws,ws,ws_per_40,bpm,source_url
"Larry Hughes, Jr.",larry-hughes-jr,Saint Louis,saint-louis,Atlantic 10,D1,Cal State Northridge,cal-state-northridge,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,7,0,15.1,105.7,0.3775,4.7,2.1,0.7,0.1,0.3,0.4,0.4,0.346,0.0,0.55,0.5465116279069768,0.8604651162790699,0.0,9.9,0.55,16.5,0.1,0.1,0.2,0.091,-7.0,https://www.sports-reference.com/cbb/schools/saint-louis/men/2025.html
Quinton Webb,quinton-webb,New Mexico,new-mexico,Mountain West,D1,Cal State Northridge,cal-state-northridge,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,13,0,4.0,52.0,0.1,0.5,0.5,0.2,0.2,0.0,0.2,0.286,0.2,0.286,0.357,0.3472222222222222,0.8,1.0,3.6,0.339,12.1,-0.1,0.1,0.0,0.032,-7.0,https://www.sports-reference.com/cbb/schools/new-mexico/men/2025.html
Dre Bullock,quandre-bullock,South Dakota,south-dakota,Summit League,D1,Hawaii,hawaii,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,30,12,22.8,684.0,0.5700000000000001,12.1,3.6,1.6,1.4,0.5,1.5,0.439,0.32,0.756,0.52,0.5853328173374612,0.5119047619047619,0.5238095238095238,20.6,0.574,24.3,1.7,0.6,2.3,0.135,2.4,https://www.sports-reference.com/cbb/schools/south-dakota/men/2025.html
Hunter Erickson,hunter-erickson,Utah,utah,Big XII,D1,Hawaii,hawaii,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,33,2,17.8,587.4,0.445,3.8,1.6,1.5,0.5,0.3,0.8,0.4,0.347,0.821,0.532,0.5842558425584256,0.7586206896551725,0.27586206896551724,9.7,0.572,11.2,0.6,0.6,1.2,0.084,1.9,https://www.sports-reference.com/cbb/schools/utah/men/2025.html
Isaac Johnson,isaac-johnson,Utah State,utah-state,Mountain West,D1,Hawaii,hawaii,2025-26,2024-25,D1,sports_reference_source_school_cache,,C,30,12,8.7,261.0,0.21749999999999997,3.7,1.7,0.3,0.4,0.2,0.4,0.435,0.333,0.722,0.527,0.5499405469678954,0.5483870967741935,0.1935483870967742,16.6,0.547,22.1,0.4,0.4,0.8,0.13,1.5,https://www.sports-reference.com/cbb/schools/utah-state/men/2025.html
Isaiah Kerr,isaiah-kerr,Chico State,chico-state,CCAA,D2,Hawaii,hawaii,2025-26,2024-25,D2,phase1_school_stats,Jr.,G,29,,32.89655172413793,954.0,0.8224137931034482,13.206896551724139,4.068965517241379,3.1724137931034484,0.7931034482758621,0.41379310344827586,2.103448275862069,0.461,0.35,0.698,0.53125,0.5602036040252749,0.40460526315789475,0.28289473684210525,,,,,,,,,https://chicowildcats.com/sports/mens-basketball/stats/2024-25
Jalen Myers,jalen-myers,Norfolk State,norfolk-state,MEAC,D1,Hawaii,hawaii,2025-26,2024-25,D1,sports_reference_source_school_cache,,F,31,29,25.0,775.0,0.625,10.5,5.4,1.0,0.7,0.4,1.3,0.521,0.333,0.86,0.567,0.6310096153846153,0.2714285714285714,0.42857142857142855,19.1,0.624,19.7,2.1,1.3,3.4,0.176,1.3,https://www.sports-reference.com/cbb/schools/norfolk-state/men/2025.html
Tanner Cuff,tanner-cuff,Evansville,evansville,Missouri Valley,D1,Hawaii,hawaii,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,32,32,32.8,1049.6,0.82,8.8,6.2,3.2,1.3,0.3,1.3,0.495,0.333,0.602,0.528,0.5478087649402391,0.1911764705882353,0.4117647058823529,15.2,0.545,15.3,1.5,1.5,3.0,0.115,0.3,https://www.sports-reference.com/cbb/schools/evansville/men/2025.html
Yacine Toumi,yacine-toumi,Seton Hall,seton-hall,Big East,D1,Hawaii,hawaii,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,29,2,16.4,475.59999999999997,0.41,3.9,2.8,0.7,0.5,0.4,0.9,0.38,0.25,0.477,0.421,0.44724770642201833,0.3243243243243243,0.4054054054054054,8.6,0.434,17.3,-0.2,0.5,0.3,0.026,-2.5,https://www.sports-reference.com/cbb/schools/seton-hall/men/2025.html
Cole Farrell,cole-farrell,Portland State,portland-state,Big Sky,D1,Long Beach State,long-beach-state,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,31,1,18.6,576.6,0.465,6.5,2.0,0.9,0.7,0.2,0.5,0.428,0.377,0.556,0.492,0.5030959752321982,0.3448275862068966,0.25862068965517243,12.6,0.502,18.5,0.7,0.9,1.6,0.111,-2.0,https://www.sports-reference.com/cbb/schools/portland-state/men/2025.html
Grant Gondrezick II,grant-gondrezick,Detroit Mercy,detroit-mercy,Horizon,D1,Long Beach State,long-beach-state,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,21,9,22.9,480.9,0.5725,8.4,3.1,1.7,0.6,0.0,1.2,0.365,0.415,0.759,0.425,0.45572916666666674,0.29069767441860467,0.1627906976744186,10.5,0.452,23.2,0.1,0.3,0.4,0.036,-4.5,https://www.sports-reference.com/cbb/schools/detroit-mercy/men/2025.html
Isaiah Lewis,isaiah-lewis2,Little Rock,little-rock,Ohio Valley,D1,Long Beach State,long-beach-state,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,33,25,31.1,1026.3,0.7775000000000001,9.4,3.6,3.0,1.6,0.2,2.7,0.35,0.287,0.772,0.4,0.43325958702064904,0.34653465346534656,0.16831683168316833,8.3,0.431,22.4,-0.9,1.8,0.9,0.037,-6.6,https://www.sports-reference.com/cbb/schools/arkansas-little-rock/men/2025.html
Petar Majstorović,petar-majstorovi,Syracuse,syracuse,ACC,D1,Long Beach State,long-beach-state,2025-26,2024-25,D1,sports_reference_source_school_cache,,F,31,0,13.3,412.3,0.3325,2.6,3.2,0.7,0.4,0.3,0.8,0.484,0.417,0.538,0.523,0.5301794453507341,0.19047619047619047,0.38095238095238093,10.8,0.53,12.4,0.3,0.4,0.7,0.067,0.1,https://www.sports-reference.com/cbb/schools/syracuse/men/2025.html
Rob Diaz III,robert-diaz,Cal Poly Humboldt,cal-poly-humboldt,CCAA,D2,Long Beach State,long-beach-state,2025-26,2024-25,D2,phase1_school_stats,Jr.,G,29,,32.96551724137931,956.0,0.8241379310344827,16.03448275862069,3.7586206896551726,2.1379310344827585,1.8275862068965518,0.896551724137931,1.8620689655172413,0.517,0.365,0.763,0.5771428571428572,0.6035825545171339,0.32857142857142857,0.22857142857142856,,,,,,,,,https://humboldtathletics.com/sports/mens-basketball/roster/rob-diaz-iii/10223
Shaquil Bender,shaquil-bender,Manhattan,manhattan,MAAC,D1,Long Beach State,long-beach-state,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,31,31,31.5,976.5,0.7875,11.2,3.5,2.0,0.9,0.1,1.8,0.374,0.248,0.857,0.427,0.4485741749439282,0.43333333333333335,0.09166666666666667,9.7,0.448,22.9,0.1,0.6,0.7,0.028,-7.0,https://www.sports-reference.com/cbb/schools/manhattan/men/2025.html
"Shay Johnson, Jr.",demarshay-johnson-jr,San Diego State,san-diego-state,Mountain West,D1,Long Beach State,long-beach-state,2025-26,2024-25,D1,sports_reference_source_school_cache,,F,15,0,4.4,66.0,0.11000000000000001,1.1,0.7,0.0,0.1,0.3,0.3,0.727,0.0,0.333,0.727,0.6979695431472083,0.0,0.28571428571428575,12.3,0.684,13.0,0.1,0.1,0.2,0.106,-1.1,https://www.sports-reference.com/cbb/schools/san-diego-state/men/2025.html
Brayden Fagbemi,brayden-fagbemi,Central Arkansas,central-arkansas,ASUN,D1,UC Davis,uc-davis,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,31,27,32.9,1019.9,0.8225,11.4,4.1,4.7,1.5,0.0,2.5,0.378,0.281,0.821,0.45,0.48851559821734664,0.5140186915887851,0.20560747663551404,13.7,0.486,21.8,0.7,0.6,1.2,0.049,-3.4,https://www.sports-reference.com/cbb/schools/central-arkansas/men/2025.html
Marcus Wilson,marcus-wilson,Washington State,washington-state,West Coast,D1,UC Davis,uc-davis,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,4,0,7.5,30.0,0.1875,1.5,0.8,0.5,0.3,0.0,0.0,0.4,0.667,0.0,0.6,0.5769230769230769,0.6153846153846154,0.0,8.5,0.6,8.2,0.1,0.0,0.1,0.106,0.3,https://www.sports-reference.com/cbb/schools/washington-state/men/2025.html
Derin Saran,derin-saran,Stanford,stanford,ACC,D1,UC Irvine,uc-irvine,2025-26,2024-25,D1,sports_reference_cache,SO,G,5,0,4.0,20.0,0.1,0.6,0.6,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.5,1.4999999999999998,1.0,0.0,12.7,1.5,2.6,0.1,0.0,0.1,0.128,3.6,https://www.sports-reference.com/cbb/players/derin-saran-1.html
Harrison Carrington,harrison-carrington,Colorado,colorado,Big XII,D1,UC Irvine,uc-irvine,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,30,1,8.9,267.0,0.2225,3.1,1.2,0.2,0.3,0.2,0.7,0.609,0.333,0.769,0.674,0.7480694980694981,0.39999999999999997,0.8666666666666667,14.6,0.713,16.2,0.5,0.3,0.8,0.114,3.0,https://www.sports-reference.com/cbb/schools/colorado/men/2025.html
Andrew Henderson,andrew-henderson,Cal State San Bernardino,cal-state-san-bernardino,CCAA,D2,UC Riverside,uc-riverside,2025-26,2024-25,D2,phase1_school_stats,Sr.,G,35,,33.8,1183.0,0.845,17.257142857142856,6.8,1.5142857142857142,1.4285714285714286,0.8857142857142857,2.142857142857143,0.47,0.366,0.789,0.5328389830508474,0.5716232586311326,0.3411016949152542,0.2711864406779661,,,,,,,,,https://csusbathletics.com/sports/mens-basketball/stats/2024-25
B.J. Kolly,bj-kolly,Montana State,montana-state,Big Sky,D1,UC Riverside,uc-riverside,2025-26,2024-25,D1,sports_reference_source_school_cache,,F,24,0,8.6,206.39999999999998,0.215,2.3,1.5,0.6,0.2,0.5,0.8,0.525,0.0,0.737,0.525,0.560428849902534,0.0,0.4705882352941177,12.3,0.571,17.7,0.1,0.3,0.4,0.079,-3.3,https://www.sports-reference.com/cbb/schools/montana-state/men/2025.html
Daniel Tobiloba,daniel-tobiloba,South Florida,south-florida,American,D1,UC Riverside,uc-riverside,2025-26,2024-25,D1,sports_reference_source_school_cache,,C,9,1,5.0,45.0,0.125,0.7,1.8,0.0,0.2,0.2,0.1,0.5,0.0,0.5,0.5,0.6076388888888887,0.0,1.0,13.4,0.508,7.7,0.1,0.1,0.1,0.123,-4.5,https://www.sports-reference.com/cbb/schools/south-florida/men/2025.html
"De'Undrae Perteete, Jr.",deundrae-perteete,Westmont,westmont,PacWest,D2,UC Riverside,uc-riverside,2025-26,2024-25,D2,phase1_school_stats,So.,F,29,,34.758620689655174,1008.0,0.8689655172413794,10.551724137931034,4.689655172413793,2.0344827586206895,1.0,0.1724137931034483,2.1724137931034484,0.401,0.366,0.783,0.5022522522522522,0.5695354377605718,0.5540540540540541,0.4774774774774775,,,,,,,,,https://athletics.westmont.edu/sports/mens-basketball/roster/de-undrae-perteete/9474
Denzel Hines,denzel-hines,Coastal Carolina,coastal-carolina,Sun Belt,D1,UC Riverside,uc-riverside,2025-26,2024-25,D1,sports_reference_source_school_cache,,F,32,21,23.1,739.2,0.5775,7.2,6.2,1.3,0.2,0.1,1.4,0.43,0.244,0.714,0.458,0.5269320843091335,0.23214285714285718,0.5,13.4,0.515,19.5,0.8,0.8,1.5,0.082,-4.3,https://www.sports-reference.com/cbb/schools/coastal-carolina/men/2025.html
Dylan Godfrey,dylan-godfrey,Canisius,canisius,MAAC,D1,UC Riverside,uc-riverside,2025-26,2024-25,D1,sports_reference_source_school_cache,,F,31,23,23.3,722.3000000000001,0.5825,8.6,2.8,0.6,0.5,0.5,1.3,0.424,0.32,0.852,0.511,0.5311264822134387,0.5324675324675324,0.11688311688311688,11.8,0.53,22.2,0.1,0.0,0.1,0.005,-6.8,https://www.sports-reference.com/cbb/schools/canisius/men/2025.html
Jailen Daniel-Dalton,jailen-daniel-dalton2,San Francisco State,san-francisco-state,CCAA,D2,UC Riverside,uc-riverside,2025-26,2023-24,D2,phase1_school_stats,Sr.,W,31,,29.032258064516128,900.0,0.7258064516129032,11.774193548387096,6.645161290322581,1.6129032258064515,0.9354838709677419,0.6129032258064516,2.064516129032258,0.47,0.379,0.713,0.5278745644599303,0.5610550909985244,0.30313588850174217,0.30313588850174217,,,,,,,,,https://sfstategators.com/sports/mens-basketball/stats/2023-24
"Marqui Worthy, Jr.",marqui-worthy,Massachusetts,massachusetts,Atlantic 10,D1,UC Riverside,uc-riverside,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,31,3,18.2,564.1999999999999,0.45499999999999996,5.8,1.5,1.9,0.7,0.2,1.7,0.409,0.143,0.7,0.424,0.46744036105738235,0.2,0.29090909090909095,8.6,0.462,20.6,-0.3,0.6,0.3,0.022,-5.1,https://www.sports-reference.com/cbb/schools/massachusetts/men/2025.html
Osiris Grady,osiris-grady,Utah Valley,utah-valley,WAC,D1,UC Riverside,uc-riverside,2025-26,2024-25,D1,sports_reference_source_school_cache,,F,32,25,18.0,576.0,0.45,5.6,2.7,0.8,0.1,0.4,1.0,0.468,0.31,0.585,0.497,0.5116959064327484,0.18367346938775508,0.2653061224489796,9.7,0.51,18.1,0.3,0.9,1.1,0.078,-4.6,https://www.sports-reference.com/cbb/schools/utah-valley/men/2025.html
Alex Chaikin,alex-chaikin,Lafayette,lafayette,Patriot League,D1,UC San Diego,uc-san-diego,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,32,19,26.5,848.0,0.6625,13.9,2.6,1.1,0.6,0.2,1.3,0.498,0.479,0.84,0.64,0.6837859110586383,0.5909090909090908,0.35227272727272724,19.8,0.675,23.7,2.4,0.9,3.4,0.159,1.3,https://www.sports-reference.com/cbb/schools/lafayette/men/2025.html
Bol Dengdit,bol-dengdit,Portland,portland,West Coast,D1,UC San Diego,uc-san-diego,2025-26,2024-25,D1,sports_reference_source_school_cache,,F,30,24,23.9,717.0,0.5974999999999999,7.4,3.9,1.1,0.3,0.2,1.1,0.491,0.379,0.788,0.569,0.6117724867724867,0.4150943396226416,0.32075471698113206,13.1,0.604,15.6,1.1,0.1,1.2,0.069,-2.2,https://www.sports-reference.com/cbb/schools/portland/men/2025.html
Emanuel Prospere II,emanuel-prospere-ii,Missouri–St. Louis,missouri–st.-louis,GLVC,D2,UC San Diego,uc-san-diego,2025-26,2024-25,D2,phase1_school_stats,Sr.,W,32,,32.34375,1035.0,0.80859375,12.625,5.09375,4.09375,0.84375,0.34375,3.125,0.517,0.395,0.684,0.5472027972027972,0.5863230001161036,0.15034965034965034,0.46503496503496505,,,,,,,,,https://umsltritons.com/sports/mens-basketball/roster/emanuel-prospere-ii/4207
Leo Beath,leo-beath,Lynn,lynn,SSC,D2,UC San Diego,uc-san-diego,2025-26,2024-25,D2,phase1_school_stats,Jr.,F,30,,30.333333333333332,910.0,0.7583333333333333,17.833333333333332,9.566666666666666,3.033333333333333,1.2,0.6,1.8,0.462,0.327,0.727,0.5167410714285714,0.5441858572707299,0.33482142857142855,0.22098214285714285,,,,,,,,,https://lynnfightingknights.com/sports/mens-basketball/stats/2024-25
Tom Beattie,tom-beattie,Hawaii,hawaii,Big West,D1,UC San Diego,uc-san-diego,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,31,24,26.1,809.1,0.6525000000000001,7.4,2.5,1.6,0.5,0.1,1.8,0.443,0.25,0.719,0.477,0.519371139809096,0.27419354838709675,0.33870967741935487,8.2,0.515,18.1,0.1,0.8,0.8,0.042,-3.7,https://www.sports-reference.com/cbb/schools/hawaii/men/2025.html
Tyson Dunn,tyson-dunn,Buffalo,buffalo,MAC,D1,UC San Diego,uc-san-diego,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,31,31,29.2,905.1999999999999,0.73,12.4,3.8,5.3,1.5,0.3,3.9,0.436,0.325,0.725,0.509,0.5297334244702666,0.45454545454545453,0.14545454545454548,14.0,0.526,26.1,0.0,0.9,0.9,0.038,-4.5,https://www.sports-reference.com/cbb/schools/buffalo/men/2025.html
Aidan Mahaney,aidan-mahaney,Connecticut,connecticut,Big East,D1,UC Santa Barbara,uc-santa-barbara,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,34,5,12.4,421.6,0.31,4.5,0.8,1.3,0.2,0.0,0.6,0.377,0.359,0.758,0.46,0.4955947136563877,0.4634146341463415,0.24390243902439027,10.2,0.495,21.8,0.6,0.3,0.9,0.087,-1.6,https://www.sports-reference.com/cbb/schools/connecticut/men/2025.html
Marvin McGhee IV,marvin-mcghee-iv,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,UC Santa Barbara,uc-santa-barbara,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,33,27,29.8,983.4,0.745,10.0,3.7,1.0,0.5,0.0,1.2,0.365,0.322,0.868,0.478,0.5152514427040396,0.7,0.17777777777777778,10.4,0.512,18.1,1.2,0.6,1.9,0.076,-3.9,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2025.html
Miro Little,miro-little,Utah,utah,Big XII,D1,UC Santa Barbara,uc-santa-barbara,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,33,12,17.7,584.1,0.4425,5.3,3.2,2.9,0.9,0.2,1.5,0.337,0.31,0.755,0.416,0.46819787985865724,0.5,0.3,12.7,0.462,19.8,0.3,0.9,1.3,0.089,2.8,https://www.sports-reference.com/cbb/schools/utah/men/2025.html
Bryce Cofield,bryce-cofield,Cal State Fullerton,cal-state-fullerton,Big West,D1,Cal State Bakersfield,cal-state-bakersfield,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,34,22,21.3,724.2,0.5325,10.1,4.8,2.4,0.7,0.5,2.2,0.462,0.158,0.595,0.474,0.516359918200409,0.14102564102564105,0.576923076923077,14.5,0.506,26.7,0.2,1.0,1.2,0.066,-3.2,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2026.html
Cameron Barnes,cameron-barnes,Illinois State,illinois-state,Missouri Valley,D1,Cal State Bakersfield,cal-state-bakersfield,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,13,0,6.8,88.39999999999999,0.16999999999999998,1.3,1.8,0.5,0.1,0.4,0.5,0.667,0.5,0.0,0.708,0.7222222222222222,0.22222222222222224,0.0,13.6,0.708,11.2,0.1,0.2,0.3,0.116,-3.7,https://www.sports-reference.com/cbb/schools/illinois-state/men/2026.html
Chudi Dioramma,chudi-dioramma,Arkansas State,arkansas-state,Sun Belt,D1,Cal State Bakersfield,cal-state-bakersfield,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,25,8,15.4,385.0,0.385,5.1,4.1,0.7,0.2,0.4,0.7,0.505,0.0,0.66,0.505,0.556768558951965,0.0,0.5405405405405405,14.1,0.544,16.1,0.6,0.5,1.1,0.118,-2.7,https://www.sports-reference.com/cbb/schools/arkansas-state/men/2026.html
E.J. Bryson,ej-bryson,Azusa Pacific,azusa-pacific,PacWest,D2,Cal State Bakersfield,cal-state-bakersfield,2026-27,2025-26,D2,phase1_school_stats,,,26,,29.46153846153846,766.0,0.7365384615384615,9.807692307692308,2.730769230769231,2.8461538461538463,1.3461538461538463,0.19230769230769232,2.3076923076923075,0.352,0.187,0.758,0.3813559322033898,0.4560738303047646,0.3177966101694915,0.4194915254237288,,,,,,,,,https://athletics.apu.edu/sports/mens-basketball/stats/2025-26
"Kjay Bradley, Jr.",kevin-bradley-jr,San Diego,san-diego,West Coast,D1,Cal State Bakersfield,cal-state-bakersfield,2026-27,2024-25,D1,sports_reference_source_school_cache,,G,20,10,27.7,554.0,0.6925,14.5,2.7,3.5,1.7,0.2,3.4,0.442,0.297,0.694,0.496,0.522937103289094,0.368,0.248,15.5,0.521,29.9,0.1,0.4,0.6,0.041,0.9,https://www.sports-reference.com/cbb/schools/san-diego/men/2025.html
Sean Pouedet,sean-pouedet,Dayton,dayton,Atlantic 10,D1,Cal State Bakersfield,cal-state-bakersfield,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,14,0,5.3,74.2,0.1325,0.6,0.2,0.4,0.1,0.0,0.4,0.333,0.25,1.0,0.389,0.4658385093167702,0.5,0.16666666666666669,0.4,0.452,11.3,-0.1,0.1,0.0,-0.011,-7.3,https://www.sports-reference.com/cbb/schools/dayton/men/2026.html
Malcolm Bell,malcolm-bell,Cal Poly Pomona,cal-poly-pomona,CCAA,D2,Cal State Fullerton,cal-state-fullerton,2026-27,2025-26,D2,phase1_school_stats,,,29,,33.03448275862069,958.0,0.8258620689655173,17.310344827586206,2.310344827586207,2.1724137931034484,1.0,0.06896551724137931,1.5517241379310345,0.398,0.366,0.88,0.49,0.5516483516483517,0.505,0.3125,,,,,,,,,https://broncoathletics.com/sports/mens-basketball/stats/2025-26
Matthew Willenborg,matthew-willenborg,Central Oklahoma,central-oklahoma,MIAA,D2,Cal State Fullerton,cal-state-fullerton,2026-27,2025-26,D2,phase1_school_stats,,,33,,33.484848484848484,1105.0,0.8371212121212122,20.393939393939394,9.242424242424242,1.2121212121212122,1.393939393939394,3.0,1.5454545454545454,0.485,0.344,0.804,0.5405940594059406,0.5857063287614008,0.3227722772277228,0.31287128712871287,,,,,,,,,https://bronchosports.com/sports/mens-basketball/stats/2025-26
Tiernan Stynes,tiernan-stynes,Quincy,quincy,GLVC,D2,Cal State Fullerton,cal-state-fullerton,2026-27,2025-26,D2,phase1_school_stats,,,28,,32.857142857142854,920.0,0.8214285714285714,15.357142857142858,5.785714285714286,2.4285714285714284,1.0,0.14285714285714285,2.0357142857142856,0.492,0.373,0.8,0.5799373040752351,0.6107954545454546,0.4702194357366771,0.23510971786833856,,,,,,,,,https://quhawks.com/sports/mens-basketball/stats/2025-26
B.J. Omot,bj-omot,California,california,ACC,D1,Cal State Northridge,cal-state-northridge,2026-27,2024-25,D1,sports_reference_source_school_cache,,F,4,2,26.5,106.0,0.6625,10.8,3.0,0.0,1.0,0.3,1.8,0.444,0.353,0.625,0.528,0.5465587044534412,0.47777777777777775,0.2222222222222222,12.1,0.54,21.8,0.1,0.1,0.1,0.05,0.4,https://www.sports-reference.com/cbb/schools/california/men/2025.html
Brooklyn Hicks,brooklyn-hicks,Montana,montana,Big Sky,D1,Cal State Northridge,cal-state-northridge,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,34,7,22.1,751.4000000000001,0.5525,9.0,3.8,0.9,0.9,0.1,1.0,0.466,0.368,0.7,0.557,0.5850234009360374,0.49275362318840576,0.2608695652173913,14.8,0.577,20.5,0.9,1.2,2.1,0.112,-0.1,https://www.sports-reference.com/cbb/schools/montana/men/2026.html
Caleb Smith,caleb-smith,Rider,rider,MAAC,D1,Cal State Northridge,cal-state-northridge,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,29,25,29.7,861.3,0.7424999999999999,7.2,7.1,1.4,1.1,0.2,1.1,0.392,0.231,0.66,0.409,0.48102618920363444,0.15254237288135591,0.6101694915254237,13.2,0.473,15.0,0.6,0.7,1.3,0.059,-5.0,https://www.sports-reference.com/cbb/schools/rider/men/2026.html
Jael Martin,jael-martin,Loyola Marymount,loyola-marymount,West Coast,D1,Cal State Northridge,cal-state-northridge,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,17,1,7.6,129.2,0.19,1.9,1.4,0.2,0.1,0.2,0.1,0.591,0.2,0.625,0.614,0.625,0.23076923076923075,0.3846153846153846,12.3,0.62,11.0,0.2,0.2,0.4,0.12,-1.0,https://www.sports-reference.com/cbb/schools/loyola-marymount/men/2026.html
Kéziah Ekissi,kziah-ekissi,Oregon State,oregon-state,West Coast,D1,Cal State Northridge,cal-state-northridge,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,27,1,17.3,467.1,0.4325,4.7,1.7,1.8,0.6,0.0,1.1,0.354,0.34,0.646,0.425,0.4707532051282051,0.4047619047619047,0.42857142857142855,8.8,0.468,18.9,0.0,0.3,0.4,0.033,-2.5,https://www.sports-reference.com/cbb/schools/oregon-state/men/2026.html
Mikah Ballew,mikah-ballew,Portland,portland,West Coast,D1,Cal State Northridge,cal-state-northridge,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,31,15,23.6,731.6,0.5900000000000001,8.7,1.9,0.9,0.6,0.1,1.3,0.347,0.336,0.813,0.458,0.5151586925627665,0.6575342465753424,0.35616438356164387,8.9,0.515,20.6,0.3,0.4,0.7,0.04,-3.8,https://www.sports-reference.com/cbb/schools/portland/men/2026.html
Bol Dengdit,bol-dengdit,UC San Diego,uc-san-diego,Big West,D1,Hawaii,hawaii,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,34,34,23.4,795.5999999999999,0.585,10.7,5.2,1.7,0.5,0.5,1.8,0.482,0.294,0.643,0.527,0.5542892664732698,0.30487804878048785,0.4024390243902439,17.6,0.551,24.8,1.1,1.4,2.5,0.125,1.1,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2026.html
Chance Trujillo,chance-trujillo,Utah Tech,utah-tech,WAC,D1,Hawaii,hawaii,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,33,23,33.0,1089.0,0.825,12.3,3.4,2.7,0.9,0.3,1.5,0.414,0.353,0.813,0.526,0.5665070007369196,0.6428571428571428,0.24489795918367344,13.7,0.561,19.4,1.8,1.2,3.0,0.11,-1.1,https://www.sports-reference.com/cbb/schools/dixie-state/men/2026.html
Houran Dan,houran-dan,Seattle,seattle,West Coast,D1,Hawaii,hawaii,2026-27,2025-26,D1,sports_reference_source_school_cache,,C,35,10,15.0,525.0,0.375,5.7,2.5,0.3,0.3,0.4,1.0,0.588,0.0,0.645,0.588,0.6074168797953964,0.0,0.46153846153846156,14.1,0.604,19.6,0.6,1.0,1.6,0.122,-1.8,https://www.sports-reference.com/cbb/schools/seattle/men/2026.html
Jaden Matingou,jaden-matingou,Point Loma Nazarene,point-loma-nazarene,PacWest,D2,Hawaii,hawaii,2026-27,2025-26,D2,phase1_school_stats,,,32,,28.5,912.0,0.7125,11.875,4.0625,4.3125,1.03125,0.09375,2.875,0.492,0.364,0.752,0.556910569105691,0.6168030125957668,0.35772357723577236,0.573170731707317,,,,,,,,,https://plnusealions.com/sports/mens-basketball/stats/2025-26
Kellen Hampton,kellen-hampton,Pacific,pacific,West Coast,D1,Hawaii,hawaii,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,1,0,1.0,1.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-16.7,0.0,0.0,0.0,0.0,0.0,0.046,0.0,https://www.sports-reference.com/cbb/schools/pacific/men/2026.html
Manie Joses,mansie-joses,Davidson,davidson,Atlantic 10,D1,Hawaii,hawaii,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,31,6,9.4,291.40000000000003,0.23500000000000001,1.8,2.2,0.5,0.5,0.5,0.2,0.535,0.238,0.75,0.593,0.587467362924282,0.5,0.2142857142857143,17.9,0.609,9.8,0.5,0.7,1.2,0.167,3.3,https://www.sports-reference.com/cbb/schools/davidson/men/2026.html
