target_conference,player_name,player_key,source_school,source_conference,source_level,destination_school,first_target_season,source_season,position,height,weight,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,target_games,target_games_started,target_mpg,target_minutes,target_minutes_share,target_ppg,target_rpg,target_apg,target_spg,target_bpg,target_topg,target_ts_pct,target_per,target_usg_pct,target_ws,target_ws_per_40,target_bpm,source_url,outcome_url
Atlantic 10,Keonte Jones,keonte jones,Cal State Northridge,Big West,D1,Dayton,2025-26,2024-25,F,6-6,175,33,30.8,0.77,13.1,9.0,4.1,1.8,1.3,2.6,0.506,0.382,0.675,0.528,17.01298701298701,11.688311688311687,5.324675324675325,2.3376623376623376,1.6883116883116882,3.3766233766233764,37,37,30.2,1117.3999999999999,0.755,7.7,5.3,2.2,1.5,0.7,1.4,0.5718954248366013,14.1,14.3,3.5,0.126,3.6,https://www.sports-reference.com/cbb/players/keonte-jones-1.html,https://www.sports-reference.com/cbb/players/keonte-jones-1.html
Atlantic 10,Dae Dae Grant,dae dae grant,Miami (OH),MAC,D1,Duquesne,2022-23,2021-22,G,6-2,180,32,33.0,0.825,17.5,4.7,4.1,0.9,0.1,1.9,0.423,0.343,0.853,0.497,21.21212121212121,5.696969696969697,4.96969696969697,1.0909090909090908,0.12121212121212122,2.303030303030303,33,33,32.6,1075.8,0.8150000000000001,15.5,4.6,2.5,1.2,0.1,1.6,0.5549985677456316,18.0,23.6,3.9,0.145,3.3,https://www.sports-reference.com/cbb/players/daedae-grant-1.html,https://www.sports-reference.com/cbb/players/daedae-grant-1.html
Atlantic 10,Joseph Reece,joseph reece,Bowling Green,MAC,D1,Duquesne,2022-23,2021-22,F,6-8,200,23,19.0,0.475,11.2,5.1,0.7,1.0,0.4,1.2,0.534,0.444,0.701,0.546,23.57894736842105,10.736842105263158,1.4736842105263157,2.1052631578947367,0.8421052631578947,2.526315789473684,29,27,18.4,533.5999999999999,0.45999999999999996,9.6,4.7,1.3,1.0,0.6,1.3,0.5657708628005658,24.4,26.4,2.4,0.182,4.5,https://www.sports-reference.com/cbb/players/joseph-reece-1.html,https://www.sports-reference.com/cbb/players/joseph-reece-1.html
Atlantic 10,Tevin Brewer,tevin brewer,Florida International,CUSA,D1,Duquesne,2022-23,2021-22,G,5-8,160,30,32.1,0.8025,15.2,3.5,5.6,0.9,0.0,2.8,0.426,0.398,0.829,0.513,18.94080996884735,4.361370716510903,6.978193146417445,1.1214953271028036,0.0,3.4890965732087227,29,26,25.2,730.8,0.63,7.5,1.6,3.2,0.6,0.0,1.1,0.526685393258427,11.9,16.0,1.7,0.093,-0.7,https://www.sports-reference.com/cbb/players/tevin-brewer-1.html,https://www.sports-reference.com/cbb/players/tevin-brewer-1.html
Atlantic 10,Andrei Savrasov,andrei savrasov,Georgia Southern,Sun Belt,D1,Duquesne,2023-24,2022-23,F,6-7,225,29,30.4,0.76,14.3,7.3,1.2,1.3,0.3,1.6,0.498,0.359,0.693,0.55,18.815789473684212,9.605263157894738,1.5789473684210527,1.7105263157894737,0.39473684210526316,2.1052631578947367,20,12,16.5,330.0,0.4125,5.9,3.5,1.1,0.9,0.4,0.7,0.5414831130690162,18.8,19.3,1.2,0.151,5.7,https://www.sports-reference.com/cbb/players/andrei-savrasov-1.html,https://www.sports-reference.com/cbb/players/andrei-savrasov-1.html
Atlantic 10,Dusan Mahorcic,dusan mahorcic,NC State,ACC,D1,Duquesne,2023-24,2022-23,F,6-10,230,10,20.9,0.5225,8.7,6.6,1.2,0.6,0.7,1.2,0.643,0.0,0.577,0.643,16.650717703349283,12.631578947368421,2.2966507177033493,1.1483253588516746,1.3397129186602872,2.2966507177033493,26,15,10.5,273.0,0.2625,4.5,2.0,0.5,0.2,0.2,0.7,0.5541871921182266,16.2,23.7,0.8,0.112,-1.0,https://www.sports-reference.com/cbb/players/dusan-mahorcic-1.html,https://www.sports-reference.com/cbb/players/dusan-mahorcic-1.html
Atlantic 10,Fousseyni Drame,fousseyni drame,La Salle,A-10,D1,Duquesne,2023-24,2022-23,F,6-7,192,34,26.1,0.6525000000000001,8.8,5.3,0.7,1.0,0.8,1.1,0.43,0.26,0.613,0.467,13.486590038314176,8.122605363984674,1.0727969348659003,1.532567049808429,1.2260536398467432,1.685823754789272,37,6,21.4,791.8,0.5349999999999999,6.9,5.7,1.1,0.7,0.4,1.1,0.5792478173270651,17.5,17.1,3.0,0.151,3.9,https://www.sports-reference.com/cbb/players/fousseyni-drame-1.html,https://www.sports-reference.com/cbb/players/fousseyni-drame-1.html
Atlantic 10,Hassan Drame,hassan drame,La Salle,A-10,D1,Duquesne,2023-24,2022-23,F,6-7,190,34,21.9,0.5475,6.4,4.3,0.7,1.0,0.4,1.0,0.367,0.313,0.674,0.437,11.689497716894978,7.853881278538814,1.2785388127853883,1.8264840182648403,0.7305936073059361,1.8264840182648403,13,0,11.7,152.1,0.2925,3.4,3.2,0.5,0.4,0.1,0.6,0.47539149888143173,12.1,18.5,0.4,0.097,-1.3,https://www.sports-reference.com/cbb/players/hassan-drame-1.html,https://www.sports-reference.com/cbb/players/hassan-drame-1.html
Atlantic 10,Cameron Crawford,cameron crawford,Marshall,Sun Belt,D1,Duquesne,2024-25,2023-24,G,6-5,175,24,17.6,0.44000000000000006,8.2,2.4,1.4,0.8,0.2,1.8,0.372,0.315,0.721,0.432,18.636363636363633,5.454545454545454,3.1818181818181817,1.8181818181818181,0.45454545454545453,4.090909090909091,29,22,23.1,669.9000000000001,0.5775,8.6,2.5,1.1,0.9,0.1,1.5,0.5823401950162513,13.1,20.1,1.7,0.099,0.5,https://www.sports-reference.com/cbb/players/cameron-crawford-2.html,https://www.sports-reference.com/cbb/players/cameron-crawford-2.html
Atlantic 10,Eli Wilborn,eli wilborn,Saint Francis (PA),NEC,D1,Duquesne,2024-25,2023-24,F,6-8,215,30,25.6,0.64,10.8,7.4,1.7,0.8,1.6,1.9,0.54,0.167,0.56,0.542,16.875,11.5625,2.65625,1.25,2.5,2.96875,28,13,12.8,358.40000000000003,0.32,5.0,3.5,0.4,0.4,0.9,0.8,0.6027000964320155,20.6,20.4,1.4,0.155,-0.5,https://www.sports-reference.com/cbb/players/eli-wilborn-1.html,https://www.sports-reference.com/cbb/players/eli-wilborn-1.html
Atlantic 10,Jahsean Corbett,jahsean corbett,Chicago State,Ind,D1,Duquesne,2024-25,2023-24,G,6-6,195,32,35.4,0.885,15.4,7.7,1.6,0.9,0.1,2.0,0.459,0.287,0.695,0.491,17.401129943502827,8.700564971751414,1.807909604519774,1.0169491525423728,0.11299435028248588,2.2598870056497176,31,22,25.4,787.4,0.635,8.3,5.2,1.7,0.8,0.2,1.1,0.44318667236223835,13.6,21.5,1.7,0.086,-1.0,https://www.sports-reference.com/cbb/players/jahsean-corbett-1.html,https://www.sports-reference.com/cbb/players/jahsean-corbett-1.html
Atlantic 10,Maximus Edwards,maximus edwards,George Washington,A-10,D1,Duquesne,2024-25,2023-24,G,6-5,215,31,28.0,0.7,12.4,6.6,1.2,0.7,0.4,2.2,0.427,0.358,0.867,0.508,17.714285714285715,9.428571428571429,1.7142857142857142,1.0,0.5714285714285714,3.142857142857143,32,10,19.7,630.4,0.4925,8.3,3.6,1.1,0.6,0.2,1.5,0.5539241857981848,15.4,23.8,1.6,0.104,1.7,https://www.sports-reference.com/cbb/players/maximus-edwards-2.html,https://www.sports-reference.com/cbb/players/maximus-edwards-2.html
Atlantic 10,Tre Dinkins,tre dinkins,Canisius,MAAC,D1,Duquesne,2024-25,2023-24,G,6-2,190,32,35.1,0.8775000000000001,15.4,2.7,3.6,1.0,0.3,2.4,0.41,0.365,0.786,0.512,17.54985754985755,3.0769230769230766,4.102564102564102,1.1396011396011396,0.3418803418803419,2.735042735042735,32,30,29.2,934.4,0.73,12.9,2.3,3.1,0.9,0.1,1.8,0.5581516095534786,16.2,23.9,3.0,0.129,3.2,https://www.sports-reference.com/cbb/players/tre-dinkins-1.html,https://www.sports-reference.com/cbb/players/tre-dinkins-1.html
Atlantic 10,Alex Williams,alex williams,Furman,Southern,D1,Duquesne,2025-26,2023-24,F,6-5,205,25,27.0,0.675,13.2,4.8,1.0,0.7,0.0,1.7,0.438,0.399,0.759,0.552,19.555555555555557,7.111111111111111,1.4814814814814814,1.037037037037037,0.0,2.5185185185185186,31,1,17.8,551.8000000000001,0.445,9.2,3.5,0.9,0.5,0.2,1.1,0.5983350676378771,18.8,24.6,2.0,0.147,4.3,https://www.sports-reference.com/cbb/players/alex-williams-3.html,https://www.sports-reference.com/cbb/players/alex-williams-3.html
Atlantic 10,Jimmie Williams,jimmie williams,South Florida,AAC,D1,Duquesne,2025-26,2024-25,G,6-5,210,30,18.4,0.45999999999999996,7.5,2.6,1.2,1.2,0.0,0.7,0.464,0.4,0.75,0.541,16.304347826086957,5.6521739130434785,2.608695652173913,2.608695652173913,0.0,1.5217391304347827,33,33,29.7,980.1,0.7424999999999999,15.1,4.5,2.6,1.6,0.1,1.7,0.5804120541205412,19.2,24.8,3.6,0.145,3.8,https://www.sports-reference.com/cbb/players/jimmie-williams-1.html,https://www.sports-reference.com/cbb/players/jimmie-williams-1.html
Atlantic 10,John Hugley,john hugley,Xavier,Big East,D1,Duquesne,2025-26,2024-25,F,6-9,240,34,9.9,0.2475,2.9,2.0,0.7,0.0,0.1,0.8,0.471,0.5,0.6,0.544,11.717171717171716,8.080808080808081,2.8282828282828283,0.0,0.40404040404040403,3.2323232323232323,27,10,16.0,432.0,0.4,7.7,3.5,1.3,0.2,0.2,1.4,0.5956064356435644,17.0,24.8,1.3,0.122,-0.7,https://www.sports-reference.com/cbb/players/john-hugley-1.html,https://www.sports-reference.com/cbb/players/john-hugley-1.html
Atlantic 10,Stef van Bussel,stef van bussel,Saint Louis,A-10,D1,Duquesne,2025-26,2023-24,C,6-10,255,21,7.9,0.1975,1.6,2.6,0.3,0.1,0.5,0.3,0.579,0.0,0.478,0.579,8.101265822784809,13.164556962025316,1.5189873417721518,0.5063291139240506,2.531645569620253,1.5189873417721518,17,0,5.9,100.30000000000001,0.14750000000000002,1.4,1.8,0.4,0.1,0.1,0.8,0.7261410788381742,8.1,15.3,0.1,0.027,-7.1,https://www.sports-reference.com/cbb/players/stef-van-bussel-1.html,https://www.sports-reference.com/cbb/players/stef-van-bussel-1.html
Atlantic 10,Tarence Guinyard,tarence guinyard,UT Martin,OVC,D1,Duquesne,2025-26,2024-25,G,6-2,170,32,28.2,0.705,16.3,4.7,2.3,1.3,0.2,1.8,0.444,0.327,0.743,0.514,23.120567375886527,6.666666666666667,3.2624113475177308,1.8439716312056738,0.28368794326241137,2.5531914893617023,32,32,33.3,1065.6,0.8324999999999999,16.6,3.3,4.7,1.3,0.0,2.2,0.5920114122681883,18.6,24.5,3.9,0.148,3.7,https://www.sports-reference.com/cbb/players/tarence-guinyard-1.html,https://www.sports-reference.com/cbb/players/tarence-guinyard-1.html
Atlantic 10,Khalid Moore,khalid moore,Georgia Tech,ACC,D1,Fordham,2022-23,2021-22,F,6-7,200,32,23.9,0.5974999999999999,5.2,3.4,0.7,1.1,0.2,1.1,0.409,0.214,0.68,0.429,8.702928870292888,5.6903765690376575,1.1715481171548119,1.8410041841004186,0.3347280334728034,1.8410041841004186,33,33,31.2,1029.6,0.78,15.7,6.7,1.8,1.1,0.3,2.7,0.595780206435944,20.6,25.6,4.3,0.166,3.5,https://www.sports-reference.com/cbb/players/khalid-moore-1.html,https://www.sports-reference.com/cbb/players/khalid-moore-1.html
Atlantic 10,Jackie Johnson,jackie johnson,UNLV,MWC,D1,Fordham,2024-25,2023-24,G,5-11,185,34,14.8,0.37,5.4,1.0,0.9,0.4,0.1,0.7,0.41,0.344,0.5,0.5,14.594594594594595,2.7027027027027026,2.4324324324324325,1.081081081081081,0.27027027027027023,1.8918918918918919,33,32,30.3,999.9,0.7575000000000001,19.5,2.9,2.5,1.5,0.0,2.8,0.5523453433038749,19.2,32.8,2.4,0.096,2.7,https://www.sports-reference.com/cbb/players/jackie-johnsoniii-1.html,https://www.sports-reference.com/cbb/players/jackie-johnsoniii-1.html
Atlantic 10,Akira Jacobs,akira jacobs,Hawaii,Big West,D1,Fordham,2025-26,2024-25,F,6-9,205,30,18.9,0.4725,6.9,2.6,0.6,0.1,0.2,1.1,0.411,0.306,0.78,0.506,14.603174603174605,5.502645502645503,1.26984126984127,0.21164021164021166,0.4232804232804233,2.3280423280423284,32,30,28.4,908.8,0.71,7.2,4.8,0.9,0.5,0.1,0.6,0.5504587155963303,10.7,13.1,2.7,0.12,-1.1,https://www.sports-reference.com/cbb/players/akira-jacobs-1.html,https://www.sports-reference.com/cbb/players/akira-jacobs-1.html
