first_wcc_season,destination_school,destination_school_slug,player_name,player_key,class,position,height,weight,sports_reference_player_url,roster_cache_path,previous_team_roster_status,profile_cache_status,profile_prior_season,profile_prior_school,profile_prior_conf,profile_prior_level_guess,profile_transfer_candidate,candidate_action,audit_status,source_school,source_conference,source_season,games,mpg,ppg,rpg,apg,spg,bpg,topg,fg_pct,fg3_pct,ft_pct,efg_pct,source_url,model_recommendation
2024-25,San Diego,san-diego,Colby Brooks,colby brooks,SR,F,6-7,210,https://www.sports-reference.com/cbb/players/colby-brooks-1.html,data/cache/sports_reference_wcc_schools/san-diego_2025.html,not_on_previous_roster,cached,2023-24,Gonzaga,WCC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Gonzaga,WCC,2023-24,14,3.0,1.0,1.2,0.1,0.0,0.0,0.1,0.333,0.0,0.444,0.333,https://www.sports-reference.com/cbb/players/colby-brooks-1.html,include_d1_transfer_after_outcome_stats
2025-26,San Diego,san-diego,Assane Diop,assane diop,JR,F,6-10,210,https://www.sports-reference.com/cbb/players/assane-diop-2.html,data/cache/sports_reference_wcc_schools/san-diego_2026.html,not_on_previous_roster,cached,2024-25,Colorado,Big 12,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Colorado,Big 12,2024-25,35,15.1,3.8,3.7,0.8,0.3,0.1,1.1,0.389,0.2,0.791,0.416,https://www.sports-reference.com/cbb/players/assane-diop-2.html,include_d1_transfer_after_outcome_stats
2025-26,San Diego,san-diego,Dominique Ford,dominique ford,SR,G,6-4,196,https://www.sports-reference.com/cbb/players/dominique-ford-1.html,data/cache/sports_reference_wcc_schools/san-diego_2026.html,not_on_previous_roster,cached,2024-25,Southern Utah,WAC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Southern Utah,WAC,2024-25,25,26.9,14.5,2.8,1.4,1.0,0.1,1.5,0.419,0.32,0.896,0.503,https://www.sports-reference.com/cbb/players/dominique-ford-1.html,include_d1_transfer_after_outcome_stats
2025-26,San Diego,san-diego,Juan Sebastian Gorosito,juan sebastian gorosito,SR,G,6-1,150,https://www.sports-reference.com/cbb/players/juan-sebastian-gorosito-1.html,data/cache/sports_reference_wcc_schools/san-diego_2026.html,not_on_previous_roster,cached,2024-25,Ball State,MAC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Ball State,MAC,2024-25,31,26.2,8.9,2.3,1.7,0.9,0.1,1.2,0.414,0.409,0.741,0.577,https://www.sports-reference.com/cbb/players/juan-sebastian-gorosito-1.html,include_d1_transfer_after_outcome_stats
2025-26,San Diego,san-diego,Tim Moore,tim moore,SR,F,6-6,215,https://www.sports-reference.com/cbb/players/tim-moore-3.html,data/cache/sports_reference_wcc_schools/san-diego_2026.html,not_on_previous_roster,cached,2024-25,NJIT,AmEast,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,NJIT,AmEast,2024-25,30,26.7,12.9,6.7,0.2,0.7,1.4,1.2,0.513,0.365,0.783,0.563,https://www.sports-reference.com/cbb/players/tim-moore-3.html,include_d1_transfer_after_outcome_stats
2025-26,San Diego,san-diego,Toneari Lane,toneari lane,SR,G,6-5,210,https://www.sports-reference.com/cbb/players/toneari-lane-1.html,data/cache/sports_reference_wcc_schools/san-diego_2026.html,not_on_previous_roster,cached,2024-25,Georgia State,Sun Belt,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Georgia State,Sun Belt,2024-25,33,35.1,13.8,2.9,1.6,0.6,0.1,0.9,0.379,0.353,0.87,0.491,https://www.sports-reference.com/cbb/players/toneari-lane-1.html,include_d1_transfer_after_outcome_stats
2025-26,San Diego,san-diego,Ty-Laur Johnson,ty laur johnson,JR,G,6-0,160,https://www.sports-reference.com/cbb/players/ty-laur-johnson-2.html,data/cache/sports_reference_wcc_schools/san-diego_2026.html,not_on_previous_roster,cached,2024-25,Wake Forest,ACC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Wake Forest,ACC,2024-25,29,23.5,6.1,1.9,2.7,1.5,0.3,2.3,0.35,0.241,0.831,0.393,https://www.sports-reference.com/cbb/players/ty-laur-johnson-2.html,include_d1_transfer_after_outcome_stats
2022-23,San Francisco,san-francisco,Marcus Williams,marcus williams,JR,G,6-2,180,https://www.sports-reference.com/cbb/players/marcus-williams-24.html,data/cache/sports_reference_wcc_schools/san-francisco_2023.html,not_on_previous_roster,cached,2021-22,Texas A&M,SEC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Texas A&M,SEC,2021-22,27,24.5,7.9,2.2,3.4,1.3,0.1,2.7,0.362,0.283,0.61,0.425,https://www.sports-reference.com/cbb/players/marcus-williams-24.html,include_d1_transfer_after_outcome_stats
2022-23,San Francisco,san-francisco,Saba Gigiberia,saba gigiberia,JR,F,7-1,250,https://www.sports-reference.com/cbb/players/saba-gigiberia-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2023.html,not_on_previous_roster,cached,2021-22,Georgia Tech,ACC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Georgia Tech,ACC,2021-22,15,7.9,2.5,2.3,0.7,0.3,0.4,0.7,0.485,,0.6,0.485,https://www.sports-reference.com/cbb/players/saba-gigiberia-1.html,include_d1_transfer_after_outcome_stats
2022-23,San Francisco,san-francisco,Toni Rocak,toni rocak,SR,F,6-8,220,https://www.sports-reference.com/cbb/players/toni-rocak-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2023.html,not_on_previous_roster,cached,2021-22,UC San Diego,Big West,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,UC San Diego,Big West,2021-22,27,26.9,15.2,6.5,2.0,1.1,0.6,3.8,0.465,0.25,0.671,0.48,https://www.sports-reference.com/cbb/players/toni-rocak-1.html,include_d1_transfer_after_outcome_stats
2022-23,San Francisco,san-francisco,Tyrell Roberts,tyrell roberts,SR,G,5-11,170,https://www.sports-reference.com/cbb/players/tyrell-roberts-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2023.html,not_on_previous_roster,cached,2021-22,Washington State,Pac-12,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Washington State,Pac-12,2021-22,36,29.3,11.4,2.6,2.0,0.7,0.0,1.5,0.355,0.344,0.925,0.46,https://www.sports-reference.com/cbb/players/tyrell-roberts-1.html,include_d1_transfer_after_outcome_stats
2023-24,San Francisco,san-francisco,Jonathan Mogbo,jonathan mogbo,JR,F,6-8,225,https://www.sports-reference.com/cbb/players/jonathan-mogbo-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2024.html,not_on_previous_roster,cached,2022-23,Missouri State,MVC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Missouri State,MVC,2022-23,30,24.4,8.0,7.0,1.4,1.3,1.1,1.7,0.589,,0.432,0.589,https://www.sports-reference.com/cbb/players/jonathan-mogbo-1.html,include_d1_transfer_after_outcome_stats
2023-24,San Francisco,san-francisco,Malik Thomas,malik thomas,JR,G,6-4,190,https://www.sports-reference.com/cbb/players/malik-thomas-2.html,data/cache/sports_reference_wcc_schools/san-francisco_2024.html,not_on_previous_roster,cached,2022-23,Southern California,Pac-12,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Southern California,Pac-12,2022-23,27,8.1,2.4,1.0,0.3,0.4,0.0,0.5,0.365,0.263,0.737,0.405,https://www.sports-reference.com/cbb/players/malik-thomas-2.html,include_d1_transfer_after_outcome_stats
2023-24,San Francisco,san-francisco,Mike Sharavjamts,mike sharavjamts,SO,F,6-8,180,https://www.sports-reference.com/cbb/players/mike-sharavjamts-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2024.html,not_on_previous_roster,cached,2022-23,Dayton,A-10,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Dayton,A-10,2022-23,32,23.1,5.6,1.9,2.6,0.4,0.3,1.5,0.388,0.315,0.677,0.476,https://www.sports-reference.com/cbb/players/mike-sharavjamts-1.html,include_d1_transfer_after_outcome_stats
2023-24,San Francisco,san-francisco,Robby Beasley,robby beasley,JR,G,6-3,190,https://www.sports-reference.com/cbb/players/robby-beasley-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2024.html,not_on_previous_roster,cached,2022-23,UC Davis,Big West,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,UC Davis,Big West,2022-23,24,27.1,9.4,3.0,1.2,0.7,0.1,1.1,0.42,0.424,0.725,0.54,https://www.sports-reference.com/cbb/players/robby-beasley-1.html,include_d1_transfer_after_outcome_stats
2023-24,San Francisco,san-francisco,Stefan Todorovic,stefan todorovic,JR,F,6-8,190,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2024.html,not_on_previous_roster,cached,2022-23,SMU,AAC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,SMU,AAC,2022-23,31,16.6,5.5,2.4,0.4,0.5,0.2,0.6,0.352,0.316,0.822,0.459,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,include_d1_transfer_after_outcome_stats
2024-25,San Francisco,san-francisco,Carlton Linguard,carlton linguard,SR,F,6-11,215,https://www.sports-reference.com/cbb/players/carlton-linguardjr-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2025.html,not_on_previous_roster,cached,2023-24,UTSA,AAC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,UTSA,AAC,2023-24,32,25.3,9.3,6.2,0.8,0.2,1.5,0.8,0.418,0.306,0.792,0.49,https://www.sports-reference.com/cbb/players/carlton-linguardjr-1.html,include_d1_transfer_after_outcome_stats
2024-25,San Francisco,san-francisco,Jason Rivera-Torres,jason rivera torres,SO,G,6-7,180,https://www.sports-reference.com/cbb/players/jason-rivera-torres-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2025.html,not_on_previous_roster,cached,2023-24,Vanderbilt,SEC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Vanderbilt,SEC,2023-24,29,15.4,6.4,3.1,0.6,0.9,0.2,0.9,0.333,0.241,0.764,0.391,https://www.sports-reference.com/cbb/players/jason-rivera-torres-1.html,include_d1_transfer_after_outcome_stats
2025-26,San Francisco,san-francisco,Aidan Braccia,aidan braccia,JR,G,6-2,165,https://www.sports-reference.com/cbb/players/aidan-braccia-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2026.html,not_on_previous_roster,cached,2024-25,Belmont,MVC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Belmont,MVC,2024-25,2,4.0,1.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,,0.75,https://www.sports-reference.com/cbb/players/aidan-braccia-1.html,include_d1_transfer_after_outcome_stats
2025-26,San Francisco,san-francisco,David Fuchs,david fuchs,JR,F,6-9,225,https://www.sports-reference.com/cbb/players/david-fuchs-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2026.html,not_on_previous_roster,cached,2024-25,Rhode Island,A-10,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Rhode Island,A-10,2024-25,29,20.7,7.4,7.5,0.9,0.6,0.4,1.4,0.587,0.294,0.594,0.607,https://www.sports-reference.com/cbb/players/david-fuchs-1.html,include_d1_transfer_after_outcome_stats
2025-26,San Francisco,san-francisco,Guillermo Diaz Graham,guillermo diaz graham,SR,F,7-0,205,https://www.sports-reference.com/cbb/players/guillermo-diaz-graham-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2026.html,not_on_previous_roster,cached,2024-25,Pittsburgh,ACC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Pittsburgh,ACC,2024-25,32,23.2,6.2,5.0,1.5,0.5,0.7,0.9,0.423,0.316,0.676,0.534,https://www.sports-reference.com/cbb/players/guillermo-diaz-graham-1.html,include_d1_transfer_after_outcome_stats
2025-26,San Francisco,san-francisco,Isa Silva,isa silva,SR,G,6-4,190,https://www.sports-reference.com/cbb/players/isa-silva-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2026.html,not_on_previous_roster,cached,2023-24,Long Beach State,Big West,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Long Beach State,Big West,2023-24,36,12.5,2.4,1.1,1.2,0.5,0.1,0.7,0.34,0.25,0.55,0.38,https://www.sports-reference.com/cbb/players/isa-silva-1.html,include_d1_transfer_after_outcome_stats
2025-26,San Francisco,san-francisco,Mookie Cook,mookie cook,JR,F,6-7,200,https://www.sports-reference.com/cbb/players/mookie-cook-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2026.html,not_on_previous_roster,cached,2024-25,Oregon,Big Ten,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Oregon,Big Ten,2024-25,24,4.3,1.1,0.5,0.1,0.2,0.2,0.0,0.588,0.444,0.5,0.706,https://www.sports-reference.com/cbb/players/mookie-cook-1.html,include_d1_transfer_after_outcome_stats
2025-26,San Francisco,san-francisco,Vukasin Masic,vukasin masic,SR,G,6-5,195,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html,data/cache/sports_reference_wcc_schools/san-francisco_2026.html,not_on_previous_roster,cached,2024-25,Portland,WCC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Portland,WCC,2024-25,27,27.9,10.5,3.2,3.3,0.6,0.0,1.4,0.417,0.362,0.787,0.518,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html,include_d1_transfer_after_outcome_stats
2022-23,Santa Clara,santa-clara,Brandin Podziemski,brandin podziemski,SO,G,6-5,200,https://www.sports-reference.com/cbb/players/brandin-podziemski-1.html,data/cache/sports_reference_wcc_schools/santa-clara_2023.html,not_on_previous_roster,cached,2021-22,Illinois,Big Ten,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Illinois,Big Ten,2021-22,16,4.3,1.4,0.9,0.3,0.1,0.0,0.3,0.421,0.231,0.75,0.5,https://www.sports-reference.com/cbb/players/brandin-podziemski-1.html,include_d1_transfer_after_outcome_stats
2022-23,Santa Clara,santa-clara,Carlos Marshall,carlos marshall,SR,G,6-6,210,https://www.sports-reference.com/cbb/players/carlos-marshalljr-1.html,data/cache/sports_reference_wcc_schools/santa-clara_2023.html,not_on_previous_roster,cached,2021-22,Tennessee State,OVC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Tennessee State,OVC,2021-22,30,26.9,12.8,3.4,1.4,1.0,0.3,2.4,0.432,0.406,0.831,0.523,https://www.sports-reference.com/cbb/players/carlos-marshalljr-1.html,include_d1_transfer_after_outcome_stats
2023-24,Santa Clara,santa-clara,Adama Bal,adama bal,JR,G,6-6,190,https://www.sports-reference.com/cbb/players/adama-bal-1.html,data/cache/sports_reference_wcc_schools/santa-clara_2024.html,not_on_previous_roster,cached,2022-23,Arizona,Pac-12,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Arizona,Pac-12,2022-23,26,8.2,2.5,1.0,0.5,0.3,0.0,0.5,0.392,0.353,0.706,0.51,https://www.sports-reference.com/cbb/players/adama-bal-1.html,include_d1_transfer_after_outcome_stats
2023-24,Santa Clara,santa-clara,Francisco Caffaro,francisco caffaro,SR,C,7-0,250,https://www.sports-reference.com/cbb/players/francisco-caffaro-1.html,data/cache/sports_reference_wcc_schools/santa-clara_2024.html,not_on_previous_roster,cached,2022-23,Virginia,ACC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Virginia,ACC,2022-23,20,8.2,2.0,1.8,0.2,0.1,0.1,0.5,0.75,,0.556,0.75,https://www.sports-reference.com/cbb/players/francisco-caffaro-1.html,include_d1_transfer_after_outcome_stats
2023-24,Santa Clara,santa-clara,Jalen Benjamin,jalen benjamin,SR,G,5-10,140,https://www.sports-reference.com/cbb/players/jalen-benjamin-1.html,data/cache/sports_reference_wcc_schools/santa-clara_2024.html,not_on_previous_roster,cached,2022-23,Mount St. Mary's,MAAC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Mount St. Mary's,MAAC,2022-23,31,31.5,16.0,2.8,3.8,0.6,0.1,2.8,0.418,0.368,0.791,0.478,https://www.sports-reference.com/cbb/players/jalen-benjamin-1.html,include_d1_transfer_after_outcome_stats
2023-24,Santa Clara,santa-clara,Johnny O'Neil,johnny o neil,JR,F,6-9,200,https://www.sports-reference.com/cbb/players/johnny-oneil-1.html,data/cache/sports_reference_wcc_schools/santa-clara_2024.html,not_on_previous_roster,cached,2022-23,American,Patriot,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,American,Patriot,2022-23,30,32.0,11.3,6.6,1.4,0.9,1.7,1.8,0.447,0.392,0.614,0.557,https://www.sports-reference.com/cbb/players/johnny-oneil-1.html,include_d1_transfer_after_outcome_stats
2023-24,Santa Clara,santa-clara,Tyeree Bryan,tyeree bryan,JR,G,6-6,202,https://www.sports-reference.com/cbb/players/tyeree-bryan-1.html,data/cache/sports_reference_wcc_schools/santa-clara_2024.html,not_on_previous_roster,cached,2022-23,Charleston Southern,Big South,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Charleston Southern,Big South,2022-23,29,31.4,10.5,5.5,1.8,0.6,0.4,1.1,0.452,0.421,0.757,0.529,https://www.sports-reference.com/cbb/players/tyeree-bryan-1.html,include_d1_transfer_after_outcome_stats
2024-25,Santa Clara,santa-clara,Carlos Stewart,carlos stewart,SR,G,6-1,185,https://www.sports-reference.com/cbb/players/carlos-stewart-1.html,data/cache/sports_reference_wcc_schools/santa-clara_2025.html,not_on_previous_roster,cached,2023-24,Louisiana State,SEC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Louisiana State,SEC,2023-24,13,19.5,4.7,2.2,1.0,0.8,0.1,0.5,0.328,0.278,0.7,0.403,https://www.sports-reference.com/cbb/players/carlos-stewart-1.html,include_d1_transfer_after_outcome_stats
2025-26,Santa Clara,santa-clara,Aleksandar Gavalyugov,aleksandar gavalyugov,SO,G,6-0,175,https://www.sports-reference.com/cbb/players/aleksandar-gavalyugov-1.html,data/cache/sports_reference_wcc_schools/santa-clara_2026.html,not_on_previous_roster,cached,2024-25,Villanova,Big East,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Villanova,Big East,2024-25,4,4.8,2.0,0.0,0.3,0.5,0.0,0.3,0.5,0.667,,0.667,https://www.sports-reference.com/cbb/players/aleksandar-gavalyugov-1.html,include_d1_transfer_after_outcome_stats
2025-26,Santa Clara,santa-clara,Chris Tadjo,chris tadjo,SO,F,6-8,240,https://www.sports-reference.com/cbb/players/chris-tadjo-1.html,data/cache/sports_reference_wcc_schools/santa-clara_2026.html,not_on_previous_roster,cached,2024-25,Iowa,Big Ten,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Iowa,Big Ten,2024-25,11,5.0,1.7,1.2,0.0,0.1,0.2,0.5,0.5,0.5,0.5,0.536,https://www.sports-reference.com/cbb/players/chris-tadjo-1.html,include_d1_transfer_after_outcome_stats
2025-26,Santa Clara,santa-clara,Gehrig Normand,gehrig normand,SO,G,6-5,190,https://www.sports-reference.com/cbb/players/gehrig-normand-1.html,data/cache/sports_reference_wcc_schools/santa-clara_2026.html,not_on_previous_roster,cached,2024-25,Michigan State,Big Ten,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Michigan State,Big Ten,2024-25,13,2.0,0.6,0.1,0.2,0.0,0.0,0.1,0.375,0.333,,0.5,https://www.sports-reference.com/cbb/players/gehrig-normand-1.html,include_d1_transfer_after_outcome_stats
2025-26,Santa Clara,santa-clara,Juan Reyna,juan reyna,SR,G,6-2,182,https://www.sports-reference.com/cbb/players/juan-reyna-1.html,data/cache/sports_reference_wcc_schools/santa-clara_2026.html,not_on_previous_roster,cached,2024-25,Jackson State,SWAC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Jackson State,SWAC,2024-25,27,15.1,4.1,1.9,0.9,0.4,0.0,0.6,0.233,0.244,0.875,0.318,https://www.sports-reference.com/cbb/players/juan-reyna-1.html,include_d1_transfer_after_outcome_stats
2025-26,Washington State,washington-state,Eemeli Yalaho,eemeli yalaho,JR,F,6-8,240,https://www.sports-reference.com/cbb/players/eemeli-yalaho-1.html,data/cache/sports_reference_wcc_schools/washington-state_2026.html,not_on_previous_roster,cached,2024-25,Texas Tech,Big 12,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Texas Tech,Big 12,2024-25,8,11.3,3.3,2.4,0.8,0.3,0.1,0.5,0.556,0.5,0.429,0.639,https://www.sports-reference.com/cbb/players/eemeli-yalaho-1.html,include_d1_transfer_after_outcome_stats
2025-26,Washington State,washington-state,Emmanuel Ugbo,emmanuel ugbo,JR,F,6-8,235,https://www.sports-reference.com/cbb/players/emmanuel-ugbo-1.html,data/cache/sports_reference_wcc_schools/washington-state_2026.html,not_on_previous_roster,cached,2024-25,Boise State,MWC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Boise State,MWC,2024-25,36,10.0,3.1,2.3,0.2,0.1,0.4,0.5,0.482,0.227,0.788,0.512,https://www.sports-reference.com/cbb/players/emmanuel-ugbo-1.html,include_d1_transfer_after_outcome_stats
2025-26,Washington State,washington-state,Jerone Morton,jerone morton,JR,G,6-4,200,https://www.sports-reference.com/cbb/players/jerone-morton-1.html,data/cache/sports_reference_wcc_schools/washington-state_2026.html,not_on_previous_roster,cached,2024-25,Morehead State,OVC,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,Morehead State,OVC,2024-25,26,29.5,10.4,3.2,3.4,1.3,0.2,1.9,0.45,0.377,0.72,0.513,https://www.sports-reference.com/cbb/players/jerone-morton-1.html,include_d1_transfer_after_outcome_stats
2025-26,Washington State,washington-state,Simon Hildebrandt,simon hildebrandt,SR,F,6-9,238,https://www.sports-reference.com/cbb/players/simon-hildebrandt-1.html,data/cache/sports_reference_wcc_schools/washington-state_2026.html,not_on_previous_roster,cached,2024-25,High Point,Big South,D1,True,add_transfer_row_and_d1_source_stats,possible_transfer,High Point,Big South,2024-25,25,13.4,5.5,3.0,0.4,0.2,0.2,1.0,0.466,0.339,0.742,0.558,https://www.sports-reference.com/cbb/players/simon-hildebrandt-1.html,include_d1_transfer_after_outcome_stats
