player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,pathway_type,sr_season,sr_team,sr_conf,class,position,games,games_started,mpg,minutes,minutes_share,ppg,rpg,apg,spg,bpg,topg,fg_pct,fg3_pct,ft_pct,efg_pct,ts_pct,three_rate,ft_rate,per,ts_pct_advanced,usg_pct,ows,dws,ws,ws_per_40,bpm,source_url
"Ramel Lloyd, Jr.",ramel-lloyd-jr,Nebraska,nebraska,Big Ten,D1,Long Beach State,long-beach-state,2024-25,d1_big_west,,,,,G,10,5,15.6,156.0,0.39,4.7,1.6,0.4,0.2,0.1,0.6,0.313,0.19,0.65,0.354,0.41373239436619724,0.43750000000000006,0.4166666666666667,5.6,0.409,21.5,-0.1,0.0,0.0,-0.005,-8.2,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2025.html
T.J. Wainwright,tj-wainwright,Robert Morris,robert-morris,Horizon,D1,Long Beach State,long-beach-state,2024-25,d1_big_west,,,,,G,29,18,30.0,870.0,0.75,13.4,2.7,1.7,0.9,0.0,1.4,0.466,0.407,0.841,0.564,0.607324147933285,0.47959183673469385,0.2857142857142857,17.0,0.603,22.0,2.1,0.4,2.5,0.115,-0.3,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2025.html
Christian Jones,christian-jones,Angelina College,angelina-college2,,JUCO,Long Beach State,long-beach-state,2025-26,juco_big_west,,,,,G,18,1,10.2,183.6,0.255,3.4,1.4,0.3,0.6,0.4,0.4,0.44,0.355,0.778,0.55,0.5629139072847682,0.6071428571428572,0.17857142857142858,14.1,0.571,16.6,0.2,0.3,0.5,0.111,1.7,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Cole Farrell,cole-farrell,Portland State,portland-state,Big Sky,D1,Long Beach State,long-beach-state,2025-26,d1_big_west,,,,,G,32,32,20.8,665.6,0.52,6.4,2.2,1.3,0.6,0.1,1.1,0.401,0.275,0.654,0.437,0.46349942062572425,0.25806451612903225,0.25806451612903225,8.9,0.465,19.2,0.0,0.6,0.6,0.034,-4.2,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Immanuel Lewis,immanuel-lewis,Atlantic Cape Community College,atlantic-cape-community-college,,JUCO,Long Beach State,long-beach-state,2025-26,juco_big_west,,,,,G,1,0,7.0,7.0,0.175,4.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.75,0.6944444444444444,0.5,1.0,24.3,0.678,20.9,0.0,0.0,0.0,0.208,0.0,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Isaiah Lewis,isaiah-lewis2,Little Rock,little-rock,Ohio Valley,D1,Long Beach State,long-beach-state,2025-26,d1_big_west,,,,,G,32,13,22.1,707.2,0.5525,6.0,1.9,2.3,1.1,0.1,1.6,0.363,0.318,0.769,0.422,0.4758883248730965,0.37500000000000006,0.28571428571428575,8.1,0.469,18.0,-0.2,0.8,0.6,0.035,-4.0,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
J.J. Chaikovsky,jj-chaikovsky,Cal State Northridge,cal-state-northridge,Big West,D1,Long Beach State,long-beach-state,2025-26,d1_big_west,,,,,F,19,0,7.4,140.6,0.185,0.8,1.6,0.3,0.2,0.3,0.2,0.5,0.0,0.0,0.5,0.5,0.125,0.0,8.4,0.5,6.7,0.1,0.2,0.3,0.082,-5.5,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Petar Majstorović,petar-majstorovi,Syracuse,syracuse,ACC,D1,Long Beach State,long-beach-state,2025-26,d1_big_west,,,,,F,32,32,31.2,998.4,0.78,14.4,6.4,1.8,1.7,0.3,2.2,0.524,0.286,0.775,0.567,0.6081081081081081,0.30097087378640774,0.3398058252427184,19.0,0.601,22.6,1.7,1.5,3.2,0.13,2.0,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Shaquil Bender,shaquil-bender,Manhattan,manhattan,MAAC,D1,Long Beach State,long-beach-state,2025-26,d1_big_west,,,,,G,31,9,21.9,678.9,0.5475,10.8,1.8,1.4,0.6,0.3,2.0,0.414,0.366,0.75,0.495,0.5184331797235023,0.43877551020408156,0.14285714285714285,11.4,0.514,28.3,-0.1,0.6,0.5,0.031,-4.2,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Kane Milling,kane-milling,Nevada,nevada,Mountain West,D1,UC Davis,uc-davis,2021-22,d1_big_west,,,,,G,24,12,27.9,669.5999999999999,0.6975,7.0,3.3,1.3,0.9,0.1,1.0,0.433,0.38,0.762,0.539,0.5559085133418042,0.559322033898305,0.15254237288135591,11.5,0.556,13.6,0.7,1.0,1.7,0.103,0.0,https://www.sports-reference.com/cbb/schools/california-davis/men/2022.html
Sam Manu,sam-manu,College of San Mateo,college-of-san-mateo,,JUCO,UC Davis,uc-davis,2022-23,juco_big_west,,,,,F,14,2,7.1,99.39999999999999,0.1775,1.6,0.9,0.1,0.1,0.0,0.5,0.588,0.0,0.429,0.588,0.5633802816901409,0.08333333333333334,0.4166666666666667,5.9,0.566,13.3,0.0,0.1,0.1,0.045,-5.9,https://www.sports-reference.com/cbb/schools/california-davis/men/2023.html
Ty Johnson,ty-johnson2,Loyola Chicago,loyola-chicago,Atlantic 10,D1,UC Davis,uc-davis,2022-23,d1_big_west,,,,,G,31,31,28.3,877.3000000000001,0.7075,14.5,4.6,2.5,1.8,0.1,3.7,0.438,0.309,0.724,0.469,0.5349763872491146,0.2,0.5272727272727272,16.7,0.528,30.0,0.7,1.7,2.4,0.109,-1.3,https://www.sports-reference.com/cbb/schools/california-davis/men/2023.html
Drew Carter,drew-carter,Colorado,colorado,PAC 12,D1,UC Davis,uc-davis,2023-24,d1_big_west,,,,,G,9,0,2.3,20.7,0.057499999999999996,1.2,0.2,0.1,0.1,0.0,0.1,0.667,1.0,0.0,0.917,0.8571428571428572,0.4285714285714286,0.0,26.4,0.917,17.2,0.1,0.0,0.1,0.238,12.2,https://www.sports-reference.com/cbb/schools/california-davis/men/2024.html
Derek Sangster,derek-sangster,Princeton,princeton,Ivy,D1,UC Davis,uc-davis,2024-25,d1_big_west,,,,,F,8,0,4.1,32.8,0.1025,1.5,0.5,0.1,0.0,0.3,0.1,0.364,0.25,0.75,0.409,0.462962962962963,0.35714285714285715,0.35714285714285715,12.1,0.465,21.4,0.0,0.0,0.1,0.073,-6.9,https://www.sports-reference.com/cbb/schools/california-davis/men/2025.html
Jamaal Unuakhalu,jamal-unuakhalu,Moorpark College,moorpark-college,,JUCO,UC Davis,uc-davis,2024-25,juco_big_west,,,,,F,9,0,6.8,61.199999999999996,0.16999999999999998,1.1,1.3,0.1,0.0,0.7,0.2,0.267,0.25,0.5,0.3,0.30760626398210295,0.23529411764705885,0.11764705882352942,6.8,0.313,15.0,-0.1,0.1,0.0,0.017,-6.8,https://www.sports-reference.com/cbb/schools/california-davis/men/2025.html
Nils Cooper,nils-cooper,Pepperdine,pepperdine,West Coast,D1,UC Davis,uc-davis,2024-25,d1_big_west,,,,,G,30,5,17.8,534.0,0.445,3.9,3.5,0.6,0.6,0.1,0.4,0.481,0.077,0.74,0.488,0.5655452436194894,0.14814814814814814,0.6296296296296295,12.6,0.554,11.2,0.8,0.8,1.6,0.12,-2.0,https://www.sports-reference.com/cbb/schools/california-davis/men/2025.html
Brayden Fagbemi,brayden-fagbemi,Central Arkansas,central-arkansas,ASUN,D1,UC Davis,uc-davis,2025-26,d1_big_west,,,,,G,31,3,25.4,787.4,0.635,7.0,3.5,4.3,2.0,0.0,2.0,0.427,0.273,0.647,0.468,0.5022962112514351,0.3,0.3666666666666667,14.6,0.499,17.4,0.6,1.5,2.1,0.105,1.7,https://www.sports-reference.com/cbb/schools/california-davis/men/2026.html
"Cyril Franklin, Jr.",cyril-franklin,College of Southern Nevada,college-of-southern-nevada,,JUCO,UC Davis,uc-davis,2025-26,juco_big_west,,,,,G,20,0,6.8,136.0,0.16999999999999998,1.3,0.5,0.7,0.1,0.3,0.5,0.522,0.0,0.333,0.522,0.5046583850931677,0.25,0.16666666666666669,5.4,0.512,12.5,-0.1,0.2,0.1,0.03,-5.3,https://www.sports-reference.com/cbb/schools/california-davis/men/2026.html
Jonathan Noudjihidi,jonathan-noudjihidi,Coahoma Community College,coahoma-community-college,,JUCO,UC Davis,uc-davis,2025-26,juco_big_west,,,,,C,3,0,6.0,18.0,0.15,0.3,1.7,0.3,0.0,0.0,1.0,0.0,0.0,0.333,0.0,0.2027027027027027,0.0,3.3333333333333335,-6.8,0.206,14.9,-0.1,0.0,0.0,-0.082,-20.1,https://www.sports-reference.com/cbb/schools/california-davis/men/2026.html
Marcus Wilson,marcus-wilson,Washington State,washington-state,West Coast,D1,UC Davis,uc-davis,2025-26,d1_big_west,,,,,G,33,33,26.4,871.1999999999999,0.6599999999999999,12.5,3.2,3.9,1.1,0.1,2.2,0.43,0.324,0.785,0.481,0.5474772249474422,0.3195876288659794,0.4020618556701031,16.1,0.537,25.7,1.2,1.3,2.5,0.116,0.7,https://www.sports-reference.com/cbb/schools/california-davis/men/2026.html
Pierre Crockrell II,pierre-crockrell-ii,Pacific,pacific,West Coast,D1,UC Irvine,uc-irvine,2022-23,d1_big_west,,,,,G,35,33,24.2,847.0,0.605,5.0,2.0,5.1,1.0,0.0,2.1,0.433,0.0,0.467,0.433,0.4404510218463707,0.0,0.07272727272727274,10.7,0.435,16.2,0.2,1.4,1.6,0.075,-2.0,https://www.sports-reference.com/cbb/schools/california-irvine/men/2023.html
Kyle Evans,kyle-evans,Colorado State,colorado-state,Mountain West,D1,UC Irvine,uc-irvine,2024-25,d1_big_west,,,,,F,39,0,12.0,468.0,0.3,4.4,3.4,0.3,0.2,1.2,0.7,0.67,0.0,0.853,0.67,0.7105943152454781,0.037037037037037035,0.3333333333333333,21.8,0.7,16.0,1.0,1.3,2.4,0.203,5.9,https://www.sports-reference.com/cbb/schools/california-irvine/men/2025.html
Myles Che,myles-che,Chattanooga,chattanooga,Southern,D1,UC Irvine,uc-irvine,2024-25,d1_big_west,,,,,G,38,38,28.6,1086.8,0.7150000000000001,12.1,2.4,2.8,0.7,0.0,2.5,0.401,0.429,0.841,0.479,0.552007299270073,0.358695652173913,0.4347826086956522,12.2,0.548,24.1,1.1,1.9,3.0,0.11,0.0,https://www.sports-reference.com/cbb/schools/california-irvine/men/2025.html
Derin Saran,derin-saran,Stanford,stanford,ACC,D1,UC Irvine,uc-irvine,2025-26,d1_big_west,,,,,G,35,35,29.7,1039.5,0.7424999999999999,11.5,5.3,3.4,1.7,0.1,2.2,0.403,0.265,0.685,0.436,0.4713114754098361,0.25225225225225223,0.22522522522522523,14.0,0.464,23.6,0.2,2.6,2.8,0.108,0.2,https://www.sports-reference.com/cbb/schools/california-irvine/men/2026.html
Harrison Carrington,harrison-carrington,Colorado,colorado,Big XII,D1,UC Irvine,uc-irvine,2025-26,d1_big_west,,,,,G,35,1,17.0,595.0,0.425,8.5,3.8,0.9,0.6,0.1,0.7,0.583,0.364,0.673,0.594,0.6272136953955136,0.05454545454545454,0.5272727272727272,21.2,0.617,21.3,1.7,1.4,3.1,0.206,2.8,https://www.sports-reference.com/cbb/schools/california-irvine/men/2026.html
J.P. Moorman II,jp-moorman-ii,Temple,temple,American,D1,UC Riverside,uc-riverside,2021-22,d1_big_west,,,,,F,12,12,27.9,334.79999999999995,0.6975,11.1,5.6,2.1,0.8,0.1,1.9,0.41,0.269,0.704,0.467,0.49500535140920443,0.4215686274509804,0.22549019607843138,15.4,0.493,25.6,0.3,0.6,1.0,0.115,1.3,https://www.sports-reference.com/cbb/schools/california-riverside/men/2022.html
Jhaylon Martinez,jhaylon-martinez,UNLV,unlv,Mountain West,D1,UC Riverside,uc-riverside,2021-22,d1_big_west,,,,,C,28,0,10.0,280.0,0.25,2.3,2.3,0.2,0.2,0.3,1.0,0.458,0.333,0.533,0.475,0.4956896551724137,0.09523809523809523,0.23809523809523808,5.3,0.484,18.2,-0.4,0.6,0.2,0.033,-8.2,https://www.sports-reference.com/cbb/schools/california-riverside/men/2022.html
Jamal Hartwell II,jamal-hartwell-ii,George Mason,george-mason,Atlantic 10,D1,UC Riverside,uc-riverside,2022-23,d1_big_west,,,,,G,34,8,23.4,795.5999999999999,0.585,8.4,0.9,1.0,0.5,0.0,1.0,0.421,0.419,0.857,0.532,0.5654281098546041,0.5217391304347826,0.17391304347826086,11.6,0.561,18.4,1.3,0.8,2.1,0.104,-1.2,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html
Kyle Owens,kyle-owens,Montana,montana,Big Sky,D1,UC Riverside,uc-riverside,2022-23,d1_big_west,,,,,F,20,17,24.5,490.0,0.6125,10.0,5.6,0.9,0.3,0.0,0.8,0.466,0.283,0.794,0.51,0.574184657785944,0.3150684931506849,0.4383561643835617,18.5,0.566,20.0,1.4,0.6,2.0,0.166,1.4,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html
Luke Turner,luke-turner,Wofford,wofford,Southern,D1,UC Riverside,uc-riverside,2022-23,d1_big_west,,,,,F,34,11,17.8,605.2,0.445,3.9,2.6,0.7,0.4,0.1,0.5,0.411,0.42,0.75,0.584,0.6116687578419071,0.8387096774193549,0.06451612903225806,11.1,0.591,10.7,0.9,0.7,1.6,0.108,1.1,https://www.sports-reference.com/cbb/schools/california-riverside/men/2023.html
Chip Brunt,chris-brunt,Gulf Coast State College,gulf-coast-state-college2,,JUCO,UC Riverside,uc-riverside,2023-24,juco_big_west,,,,,G,2,0,7.5,15.0,0.1875,6.0,0.5,0.0,1.0,0.0,0.5,0.5,0.4,1.0,0.625,0.6756756756756757,0.625,0.25,34.4,0.67,33.1,0.0,0.0,0.1,0.216,-20.5,https://www.sports-reference.com/cbb/schools/california-riverside/men/2024.html
Clancy Bird,clancy-bird,Seattle,seattle,WAC,D1,UC Riverside,uc-riverside,2023-24,d1_big_west,,,,,F,1,0,3.0,3.0,0.075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,-0.105,0.0,https://www.sports-reference.com/cbb/schools/california-riverside/men/2024.html
Joel Armotrading,joel-armotrading,Cal Poly,cal-poly,Big West,D1,UC Riverside,uc-riverside,2024-25,d1_big_west,,,,,C,33,31,21.9,722.6999999999999,0.5475,5.8,6.5,0.5,0.4,1.2,0.9,0.602,0.0,0.736,0.602,0.629887054735013,0.0,0.4102564102564103,16.9,0.63,12.7,1.4,1.0,2.4,0.131,-0.2,https://www.sports-reference.com/cbb/schools/california-riverside/men/2025.html
Parker Strauss,parker-strauss,Northwestern,northwestern,Big Ten,D1,UC Riverside,uc-riverside,2024-25,d1_big_west,,,,,G,26,1,13.3,345.8,0.3325,3.3,2.4,0.7,0.7,0.1,0.8,0.423,0.353,0.778,0.549,0.5826271186440677,0.7407407407407407,0.1111111111111111,11.2,0.565,13.9,0.2,0.4,0.7,0.078,-1.5,https://www.sports-reference.com/cbb/schools/california-riverside/men/2025.html
Rikus Schulte,rikus-schulte,Davidson,davidson,Atlantic 10,D1,UC Riverside,uc-riverside,2024-25,d1_big_west,,,,,F,33,2,15.2,501.59999999999997,0.38,3.8,3.3,0.5,0.3,0.2,0.5,0.549,0.238,0.563,0.574,0.5722891566265059,0.1935483870967742,0.16129032258064516,13.2,0.575,12.6,0.8,0.4,1.2,0.096,-1.6,https://www.sports-reference.com/cbb/schools/california-riverside/men/2025.html
B.J. Kolly,bj-kolly,Montana State,montana-state,Big Sky,D1,UC Riverside,uc-riverside,2025-26,d1_big_west,,,,,F,30,30,24.4,732.0,0.61,8.7,5.5,1.4,0.6,1.4,2.5,0.524,0.0,0.771,0.524,0.5775358470525757,0.0634920634920635,0.4444444444444444,14.3,0.573,20.3,0.4,1.0,1.3,0.072,-2.9,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
Daniel Tobiloba,daniel-tobiloba,South Florida,south-florida,American,D1,UC Riverside,uc-riverside,2025-26,d1_big_west,,,,,C,8,0,3.0,24.0,0.075,0.3,1.1,0.0,0.1,0.1,0.0,0.167,0.0,0.0,0.167,0.18749999999999997,0.0,0.0,8.0,0.167,12.3,0.0,0.0,0.0,0.028,-8.7,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
Denzel Hines,denzel-hines,Coastal Carolina,coastal-carolina,Sun Belt,D1,UC Riverside,uc-riverside,2025-26,d1_big_west,,,,,F,6,0,9.7,58.199999999999996,0.2425,1.3,2.7,0.5,0.5,0.2,1.0,0.3,0.0,1.0,0.3,0.3548034934497817,0.4117647058823529,0.17647058823529413,5.9,0.365,14.4,-0.1,0.1,0.0,-0.018,-2.1,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
Dylan Godfrey,dylan-godfrey,Canisius,canisius,MAAC,D1,UC Riverside,uc-riverside,2025-26,d1_big_west,,,,,F,25,0,9.5,237.5,0.2375,3.3,1.3,0.6,0.2,0.1,0.5,0.378,0.356,0.667,0.476,0.487012987012987,0.5454545454545455,0.060606060606060615,10.0,0.483,20.4,0.1,0.2,0.3,0.043,-5.7,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
E.J. Spillman,ej-spillman,College of the Sequoias,college-of-the-sequoias,,JUCO,UC Riverside,uc-riverside,2025-26,juco_big_west,,,,,G,13,0,3.2,41.6,0.08,0.7,0.2,0.2,0.1,0.0,0.1,0.267,0.25,0.0,0.3,0.2916666666666667,0.25,0.0,-0.5,0.3,18.8,-0.1,0.0,0.0,-0.045,-17.4,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
"Marqui Worthy, Jr.",marqui-worthy,Massachusetts,massachusetts,Atlantic 10,D1,UC Riverside,uc-riverside,2025-26,d1_big_west,,,,,G,32,32,35.0,1120.0,0.875,16.4,4.7,3.0,1.3,0.3,3.3,0.435,0.331,0.759,0.5,0.5678670360110802,0.38983050847457623,0.5084745762711864,15.2,0.558,25.3,1.1,1.2,2.3,0.082,-0.8,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
Osiris Grady,osiris-grady,Utah Valley,utah-valley,WAC,D1,UC Riverside,uc-riverside,2025-26,d1_big_west,,,,,F,32,24,31.0,992.0,0.775,10.2,5.7,1.7,0.3,0.7,1.8,0.452,0.209,0.646,0.468,0.5017709563164108,0.1477272727272727,0.35227272727272724,11.3,0.498,19.2,0.4,0.9,1.3,0.05,-4.2,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
Emmanuel Tshimanga,emmanuel-tshimanga,UC Irvine,uc-irvine,Big West,D1,UC San Diego,uc-san-diego,2022-23,d1_big_west,,,,,C,24,10,19.3,463.20000000000005,0.48250000000000004,7.1,6.2,0.7,0.3,0.7,1.7,0.547,0.0,0.74,0.547,0.6206293706293705,0.0,0.6818181818181818,18.5,0.604,20.8,0.8,0.6,1.4,0.123,-2.5,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2023.html
Chris Howell,chris-howell,Saint Mary's,saint-marys,West Coast,D1,UC San Diego,uc-san-diego,2024-25,d1_big_west,,,,,G,35,35,29.0,1015.0,0.725,5.6,3.8,3.0,2.2,0.3,1.1,0.448,0.328,0.75,0.521,0.5723630417007359,0.4390243902439025,0.4390243902439025,14.0,0.568,10.9,1.6,2.8,4.4,0.174,3.8,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2025.html
Justin Rochelin,justin-rochelin,Oregon State,oregon-state,PAC 12,D1,UC San Diego,uc-san-diego,2024-25,d1_big_west,,,,,G,35,0,19.3,675.5,0.48250000000000004,6.6,3.5,0.7,0.7,0.3,0.8,0.463,0.34,0.688,0.559,0.5693581780538302,0.5555555555555555,0.16666666666666666,13.3,0.571,18.0,0.9,1.7,2.6,0.152,-0.5,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2025.html
Alex Chaikin,alex-chaikin,Lafayette,lafayette,Patriot League,D1,UC San Diego,uc-san-diego,2025-26,d1_big_west,,,,,G,34,17,25.0,850.0,0.625,9.7,2.1,1.2,0.6,0.3,1.2,0.395,0.392,0.803,0.543,0.581813819577735,0.76,0.2533333333333333,12.0,0.576,19.4,1.0,1.2,2.2,0.105,-0.4,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2026.html
Bol Dengdit,bol-dengdit,Portland,portland,West Coast,D1,UC San Diego,uc-san-diego,2025-26,d1_big_west,,,,,F,34,34,23.4,795.5999999999999,0.585,10.7,5.2,1.7,0.5,0.5,1.8,0.482,0.294,0.643,0.527,0.5542892664732698,0.30487804878048785,0.4024390243902439,17.6,0.551,24.8,1.1,1.4,2.5,0.125,1.1,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2026.html
Dimitrije Vukićević,dimitrije-vukievi,Washington State,washington-state,West Coast,D1,UC San Diego,uc-san-diego,2025-26,d1_big_west,,,,,C,25,0,7.2,180.0,0.18,2.6,1.7,0.6,0.2,0.1,0.6,0.6,0.0,0.5,0.6,0.5919854280510018,0.0,0.5,14.6,0.586,20.1,0.2,0.3,0.5,0.115,-1.2,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2026.html
Tom Beattie,tom-beattie,Hawaii,hawaii,Big West,D1,UC San Diego,uc-san-diego,2025-26,d1_big_west,,,,,G,34,34,31.2,1060.8,0.78,10.6,5.3,3.4,1.3,0.2,1.5,0.462,0.321,0.575,0.536,0.5488815244407623,0.4534883720930233,0.27906976744186046,15.4,0.544,18.0,1.4,2.1,3.5,0.131,2.8,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2026.html
Trap Johnson,trap-johnson,Montana State,montana-state,Big Sky,D1,UC San Diego,uc-san-diego,2025-26,d1_big_west,,,,,G,24,0,9.2,220.79999999999998,0.22999999999999998,2.6,1.3,0.2,0.1,0.0,0.3,0.377,0.306,0.667,0.481,0.5094043887147336,0.6818181818181818,0.36363636363636365,8.4,0.512,15.4,0.2,0.3,0.5,0.087,-3.3,https://www.sports-reference.com/cbb/schools/california-san-diego/men/2026.html
Andre Kelly,andre-kelly,California,california,PAC 12,D1,UC Santa Barbara,uc-santa-barbara,2022-23,d1_big_west,,,,,F,34,34,27.7,941.8,0.6925,9.3,6.5,0.9,0.6,0.7,1.3,0.563,0.0,0.588,0.563,0.5698529411764707,0.0,0.2,16.1,0.568,18.6,1.4,1.6,3.0,0.127,-0.2,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2023.html
Evans Kipruto,evans-kipruto2,Barton Community College,barton-community-college,,JUCO,UC Santa Barbara,uc-santa-barbara,2022-23,juco_big_west,,,,,F,19,0,5.5,104.5,0.1375,1.5,0.9,0.2,0.1,0.3,0.2,0.591,0.0,0.4,0.591,0.5630630630630631,0.0,0.25,13.1,0.574,14.9,0.2,0.1,0.3,0.115,-1.6,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2023.html
Ben Shtolzberg,ben-shtolzberg,Creighton,creighton,Big East,D1,UC Santa Barbara,uc-santa-barbara,2023-24,d1_big_west,,,,,G,23,0,13.5,310.5,0.3375,2.9,1.3,1.1,0.3,0.0,1.0,0.347,0.25,0.833,0.418,0.5426646706586826,0.5714285714285714,0.6190476190476191,6.5,0.522,14.4,0.0,0.3,0.3,0.035,-5.0,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2024.html
Yohan Traore,yohan-traore,Auburn,auburn,SEC,D1,UC Santa Barbara,uc-santa-barbara,2023-24,d1_big_west,,,,,F,30,30,28.8,864.0,0.72,14.5,5.1,0.4,0.2,0.4,1.7,0.583,0.0,0.686,0.583,0.6299965241571082,0.022222222222222223,0.6333333333333333,19.2,0.615,24.2,2.2,0.8,2.9,0.136,-1.1,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2024.html
Colin Smith,colin-smith,Vanderbilt,vanderbilt,SEC,D1,UC Santa Barbara,uc-santa-barbara,2024-25,d1_big_west,,,,,F,20,10,20.3,406.0,0.5075000000000001,8.7,2.8,1.1,0.4,0.4,1.4,0.46,0.435,0.714,0.581,0.6106120157215047,0.564516129032258,0.33870967741935487,15.7,0.604,22.3,0.8,0.5,1.3,0.124,1.0,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Kenny Pohto,kenny-pohto,Wichita State,wichita-state,American,D1,UC Santa Barbara,uc-santa-barbara,2024-25,d1_big_west,,,,,F,34,34,25.7,873.8,0.6425,11.8,6.2,1.6,0.5,0.4,2.0,0.622,0.0,0.672,0.622,0.6472136902150066,0.0,0.527027027027027,21.3,0.639,23.0,2.4,1.3,3.7,0.168,1.2,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Kieves Turner,kieves-turner,San Diego,san-diego,West Coast,D1,UC Santa Barbara,uc-santa-barbara,2024-25,d1_big_west,,,,,G,34,3,19.4,659.5999999999999,0.485,9.6,1.8,1.4,0.5,0.1,1.3,0.414,0.316,0.838,0.493,0.5405405405405405,0.5,0.25,14.8,0.534,27.9,0.8,0.8,1.6,0.098,-3.0,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Max Murrell,max-murrell,Stanford,stanford,PAC 12,D1,UC Santa Barbara,uc-santa-barbara,2024-25,d1_big_west,,,,,F,31,18,19.0,589.0,0.475,5.5,2.1,1.0,0.4,0.7,0.7,0.39,0.319,0.867,0.513,0.5268199233716475,0.76,0.1,11.0,0.531,16.5,0.6,0.8,1.3,0.091,-0.7,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Stephan Swenson,stephan-swenson,Stetson,stetson,ASUN,D1,UC Santa Barbara,uc-santa-barbara,2024-25,d1_big_west,,,,,G,33,33,29.8,983.4,0.745,13.4,3.7,4.4,1.8,0.2,2.2,0.44,0.432,0.794,0.571,0.5969351389878831,0.6019417475728155,0.20388349514563106,19.9,0.594,23.7,2.4,1.7,4.1,0.168,5.1,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Chris Mitchell,chris-mitchell,Cal State San Bernardino,cal-state-san-bernardino,CCAA,D2,UC Santa Barbara,uc-santa-barbara,2024-25,d2_big_west,,,,,G,10,0,8.5,85.0,0.2125,2.4,1.7,0.1,0.3,0.1,0.9,0.36,0.111,0.625,0.38,0.42075736325385693,0.36,0.32,4.7,0.417,23.5,-0.2,0.1,0.0,-0.023,-9.4,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Aidan Mahaney,aidan-mahaney,Connecticut,connecticut,Big East,D1,UC Santa Barbara,uc-santa-barbara,2025-26,d1_big_west,,,,,G,32,32,33.6,1075.2,0.8400000000000001,14.9,1.9,2.7,0.8,0.1,1.3,0.435,0.385,0.807,0.532,0.5625188764723649,0.5041322314049587,0.21487603305785125,14.7,0.562,22.4,2.4,1.1,3.4,0.127,0.2,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2026.html
Hosana Kitenge,hosana-kitenge,Louisiana,louisiana,Sun Belt,D1,UC Santa Barbara,uc-santa-barbara,2025-26,d1_big_west,,,,,F,32,27,20.8,665.6,0.52,7.5,4.5,1.7,0.8,0.6,2.1,0.554,0.25,0.614,0.559,0.5797773654916512,0.05454545454545454,0.4,14.3,0.573,21.6,0.5,1.1,1.6,0.096,-1.2,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2026.html
Marvin McGhee IV,marvin-mcghee-iv,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,UC Santa Barbara,uc-santa-barbara,2025-26,d1_big_west,,,,,G,28,3,20.8,582.4,0.52,6.3,4.2,1.4,0.8,0.4,1.1,0.463,0.383,0.889,0.591,0.646551724137931,0.6744186046511628,0.3023255813953489,15.5,0.634,14.9,1.1,0.9,2.0,0.139,3.0,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2026.html
